"",BBK01.OUU392,BBK01.OUU392_FLAGS
"",Sight deposits of banks (MFIs) (excluding the Bundesbank) / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:09:37,
1999-01,1.917,
1999-02,1.692,
1999-03,1.599,
1999-04,1.047,
1999-05,1.631,
1999-06,1.517,
1999-07,1.994,
1999-08,2.188,
1999-09,2.071,
1999-10,2.244,
1999-11,2.006,
1999-12,2.016,
2000-01,2.127,
2000-02,2.348,
2000-03,2.473,
2000-04,2.884,
2000-05,2.564,
2000-06,2.187,
2000-07,2.247,
2000-08,2.326,
2000-09,2.261,
2000-10,2.256,
2000-11,2.120,
2000-12,1.584,
2001-01,2.483,
2001-02,1.863,
2001-03,2.149,
2001-04,1.979,
2001-05,2.717,
2001-06,2.223,
2001-07,2.520,
2001-08,1.924,
2001-09,2.138,
2001-10,1.813,
2001-11,2.073,
2001-12,1.856,
2002-01,1.824,
2002-02,2.082,
2002-03,2.882,
2002-04,2.225,
2002-05,1.616,
2002-06,1.682,
2002-07,2.322,
2002-08,1.909,
2002-09,2.017,
2002-10,1.648,
2002-11,2.198,
2002-12,1.988,
2003-01,1.994,
2003-02,1.972,
2003-03,2.408,
2003-04,1.648,
2003-05,2.127,
2003-06,2.223,
2003-07,2.031,
2003-08,2.076,
2003-09,2.120,
2003-10,1.555,
2003-11,1.736,
2003-12,1.645,
2004-01,2.059,
2004-02,2.023,
2004-03,2.054,
2004-04,1.537,
2004-05,1.935,
2004-06,1.979,
2004-07,1.855,
2004-08,1.325,
2004-09,1.631,
2004-10,1.269,
2004-11,1.451,
2004-12,0.844,
2005-01,1.368,
2005-02,1.445,
2005-03,1.347,
2005-04,1.452,
2005-05,1.642,
2005-06,1.547,
2005-07,1.575,
2005-08,1.434,
2005-09,1.656,
2005-10,1.430,
2005-11,1.734,
2005-12,1.681,
2006-01,1.933,
2006-02,1.950,
2006-03,1.876,
2006-04,1.474,
2006-05,1.665,
2006-06,2.343,
2006-07,2.024,
2006-08,1.677,
2006-09,1.955,
2006-10,1.804,
2006-11,2.264,
2006-12,1.712,
2007-01,1.851,
2007-02,2.018,
2007-03,2.317,
2007-04,2.079,
2007-05,2.356,
2007-06,2.145,
2007-07,2.553,
2007-08,2.407,
2007-09,2.421,
2007-10,1.703,
2007-11,1.898,
2007-12,1.561,
2008-01,1.760,
2008-02,1.053,
2008-03,1.852,
2008-04,1.931,
2008-05,2.751,
2008-06,2.929,
2008-07,3.132,
2008-08,2.958,
2008-09,3.034,
2008-10,1.593,
2008-11,2.229,
2008-12,1.090,
2009-01,1.625,
2009-02,1.601,
2009-03,1.975,
2009-04,1.658,
2009-05,1.919,
2009-06,2.195,
2009-07,1.957,
2009-08,1.882,
2009-09,3.172,
2009-10,2.997,
2009-11,3.124,
2009-12,2.499,
2010-01,2.570,
2010-02,2.320,
2010-03,1.165,
2010-04,1.461,
2010-05,1.349,
2010-06,1.646,
2010-07,2.143,
2010-08,1.715,
2010-09,4.380,
2010-10,4.504,
2010-11,4.512,
2010-12,3.644,
2011-01,3.861,
2011-02,3.977,
2011-03,1.995,
2011-04,1.692,
2011-05,1.737,
2011-06,1.903,
2011-07,1.619,
2011-08,1.800,
2011-09,1.483,
2011-10,1.773,
2011-11,1.693,
2011-12,1.400,
2012-01,1.747,
2012-02,1.279,
2012-03,1.359,
2012-04,1.420,
2012-05,1.336,
2012-06,1.511,
2012-07,1.513,
2012-08,1.501,
2012-09,1.611,
2012-10,1.198,
2012-11,1.567,
2012-12,0.996,
2013-01,1.410,
2013-02,1.379,
2013-03,1.485,
2013-04,1.480,
2013-05,1.663,
2013-06,1.919,
2013-07,2.276,
2013-08,2.202,
2013-09,2.335,
2013-10,2.123,
2013-11,2.230,
2013-12,1.935,
2014-01,2.123,
2014-02,1.903,
2014-03,2.293,
2014-04,2.016,
2014-05,2.185,
2014-06,2.621,
2014-07,2.868,
2014-08,2.448,
2014-09,2.523,
2014-10,2.624,
2014-11,2.823,
2014-12,1.581,Provisional value
