"",BBK01.TS5303O,BBK01.TS5303O_FLAGS
"","Monetary aggregate M3 (from January 2002, excluding currency in circulation; from June 2010, excluding repos with central counterparties) / German contribution / Index / Seasonally adjusted",
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:09,
1995-01,49.56116,
1995-02,49.37275,
1995-03,49.11584,
1995-04,49.27581,
1995-05,49.68197,
1995-06,49.82823,
1995-07,49.55746,
1995-08,49.85166,
1995-09,50.10955,
1995-10,50.51705,
1995-11,51.09180,
1995-12,51.36598,
1996-01,52.05721,
1996-02,52.37903,
1996-03,52.64199,
1996-04,52.80090,
1996-05,52.81666,
1996-06,52.92292,
1996-07,53.15256,
1996-08,53.38866,
1996-09,53.69062,
1996-10,53.88192,
1996-11,54.07892,
1996-12,54.37644,
1997-01,54.98542,
1997-02,55.07148,
1997-03,55.10792,
1997-04,55.50664,
1997-05,55.71897,
1997-06,55.76429,
1997-07,56.05217,
1997-08,56.26733,
1997-09,56.41513,
1997-10,56.47258,
1997-11,56.71459,
1997-12,56.95922,
1998-01,56.93744,
1998-02,57.27169,
1998-03,57.61909,
1998-04,58.12122,
1998-05,58.15377,
1998-06,58.45576,
1998-07,58.73129,
1998-08,59.34833,
1998-09,59.57535,
1998-10,60.05506,
1998-11,60.64606,
1998-12,61.62560,
1999-01,62.58429,
1999-02,62.82265,
1999-03,63.31589,
1999-04,63.85577,
1999-05,64.62977,
1999-06,65.07386,
1999-07,65.13977,
1999-08,65.47585,
1999-09,65.88728,
1999-10,66.12385,
1999-11,67.02437,
1999-12,66.53432,
2000-01,66.86673,
2000-02,67.13810,
2000-03,67.11906,
2000-04,67.16978,
2000-05,66.93739,
2000-06,66.58743,
2000-07,66.29179,
2000-08,66.11737,
2000-09,65.88138,
2000-10,65.86976,
2000-11,65.92779,
2000-12,65.90348,
2001-01,66.33432,
2001-02,66.97489,
2001-03,67.45668,
2001-04,67.87440,
2001-05,68.08482,
2001-06,68.77545,
2001-07,69.03278,
