"",BBK01.SU0518,BBK01.SU0518_FLAGS
"","Deposit rates of banks / Savings deposits with higher rates of return, with agreed notice of 3 months, without a duration of contract being agreed, less than EUR 5,000 / Average interest rate",
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:29:29,
1996-11,2.56,
1996-12,2.57,
1997-01,2.54,
1997-02,2.49,
1997-03,2.44,
1997-04,2.44,
1997-05,2.42,
1997-06,2.43,
1997-07,2.40,
1997-08,2.40,
1997-09,2.41,
1997-10,2.41,
1997-11,2.45,
1997-12,2.48,
1998-01,2.46,
1998-02,2.47,
1998-03,2.43,
1998-04,2.41,
1998-05,2.42,
1998-06,2.42,
1998-07,2.41,
1998-08,2.41,
1998-09,2.37,
1998-10,2.35,
1998-11,2.36,
1998-12,2.32,
1999-01,2.23,
1999-02,2.19,
1999-03,2.16,
1999-04,2.08,
1999-05,1.92,
1999-06,1.90,
1999-07,1.89,
1999-08,1.91,
1999-09,1.92,
1999-10,1.94,
1999-11,2.00,
1999-12,2.03,
2000-01,2.03,
2000-02,2.04,
2000-03,2.06,
2000-04,2.10,
2000-05,2.12,
2000-06,2.20,
2000-07,2.23,
2000-08,2.25,
2000-09,2.31,
2000-10,2.32,
2000-11,2.38,
2000-12,2.39,
2001-01,2.37,
2001-02,2.35,
2001-03,2.36,
2001-04,2.36,
2001-05,2.33,
2001-06,2.29,
2001-07,2.26,
2001-08,2.20,
2001-09,2.11,
2001-10,2.01,
2001-11,1.86,
2001-12,1.81,
2002-01,1.78,
2002-02,1.78,
2002-03,1.79,
2002-04,1.78,
2002-05,1.79,
2002-06,1.78,
2002-07,1.78,
2002-08,1.76,
2002-09,1.75,
2002-10,1.71,
2002-11,1.69,
2002-12,1.63,
2003-01,1.61,
2003-02,1.57,
2003-03,1.47,
2003-04,1.41,
2003-05,1.37,
2003-06,1.23,
"","General: Most frequently occuring interest rate for new business within the reporting period (the two middle weeks of a given month). The average rates are calculated as unweighted arithmetic means from the interest rates reported to be within the spread. The spread is ascertained by eliminating the reports in the top 5% and the bottom 5% of the interest rate range. Up to December 2001, deposits of less than DM 10,000.",
