"",BBK01.OEAC55I,BBK01.OEAC55I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:55:33,
2002-01,30.671,
2002-04,30.685,
2002-07,28.850,
2002-10,28.569,
2003-01,27.911,
2003-04,27.845,
2003-07,28.704,
2003-10,28.006,
2004-01,27.943,
2004-04,27.849,
2004-07,27.518,
2004-10,27.519,
2005-01,29.203,
2005-04,29.541,
2005-07,31.150,
2005-10,30.504,
2006-01,31.444,
2006-04,31.810,
2006-07,32.825,
2006-10,32.581,
2007-01,32.326,
2007-04,32.031,
2007-07,31.749,
2007-10,31.837,
2008-01,32.121,
2008-04,33.562,
2008-07,33.562,
2008-10,32.914,
2009-01,33.359,
2009-04,34.334,
2009-07,34.394,
2009-10,34.051,
2010-01,34.703,
2010-04,34.365,
2010-07,37.101,
2010-10,37.165,
2011-01,36.075,
2011-04,37.023,
2011-07,36.309,
2011-10,37.003,
2012-01,37.202,
2012-04,37.634,
2012-07,38.028,
2012-10,37.945,
2013-01,37.920,
2013-04,37.938,
2013-07,38.732,
2013-10,38.366,
2014-01,37.962,
2014-04,38.964,
2014-07,38.561,
