"",BBK01.SUD220,BBK01.SUD220_FLAGS
"",New business (volumes) of German banks / Loans for other purposes to households with a floating rate or an initial rate fixation up to 1 year,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:09,
2003-01,16141,
2003-02,9944,
2003-03,13036,
2003-04,8388,
2003-05,8472,
2003-06,10157,
2003-07,9268,
2003-08,7060,
2003-09,9281,
2003-10,11515,
2003-11,7820,
2003-12,12315,
2004-01,8611,
2004-02,5613,
2004-03,8974,
2004-04,9264,
2004-05,5901,
2004-06,8704,
2004-07,9119,
2004-08,8837,
2004-09,9097,
2004-10,7395,
2004-11,8436,
2004-12,10026,
2005-01,9059,
2005-02,4633,
2005-03,7213,
2005-04,7385,
2005-05,8078,
2005-06,8095,
2005-07,8413,
2005-08,8483,
2005-09,9626,
2005-10,6797,
2005-11,5719,
2005-12,9234,
2006-01,9920,
2006-02,6990,
2006-03,8250,
2006-04,10032,
2006-05,8538,
2006-06,10126,
2006-07,11070,
2006-08,11083,
2006-09,10978,
2006-10,11899,
2006-11,10908,
2006-12,16567,
2007-01,11776,
2007-02,6720,
2007-03,13362,
2007-04,15958,
2007-05,13774,
2007-06,15090,
2007-07,18606,
2007-08,23231,
2007-09,24079,
2007-10,20162,
2007-11,18337,
2007-12,19696,
2008-01,17306,
2008-02,10092,
2008-03,11416,
2008-04,8433,
2008-05,6766,
2008-06,6864,
2008-07,10020,
2008-08,6914,
2008-09,6795,
2008-10,7576,
2008-11,5288,
2008-12,7051,
2009-01,7060,
2009-02,5204,
2009-03,6416,
2009-04,7353,
2009-05,5699,
2009-06,6020,
2009-07,6809,
2009-08,5529,
2009-09,6690,
2009-10,6626,
2009-11,5102,
2009-12,6198,
2010-01,5417,
2010-02,4795,
2010-03,7183,
2010-04,6504,
2010-05,5191,
2010-06,5611,
2010-07,5072,
2010-08,4240,
2010-09,4582,
2010-10,4941,
2010-11,4301,
2010-12,5582,
2011-01,5362,
2011-02,4860,
2011-03,5036,
2011-04,4744,
2011-05,3980,
2011-06,4559,
2011-07,5314,
2011-08,4211,
2011-09,4332,
2011-10,5025,
2011-11,3631,
2011-12,4968,
2012-01,5028,
2012-02,3938,
2012-03,4329,
2012-04,4441,
2012-05,3716,
2012-06,4835,
2012-07,5557,
2012-08,4414,
2012-09,4454,
2012-10,5535,
2012-11,4142,
2012-12,4698,
2013-01,5099,
2013-02,4102,
2013-03,4698,
2013-04,5235,
2013-05,3726,
2013-06,4485,
2013-07,5623,
2013-08,4052,
2013-09,4695,
2013-10,5116,
2013-11,3676,
2013-12,6139,
2014-01,5139,
2014-02,3836,
2014-03,4627,
2014-04,4931,
2014-05,4047,
2014-06,4245,
2014-07,4952,
2014-08,3449,
2014-09,4709,
2014-10,4726,
2014-11,3301,
2014-12,5089,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. For the purpose of these statistics, other loans are loans granted for other purposes such as business, debt consolidation, education etc. Excluding overdrafts. p = Provisional",
