"",BBK01.SUD201,BBK01.SUD201_FLAGS
"","New business (volumes) of German banks / Households' deposits, overnight",
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:43,
2003-01,367117,
2003-02,373381,
2003-03,378520,
2003-04,380747,
2003-05,385009,
2003-06,389213,
2003-07,389222,
2003-08,394794,
2003-09,393137,
2003-10,394958,
2003-11,412862,
2003-12,400936,
2004-01,405052,
2004-02,411617,
2004-03,410717,
2004-04,412968,
2004-05,418859,
2004-06,419073,
2004-07,418729,
2004-08,416996,
2004-09,418189,
2004-10,421839,
2004-11,434898,
2004-12,428606,
2005-01,429342,
2005-02,434050,
2005-03,436542,
2005-04,439717,
2005-05,442889,
2005-06,448210,
2005-07,450961,
2005-08,449144,
2005-09,450970,
2005-10,453497,
2005-11,465158,
2005-12,463399,
2006-01,462356,
2006-02,464324,
2006-03,465115,
2006-04,469686,
2006-05,469841,
2006-06,470361,
2006-07,465849,
2006-08,460404,
2006-09,457935,
2006-10,456615,
2006-11,467261,
2006-12,465228,
2007-01,460252,
2007-02,465012,
2007-03,466577,
2007-04,469364,
2007-05,472490,
2007-06,479163,
2007-07,475744,
2007-08,479145,
2007-09,478416,
2007-10,473877,
2007-11,485275,
2007-12,487616,
2008-01,479559,
2008-02,480976,
2008-03,483442,
2008-04,485248,
2008-05,485688,
2008-06,481446,
2008-07,480219,
2008-08,480303,
2008-09,476817,
2008-10,491911,
2008-11,510118,
2008-12,508140,
2009-01,529633,
2009-02,550800,
2009-03,558216,
2009-04,576843,
2009-05,587516,
2009-06,591673,
2009-07,599922,
2009-08,609242,
2009-09,617597,
2009-10,629015,
2009-11,646360,
2009-12,651570,
2010-01,667262,
2010-02,675402,
2010-03,670474,
2010-04,681563,
2010-05,688068,
2010-06,691833,
2010-07,698095,
2010-08,695737,
2010-09,697415,
2010-10,703734,
2010-11,711278,
2010-12,714112,
2011-01,712891,
2011-02,714176,
2011-03,714781,
2011-04,720878,
2011-05,721441,
2011-06,723542,
2011-07,729146,
2011-08,728134,
2011-09,729249,
2011-10,735055,
2011-11,748146,
2011-12,747612,
2012-01,751235,
2012-02,758730,
2012-03,761183,
2012-04,770703,
2012-05,775639,
2012-06,785236,
2012-07,791644,
2012-08,801510,
2012-09,810487,
2012-10,815493,
2012-11,836097,
2012-12,841703,
2013-01,847786,
2013-02,857813,
2013-03,862900,
2013-04,869149,
2013-05,881098,
2013-06,888922,
2013-07,895155,
2013-08,904740,
2013-09,905458,
2013-10,915399,
2013-11,935789,
2013-12,931980,
2014-01,937354,
2014-02,945510,
2014-03,942554,
2014-04,953725,
2014-05,964096,
2014-06,963948,
2014-07,972397,
2014-08,982182,
2014-09,976579,
2014-10,990310,
2014-11,1013535,
2014-12,1003813,Provisional value
"",General: New business is collected in the same way as outstanding amounts for the sake of simplicity. This means that all outstanding deposit business at the end of the month has to be incorporated in the calculation of volumes. Data based on monthly balance sheet statistics. p = Provisional,
