"",BBK01.TSD436,BBK01.TSD436_FLAGS
"",Deposits of non-MFIs / Total / Redeemable at notice of up to 3 months / Domestic / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:42,
1999-01,493.5,
1999-02,496.0,
1999-03,496.4,
1999-04,499.4,
1999-05,503.2,
1999-06,505.0,
1999-07,506.2,
1999-08,506.1,
1999-09,505.4,
1999-10,504.0,
1999-11,501.8,
1999-12,498.1,
2000-01,493.7,
2000-02,489.2,
2000-03,484.4,
2000-04,480.0,
2000-05,475.3,
2000-06,470.1,
2000-07,465.0,
2000-08,460.7,
2000-09,456.6,
2000-10,452.6,
2000-11,447.6,
2000-12,444.7,
2001-01,441.3,
2001-02,439.2,
2001-03,439.3,
2001-04,439.7,
2001-05,440.2,
2001-06,441.5,
2001-07,442.0,
2001-08,442.6,
2001-09,444.1,
2001-10,447.6,
2001-11,450.5,
2001-12,456.3,
2002-01,459.1,
2002-02,458.9,
2002-03,460.0,
2002-04,454.8,
2002-05,456.0,
2002-06,456.3,
2002-07,456.5,
2002-08,457.0,
2002-09,458.4,
2002-10,461.3,
2002-11,464.9,
2002-12,468.7,
2003-01,473.0,
2003-02,475.9,
2003-03,478.7,
2003-04,480.6,
2003-05,482.8,
2003-06,485.1,
2003-07,488.6,
2003-08,492.2,
2003-09,493.6,
2003-10,495.2,
2003-11,496.7,
2003-12,496.8,
2004-01,498.2,
2004-02,499.2,
2004-03,500.4,
2004-04,502.1,
2004-05,504.0,
2004-06,505.0,
2004-07,506.9,
2004-08,508.5,
2004-09,509.1,
2004-10,510.3,
2004-11,511.1,
2004-12,511.8,
2005-01,512.5,
2005-02,512.5,
2005-03,513.4,
2005-04,514.4,
2005-05,515.7,
2005-06,516.2,
2005-07,517.4,
2005-08,517.7,
2005-09,518.3,
2005-10,517.9,
2005-11,517.4,
2005-12,515.9,
2006-01,514.3,
2006-02,513.3,
2006-03,512.3,
2006-04,511.3,
2006-05,509.4,
2006-06,508.2,
2006-07,505.2,
2006-08,501.6,
2006-09,498.3,
2006-10,494.1,
2006-11,488.9,
2006-12,484.7,
2007-01,478.2,
2007-02,473.6,
2007-03,471.3,
2007-04,468.0,
2007-05,465.2,
2007-06,462.4,
2007-07,457.3,
2007-08,454.2,
2007-09,451.2,
2007-10,447.0,
2007-11,443.7,
2007-12,443.8,
2008-01,438.6,
2008-02,435.7,
2008-03,434.9,
2008-04,433.0,
2008-05,432.3,
2008-06,431.3,
2008-07,426.8,
2008-08,424.4,
2008-09,421.6,
2008-10,420.7,
2008-11,420.4,
2008-12,422.9,
2009-01,426.2,
2009-02,430.5,
2009-03,434.0,
2009-04,437.3,
2009-05,441.0,
2009-06,445.8,
2009-07,451.0,
2009-08,456.2,
2009-09,459.9,
2009-10,464.6,
2009-11,468.5,
2009-12,472.4,
2010-01,476.6,
2010-02,481.3,
2010-03,483.9,
2010-04,487.0,
2010-05,490.4,
2010-06,492.2,
2010-07,496.5,
2010-08,498.8,
2010-09,502.1,
2010-10,505.3,
2010-11,508.3,
2010-12,510.4,
2011-01,512.5,
2011-02,513.2,
2011-03,514.9,
2011-04,515.8,
2011-05,514.9,
2011-06,514.2,
2011-07,513.6,
2011-08,512.8,
2011-09,512.3,
2011-10,512.5,
2011-11,513.8,
2011-12,513.3,
2012-01,514.7,
2012-02,516.2,
2012-03,517.5,
2012-04,517.8,
2012-05,519.1,
2012-06,520.3,
2012-07,521.7,
2012-08,523.0,
2012-09,523.9,
2012-10,524.4,
2012-11,525.9,
2012-12,526.5,
2013-01,526.7,
2013-02,526.6,
2013-03,526.2,
2013-04,527.1,
2013-05,528.8,
2013-06,529.8,
2013-07,530.0,
2013-08,530.6,
2013-09,530.7,
2013-10,531.1,
2013-11,531.9,
2013-12,530.4,
2014-01,529.2,
2014-02,528.2,
2014-03,528.0,
2014-04,527.9,
2014-05,528.5,
2014-06,529.3,
2014-07,529.3,
2014-08,530.1,
2014-09,530.7,
2014-10,530.7,
2014-11,531.1,
2014-12,529.3,Provisional value
2015-01,526.5,
