"",BBK01.QUV628,BBK01.QUV628_FLAGS
"",Banks in Germany: Short-term loans and advances to foreign banks / Countries in Europe / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:08:34,
2001-12,326.418,
2002-01,315.301,
2002-02,296.107,
2002-03,304.636,
2002-04,307.419,
2002-05,331.422,
2002-06,336.664,
2002-07,337.625,
2002-08,349.134,
2002-09,365.089,
2002-10,371.597,
2002-11,399.679,
2002-12,390.386,
2003-01,403.055,
2003-02,425.031,
2003-03,427.651,
2003-04,428.434,
2003-05,446.490,
2003-06,465.661,
2003-07,459.111,
2003-08,442.903,
2003-09,442.165,
2003-10,421.426,
2003-11,442.685,
2003-12,450.525,
2004-01,468.487,
2004-02,466.116,
2004-03,471.197,
2004-04,489.221,
2004-05,502.985,
2004-06,497.752,
2004-07,490.766,
2004-08,494.781,
2004-09,516.297,
2004-10,534.111,
2004-11,558.253,
2004-12,543.691,
2005-01,567.449,
2005-02,600.687,
2005-03,591.640,
2005-04,607.753,
2005-05,606.902,
2005-06,597.659,
2005-07,598.460,
2005-08,568.284,
2005-09,596.762,
2005-10,617.000,
2005-11,612.132,
2005-12,550.805,
2006-01,600.504,
2006-02,630.125,
2006-03,659.284,
2006-04,650.412,
2006-05,648.949,
2006-06,668.037,
2006-07,643.155,
2006-08,634.792,
2006-09,647.896,
2006-10,627.319,
2006-11,635.416,
2006-12,666.930,
2007-01,657.658,
2007-02,675.392,
2007-03,674.867,
2007-04,711.123,
2007-05,708.692,
2007-06,722.355,
2007-07,721.422,
2007-08,707.085,
2007-09,719.651,
2007-10,701.666,
2007-11,696.440,
2007-12,670.959,
2008-01,693.992,
2008-02,687.988,
2008-03,687.614,
2008-04,700.363,
2008-05,679.521,
2008-06,671.433,
2008-07,651.819,
2008-08,634.272,
2008-09,675.445,
2008-10,713.497,
2008-11,677.821,
2008-12,644.181,
2009-01,633.606,
2009-02,624.828,
2009-03,586.673,
2009-04,612.339,
2009-05,589.533,
2009-06,544.301,
2009-07,541.659,
2009-08,550.129,
2009-09,513.173,
2009-10,546.716,
2009-11,549.162,
2009-12,542.367,
2010-01,560.772,
2010-02,554.076,
2010-03,548.765,
2010-04,587.764,
2010-05,624.245,
2010-06,582.090,
2010-07,581.668,
2010-08,609.368,
2010-09,572.874,
2010-10,517.185,
2010-11,529.781,
2010-12,506.389,
2011-01,517.217,
2011-02,517.786,
2011-03,479.219,
2011-04,523.590,
2011-05,527.010,
2011-06,481.480,
2011-07,485.320,
2011-08,510.589,
2011-09,498.819,
2011-10,480.317,
2011-11,486.516,
2011-12,460.776,
2012-01,492.873,
2012-02,496.985,
2012-03,478.582,
2012-04,492.992,
2012-05,492.172,
2012-06,461.877,
2012-07,476.134,
2012-08,475.044,
2012-09,484.533,
2012-10,469.667,
2012-11,457.059,
2012-12,435.352,
2013-01,436.930,
2013-02,453.378,
2013-03,440.007,
2013-04,450.240,
2013-05,445.709,
2013-06,459.935,
2013-07,431.169,
2013-08,445.191,
2013-09,444.764,
2013-10,448.584,
2013-11,467.321,
2013-12,444.060,
2014-01,466.551,
2014-02,459.989,
2014-03,457.604,
2014-04,462.880,
2014-05,478.423,
2014-06,477.445,
2014-07,496.553,
2014-08,490.578,
2014-09,482.061,
2014-10,479.440,
2014-11,492.880,
2014-12,459.499,
