"",BBK01.BQ1353,BBK01.BQ1353_FLAGS
"",Memo item: borrowers' note loans taken up by local government,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:55,
2000-01,94984.4,
2000-04,94425.5,
2000-07,94525.5,
2000-10,90292.1,
2001-01,89580.5,
2001-04,89337.7,
2001-07,89199.8,
2001-10,89126.0,
2002-01,88895.4,
2002-04,88227.6,
2002-07,88279.5,
2002-10,89057.4,
2003-01,87891.6,
2003-04,89040.7,
2003-07,89772.9,
2003-10,91013.1,
2004-01,90707.1,
2004-04,90689.4,
2004-07,90660.3,
2004-10,91718.7,
2005-01,90882.0,
2005-04,90601.4,
2005-07,90426.8,
2005-10,91606.3,
2006-01,90573.0,
2006-04,90525.0,
2006-07,89555.7,
2006-10,90191.4,
2007-01,88680.0,
2007-04,87738.7,
2007-07,87093.1,
2007-10,86821.9,
2008-01,85146.7,
2008-04,85022.2,
2008-07,83732.8,
2008-10,84431.6,
2009-01,83517.2,
2009-04,82945.7,
2009-07,82685.8,
2009-10,84530.4,
2010-01,83246.5,
2010-04,83387.6,
2010-07,83840.5,
2010-10,87007.7,
2011-01,88009.3,
2011-04,88369.1,
2011-07,88323.9,
2011-10,88327.6,
2012-01,88263.3,
2012-04,87775.9,
2012-07,87576.9,
2012-10,88077.9,
2013-01,88172.7,
2013-04,87596.0,
2013-07,87905.8,
2013-10,88757.4,
2014-01,89110.0,
2014-04,89255.5,
