"",BBFB1.Q.N.DE.S6.S1.S1.T.B.IN2._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.S6.S1.S1.T.B.IN2._Z._Z._Z._T._X.N_FLAGS
"",Current account / Secondary income / Balance / Other Asian countries,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:33:52,
1991-01,-36.911,
1991-04,-56.791,
1991-07,-75.618,
1991-10,-88.779,
1992-01,-76.502,
1992-04,-67.377,
1992-07,86.268,
1992-10,-56.202,
1993-01,-65.023,
1993-04,-28.333,
1993-07,-43.718,
1993-10,-52.309,
1994-01,-78.437,
1994-04,-58.602,
1994-07,-71.449,
1994-10,-100.631,
1995-01,-101.225,
1995-04,-36.319,
1995-07,-95.567,
1995-10,-135.145,
1996-01,-114.535,
1996-04,-101.872,
1996-07,-120.128,
1996-10,-144.220,
1997-01,-114.408,
1997-04,-116.127,
1997-07,-132.474,
1997-10,-124.320,
1998-01,-138.918,
1998-04,-84.905,
1998-07,-151.636,
1998-10,-148.209,
1999-01,-89.188,
1999-04,-112.974,
1999-07,-115.661,
1999-10,-154.156,
2000-01,-107.570,
2000-04,-80.394,
2000-07,-147.244,
2000-10,-111.325,
2001-01,-200.180,
2001-04,-200.558,
2001-07,-242.465,
2001-10,-337.752,
2002-01,-218.470,
2002-04,-255.067,
2002-07,-291.905,
2002-10,-281.829,
2003-01,-307.772,
2003-04,-228.059,
2003-07,-560.788,
2003-10,-228.661,
2004-01,-342.935,
2004-04,-367.999,
2004-07,-378.224,
2004-10,-390.545,
2005-01,-441.809,
2005-04,-408.540,
2005-07,-484.277,
2005-10,28.766,
2006-01,-397.631,
2006-04,-438.585,
2006-07,-667.152,
2006-10,-825.016,
2007-01,-733.936,
2007-04,-684.434,
2007-07,-640.924,
2007-10,-588.953,
2008-01,-575.617,
2008-04,-512.288,
2008-07,-656.445,
2008-10,-903.474,
2009-01,-562.105,
2009-04,-272.554,
2009-07,-334.647,
2009-10,-344.472,
2010-01,-322.839,
2010-04,-437.721,
2010-07,-539.409,
2010-10,-489.363,
2011-01,-498.206,
2011-04,-352.926,
2011-07,-347.531,
2011-10,-556.193,
2012-01,-332.069,
2012-04,-375.743,
2012-07,-378.094,
2012-10,-466.809,
2013-01,-359.650,
2013-04,-388.449,
2013-07,-373.254,
2013-10,-338.955,
2014-01,-345.970,Provisional value
2014-04,-537.251,Provisional value
2014-07,-379.124,Provisional value
