"",BBK01.CEF306,BBK01.CEF306_FLAGS
"",Debt securities                         debtor: Total                                         creditor: Money-market funds,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:03,
1999-01,873.2,
1999-04,892.4,
1999-07,878.0,
1999-10,879.7,
2000-01,913.2,
2000-04,936.3,
2000-07,958.9,
2000-10,973.4,
2001-01,1013.9,
2001-04,1024.9,
2001-07,1026.8,
2001-10,1029.1,
2002-01,1024.7,
2002-04,1043.2,
2002-07,1079.9,
2002-10,1064.3,
2003-01,1104.7,
2003-04,1130.6,
2003-07,1090.9,
2003-10,1084.1,
2004-01,1173.1,
2004-04,1175.8,
2004-07,1219.0,
2004-10,1247.2,
2005-01,1287.9,
2005-04,1360.4,
2005-07,1350.8,
2005-10,1316.4,
2006-01,1310.2,
2006-04,1303.9,
2006-07,1313.8,
2006-10,1332.9,
2007-01,1357.9,
2007-04,1352.9,
2007-07,1353.0,
2007-10,1371.7,
2008-01,1414.6,
2008-04,1416.7,
2008-07,1425.6,
2008-10,1526.7,
2009-01,1540.6,
2009-04,1535.7,
2009-07,1557.9,
2009-10,1546.5,
2010-01,1562.1,
2010-04,1566.1,
2010-07,1548.7,
2010-10,1455.2,
2011-01,1400.2,
2011-04,1397.8,
2011-07,1451.9,
2011-10,1418.8,
2012-01,1431.6,
2012-04,1449.7,
2012-07,1430.3,
2012-10,1416.9,
2013-01,1389.1,
2013-04,1360.3,
2013-07,1314.7,
2013-10,1312.0,
2014-01,1325.4,
2014-04,1344.5,
2014-07,1377.4,
