"",BBDE1.M.DE.Y.GUD5.A2P330000.F.V.I10.A,BBDE1.M.DE.Y.GUD5.A2P330000.F.V.I10.A_FLAGS
"","Turnover from abroad, Non-euro-area countries / At current prices / Germany / Durable goods / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:11:59,
2003-01,86.5,
2003-02,97.2,
2003-03,100.1,
2003-04,97.5,
2003-05,99.7,
2003-06,97.8,
2003-07,103.3,
2003-08,96.5,
2003-09,101.1,
2003-10,103.8,
2003-11,100.8,
2003-12,109.0,
2004-01,101.3,
2004-02,98.9,
2004-03,98.7,
2004-04,102.3,
2004-05,96.4,
2004-06,99.0,
2004-07,98.6,
2004-08,85.9,
2004-09,95.8,
2004-10,96.7,
2004-11,97.6,
2004-12,98.6,
2005-01,98.7,
2005-02,100.9,
2005-03,100.0,
2005-04,97.0,
2005-05,95.4,
2005-06,99.9,
2005-07,103.6,
2005-08,98.9,
2005-09,106.7,
2005-10,104.1,
2005-11,109.3,
2005-12,101.3,
2006-01,105.6,
2006-02,102.2,
2006-03,103.3,
2006-04,108.7,
2006-05,109.5,
2006-06,112.9,
2006-07,107.1,
2006-08,116.1,
2006-09,109.3,
2006-10,109.3,
2006-11,109.3,
2006-12,105.9,
2007-01,110.0,
2007-02,114.7,
2007-03,113.5,
2007-04,111.1,
2007-05,112.3,
2007-06,113.0,
2007-07,110.7,
2007-08,115.6,
2007-09,113.0,
2007-10,111.5,
2007-11,113.5,
2007-12,111.7,
2008-01,113.7,
2008-02,113.4,
2008-03,112.1,
2008-04,115.9,
2008-05,115.4,
2008-06,110.7,
2008-07,108.6,
2008-08,115.6,
2008-09,111.1,
2008-10,111.1,
2008-11,106.0,
2008-12,102.0,
2009-01,99.2,
2009-02,96.5,
2009-03,94.2,
2009-04,89.6,
2009-05,89.9,
2009-06,87.5,
2009-07,90.5,
2009-08,89.7,
2009-09,92.3,
2009-10,91.2,
2009-11,94.6,
2009-12,99.4,
2010-01,97.6,
2010-02,94.7,
2010-03,91.1,
2010-04,92.9,
2010-05,98.0,
2010-06,101.8,
2010-07,99.4,
2010-08,98.6,
2010-09,99.6,
2010-10,106.8,
2010-11,108.4,
2010-12,103.3,
2011-01,111.5,
2011-02,109.6,
2011-03,114.8,
2011-04,114.8,
2011-05,115.2,
2011-06,112.6,
2011-07,118.4,
2011-08,114.8,
2011-09,114.3,
2011-10,114.5,
2011-11,110.9,
2011-12,111.8,
2012-01,113.5,
2012-02,110.4,
2012-03,111.3,
2012-04,113.8,
2012-05,119.1,
2012-06,121.5,
2012-07,120.3,
2012-08,123.6,
2012-09,117.3,
2012-10,115.9,
2012-11,115.3,
2012-12,122.2,
2013-01,118.0,
2013-02,123.2,
2013-03,122.9,
2013-04,125.5,
2013-05,125.3,
2013-06,126.7,
2013-07,125.2,
2013-08,126.7,
2013-09,124.8,
2013-10,126.0,
2013-11,126.5,
2013-12,128.8,
2014-01,128.4,
2014-02,130.4,
2014-03,134.2,
2014-04,131.0,
2014-05,125.4,
2014-06,127.7,
2014-07,126.4,
2014-08,128.5,
2014-09,131.2,
2014-10,134.0,
2014-11,138.9,
2014-12,144.5,Provisional value
