"",BBK01.TUE375,BBK01.TUE375_FLAGS
"",Deposits of enterprises and households / At agreed notice of over 3 months / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:08,
1997-09,215135,
1997-10,214742,
1997-11,214874,
1997-12,218304,
1998-01,216517,
1998-02,216289,
1998-03,215331,
1998-04,213493,
1998-05,211849,
1998-06,210617,
1998-07,209654,
1998-08,208863,
1998-09,208062,
1998-10,208034,
1998-11,208429,
1998-12,213104,
1999-01,121974,
1999-02,120673,
1999-03,119737,
1999-04,117476,
1999-05,113941,
1999-06,112928,
1999-07,110682,
1999-08,109803,
1999-09,110015,
1999-10,109364,
1999-11,109359,
1999-12,111381,
2000-01,110542,
2000-02,111554,
2000-03,112347,
2000-04,111930,
2000-05,113224,
2000-06,114713,
2000-07,115771,
2000-08,117422,
2000-09,119649,
2000-10,120489,
2000-11,122087,
2000-12,124605,
2001-01,126061,
2001-02,126207,
2001-03,125776,
2001-04,123916,
2001-05,122547,
2001-06,121454,
2001-07,120101,
2001-08,118893,
2001-09,118000,
2001-10,116362,
2001-11,115266,
2001-12,115349,
2002-01,111811,
2002-02,110791,
2002-03,109451,
2002-04,107508,
2002-05,106352,
2002-06,106188,
2002-07,106172,
2002-08,106358,
2002-09,106776,
2002-10,105786,
2002-11,105303,
2002-12,105170,
2003-01,103103,
2003-02,101919,
2003-03,100360,
2003-04,97740,
2003-05,96394,
2003-06,94840,
2003-07,92750,
2003-08,91164,
2003-09,90571,
2003-10,90622,
2003-11,90801,
2003-12,91821,
2004-01,90795,
2004-02,90502,
2004-03,90282,
2004-04,89204,
2004-05,88340,
2004-06,87969,
2004-07,88028,
2004-08,87984,
2004-09,87699,
2004-10,88575,
2004-11,89350,
2004-12,90543,
2005-01,90239,
2005-02,90810,
2005-03,91174,
2005-04,90736,
2005-05,90300,
2005-06,90460,
2005-07,89461,
2005-08,88430,
2005-09,86866,
2005-10,86198,
2005-11,86429,
2005-12,87259,
2006-01,87935,
2006-02,88223,
2006-03,89011,
2006-04,89359,
2006-05,90671,
2006-06,91878,
2006-07,93056,
2006-08,94541,
2006-09,95905,
2006-10,97992,
2006-11,100639,
2006-12,102698,
2007-01,105333,
2007-02,107237,
2007-03,108161,
2007-04,108421,
2007-05,108268,
2007-06,108928,
2007-07,109758,
2007-08,109931,
2007-09,111187,
2007-10,112310,
2007-11,113317,
2007-12,113925,
2008-01,115185,
2008-02,114363,
2008-03,112315,
2008-04,110984,
2008-05,109555,
2008-06,108883,
2008-07,108293,
2008-08,107189,
2008-09,106096,
2008-10,108963,
2008-11,112641,
2008-12,116504,
2009-01,117300,
2009-02,117187,
2009-03,117784,
2009-04,118770,
2009-05,120206,
2009-06,121256,
2009-07,122434,
2009-08,123219,
2009-09,124438,
2009-10,126874,
2009-11,127701,
2009-12,126869,
2010-01,125430,
2010-02,124937,
2010-03,125116,
2010-04,122092,
2010-05,120415,
2010-06,119416,
2010-07,117312,
2010-08,116096,
2010-09,113797,
2010-10,112379,
2010-11,112831,
2010-12,112526,
2011-01,112190,
2011-02,112909,
2011-03,113096,
2011-04,112197,
2011-05,111947,
2011-06,111898,
2011-07,112000,
2011-08,111853,
2011-09,111308,
2011-10,111492,
2011-11,109778,
2011-12,109382,
2012-01,108482,
2012-02,108485,
2012-03,108122,
2012-04,108181,
2012-05,107424,
2012-06,106575,
2012-07,105547,
2012-08,104388,
2012-09,103076,
2012-10,102518,
2012-11,101948,
2012-12,100462,
2013-01,98638,
2013-02,96733,
2013-03,95288,
2013-04,93517,
2013-05,91483,
2013-06,90359,
2013-07,89253,
2013-08,88441,
2013-09,87172,
2013-10,86826,
2013-11,86656,
2013-12,86361,
2014-01,86046,
2014-02,86217,
2014-03,86104,
2014-04,85974,
2014-05,85647,
2014-06,84404,
2014-07,85041,
2014-08,86302,
2014-09,86707,
2014-10,86517,
2014-11,86128,
2014-12,87002,
2015-01,88126,
