"",BBK01.PQM357,BBK01.PQM357_FLAGS
"",Lending to domestic enterprises / Long-term / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:47,
1968-10,17.690,
1969-01,17.763,
1969-04,18.044,
1969-07,18.438,
1969-10,18.759,
1970-01,18.782,
1970-04,18.949,
1970-07,19.238,
1970-10,18.904,
1971-01,19.142,
1971-04,19.389,
1971-07,19.899,
1971-10,20.502,
1972-01,21.259,
1972-04,21.788,
1972-07,20.696,
1972-10,21.396,
1973-01,22.555,
1973-04,23.044,
1973-07,23.638,
1973-10,24.273,
1974-01,24.675,
1974-04,25.162,
1974-07,25.627,
1974-10,26.339,
1975-01,26.875,
1975-04,27.546,
1975-07,28.131,
1975-10,28.751,
1976-01,29.253,
1976-04,29.151,
1976-07,29.620,
1976-10,30.380,
1977-01,30.776,
1977-04,31.374,
1977-07,31.955,
1977-10,32.901,
1978-01,33.406,
1978-04,34.161,
1978-07,34.925,
1978-10,35.759,
1979-01,36.261,
1979-04,36.670,
1979-07,37.187,
1979-10,37.923,
1980-01,38.472,
1980-04,39.273,
1980-07,40.146,
1980-10,41.330,
1981-01,41.688,
1981-04,42.481,
1981-07,43.125,
1981-10,43.709,
1982-01,44.047,
1982-04,44.641,
1982-07,45.241,
1982-10,46.131,
1983-01,46.673,
1983-04,46.004,
1983-07,46.402,
1983-10,47.017,
1984-01,47.311,
1984-04,47.801,
1984-07,48.673,
1984-10,49.588,
1985-01,49.814,
1985-04,50.545,
1985-07,51.072,
1985-10,51.420,
1986-01,51.578,
1986-04,51.894,
1986-07,52.021,
1986-10,52.217,
1987-01,52.163,
1987-04,52.128,
1987-07,52.422,
1987-10,52.889,
1988-01,53.126,
1988-04,53.445,
1988-07,53.963,
1988-10,54.267,
1989-01,54.709,
1989-04,54.920,
1989-07,55.296,
1989-10,55.778,
1990-01,55.796,
1990-04,56.021,
1990-07,56.587,
1990-10,57.624,
1991-01,57.307,
1991-04,57.957,
1991-07,59.115,
1991-10,60.818,
1992-01,57.186,
1992-04,59.260,
1992-07,60.780,
1992-10,63.465,
1993-01,60.364,
1993-04,62.444,
1993-07,65.607,
1993-10,69.912,
1994-01,72.797,
1994-04,74.902,
1994-07,77.354,
1994-10,79.042,
1995-01,73.819,
1995-04,77.471,
1995-07,80.179,
1995-10,82.287,
1996-01,84.629,
1996-04,83.001,
1996-07,84.521,
1996-10,88.219,
1997-01,88.869,
1997-04,89.770,
1997-07,90.944,
1997-10,94.342,
1998-01,96.078,
1998-04,98.985,
1998-07,101.816,
1998-10,105.794,
1999-01,86.020,
1999-04,87.127,
1999-07,89.104,
1999-10,92.818,
2000-01,94.134,
2000-04,95.099,
2000-07,97.075,
2000-10,98.950,
2001-01,99.597,
2001-04,100.134,
2001-07,100.937,
2001-10,101.309,
2002-01,102.358,
2002-04,102.380,
2002-07,103.151,
2002-10,101.964,
2003-01,102.022,
2003-04,102.146,
2003-07,102.390,
2003-10,105.035,
2004-01,103.883,
2004-04,104.658,
2004-07,104.651,
2004-10,103.994,
2005-01,103.228,
2005-04,103.659,
2005-07,103.044,
2005-10,100.927,
2006-01,99.487,
2006-04,98.145,
2006-07,97.631,
2006-10,95.378,
2007-01,94.984,
2007-04,93.430,
2007-07,92.438,
2007-10,91.029,
2008-01,89.626,
2008-04,89.240,
2008-07,89.014,
2008-10,88.037,
2009-01,87.021,
2009-04,85.369,
2009-07,85.257,
2009-10,83.673,
2010-01,82.987,
2010-04,83.956,
2010-07,83.642,
2010-10,82.034,
2011-01,80.789,
2011-04,80.356,
2011-07,80.759,
2011-10,80.255,
2012-01,80.001,
2012-04,74.999,
2012-07,73.810,
2012-10,72.954,
2013-01,71.533,
2013-04,70.476,
2013-07,67.130,
2013-10,64.147,
2014-01,62.805,
2014-04,61.560,
2014-07,59.785,
2014-10,59.528,
