"",BBK01.SUD235,BBK01.SUD235_FLAGS
"",New business (volumes) of German banks / Loans for other purposes to sole proprietors and unincorporated partnerships with an initial rate fixation of over 5 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:13,
2010-06,1362,
2010-07,1529,
2010-08,1250,
2010-09,1387,
2010-10,1249,
2010-11,1456,
2010-12,1781,
2011-01,1295,
2011-02,1411,
2011-03,1711,
2011-04,1342,
2011-05,1381,
2011-06,1377,
2011-07,1486,
2011-08,1152,
2011-09,1556,
2011-10,1372,
2011-11,1336,
2011-12,1878,
2012-01,1482,
2012-02,1038,
2012-03,1531,
2012-04,1222,
2012-05,1178,
2012-06,1577,
2012-07,1682,
2012-08,1599,
2012-09,1399,
2012-10,1420,
2012-11,1452,
2012-12,1530,
2013-01,1602,
2013-02,1248,
2013-03,1432,
2013-04,1734,
2013-05,1325,
2013-06,1497,
2013-07,2019,
2013-08,1568,
2013-09,1331,
2013-10,1271,
2013-11,1275,
2013-12,1729,
2014-01,1438,
2014-02,1223,
2014-03,1427,
2014-04,1368,
2014-05,1213,
2014-06,1346,
2014-07,1470,
2014-08,1314,
2014-09,1400,
2014-10,1437,
2014-11,1221,
2014-12,1699,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. For the purpose of these statistics, other loans are loans granted for other purposes such as business, debt consolidation, education etc. p = Provisional",
