"",BBK01.PQL358,BBK01.PQL358_FLAGS
"",Lending to domestic self-employed persons / Total / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:57,
1968-10,4.927,
1969-01,5.112,
1969-04,5.362,
1969-07,5.552,
1969-10,5.835,
1970-01,6.039,
1970-04,6.300,
1970-07,6.472,
1970-10,6.725,
1971-01,6.925,
1971-04,7.306,
1971-07,7.596,
1971-10,7.927,
1972-01,8.195,
1972-04,8.668,
1972-07,9.047,
1972-10,9.602,
1973-01,9.971,
1973-04,10.366,
1973-07,10.532,
1973-10,11.503,
1974-01,11.624,
1974-04,11.887,
1974-07,11.947,
1974-10,12.186,
1975-01,12.270,
1975-04,12.466,
1975-07,12.677,
1975-10,13.117,
1976-01,13.483,
1976-04,14.092,
1976-07,14.616,
1976-10,15.298,
1977-01,15.703,
1977-04,16.371,
1977-07,16.819,
1977-10,17.494,
1978-01,17.988,
1978-04,18.869,
1978-07,19.541,
1978-10,20.506,
1979-01,21.239,
1979-04,22.366,
1979-07,23.362,
1979-10,24.551,
1980-01,25.304,
1980-04,26.174,
1980-07,26.820,
1980-10,27.820,
1981-01,28.556,
1981-04,29.178,
1981-07,29.538,
1981-10,30.460,
1982-01,30.517,
1982-04,31.212,
1982-07,31.602,
1982-10,32.498,
1983-01,32.622,
1983-04,33.761,
1983-07,34.657,
1983-10,35.844,
1984-01,36.062,
1984-04,36.842,
1984-07,37.211,
1984-10,37.950,
1985-01,38.165,
1985-04,38.662,
1985-07,38.724,
1985-10,44.309,
1986-01,44.271,
1986-04,44.604,
1986-07,44.682,
1986-10,45.036,
1987-01,44.830,
1987-04,45.262,
1987-07,45.517,
1987-10,46.015,
1988-01,46.240,
1988-04,46.752,
1988-07,47.106,
1988-10,47.812,
1989-01,47.736,
1989-04,48.666,
1989-07,48.932,
1989-10,50.371,
1990-01,50.574,
1990-04,51.452,
1990-07,52.059,
1990-10,53.541,
1991-01,54.209,
1991-04,55.555,
1991-07,56.493,
1991-10,58.680,
1992-01,59.407,
1992-04,61.065,
1992-07,62.239,
1992-10,64.481,
1993-01,64.816,
1993-04,66.121,
1993-07,67.435,
1993-10,69.789,
1994-01,70.223,
1994-04,71.659,
1994-07,73.042,
1994-10,75.589,
1995-01,76.272,
1995-04,77.797,
1995-07,78.964,
1995-10,81.035,
1996-01,81.290,
1996-04,82.255,
1996-07,83.622,
1996-10,86.388,
1997-01,86.613,
1997-04,87.280,
1997-07,87.150,
1997-10,88.868,
1998-01,89.030,
1998-04,90.533,
1998-07,91.943,
1998-10,93.773,
1999-01,99.879,
1999-04,100.554,
1999-07,101.078,
1999-10,101.217,
2000-01,100.872,
2000-04,101.392,
2000-07,101.584,
2000-10,102.001,
2001-01,101.574,
2001-04,101.787,
2001-07,101.801,
2001-10,101.963,
2002-01,101.786,
2002-04,102.174,
2002-07,101.974,
2002-10,101.912,
2003-01,100.963,
2003-04,101.114,
2003-07,100.927,
2003-10,100.497,
2004-01,99.677,
2004-04,99.760,
2004-07,99.427,
2004-10,98.374,
2005-01,97.853,
2005-04,97.839,
2005-07,98.002,
2005-10,98.013,
2006-01,97.911,
2006-04,98.283,
2006-07,97.967,
2006-10,97.720,
2007-01,97.453,
2007-04,98.107,
2007-07,97.378,
2007-10,97.732,
2008-01,98.004,
2008-04,98.948,
2008-07,99.500,
2008-10,99.735,
2009-01,99.959,
2009-04,100.973,
2009-07,101.967,
2009-10,102.726,
2010-01,103.336,
2010-04,105.334,
2010-07,105.914,
2010-10,105.976,
2011-01,106.320,
2011-04,107.537,
2011-07,108.289,
2011-10,110.890,
2012-01,111.399,
2012-04,116.793,
2012-07,117.466,
2012-10,117.770,
2013-01,117.992,
2013-04,118.748,
2013-07,119.428,
2013-10,119.454,
2014-01,119.862,
2014-04,120.526,
2014-07,121.191,
2014-10,121.579,
