"",BBK01.TU2052,BBK01.TU2052_FLAGS
"",Number of foreign subsidiaries of German banks (MFIs),
unit,ANZAHL (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:35:30,
1984-12,63,
1985-01,63,
1985-02,64,
1985-03,64,
1985-04,64,
1985-05,64,
1985-06,63,
1985-07,65,
1985-08,66,
1985-09,66,
1985-10,66,
1985-11,66,
1985-12,67,
1986-01,68,
1986-02,70,
1986-03,70,
1986-04,69,
1986-05,70,
1986-06,72,
1986-07,72,
1986-08,72,
1986-09,72,
1986-10,72,
1986-11,72,
1986-12,75,
1987-01,75,
1987-02,75,
1987-03,78,
1987-04,78,
1987-05,77,
1987-06,77,
1987-07,77,
1987-08,77,
1987-09,77,
1987-10,77,
1987-11,77,
1987-12,76,
1988-01,76,
1988-02,76,
1988-03,76,
1988-04,75,
1988-05,75,
1988-06,75,
1988-07,75,
1988-08,76,
1988-09,76,
1988-10,76,
1988-11,77,
1988-12,78,
1989-01,79,
1989-02,79,
1989-03,79,
1989-04,80,
1989-05,82,
1989-06,82,
1989-07,82,
1989-08,84,
1989-09,84,
1989-10,84,
1989-11,87,
1989-12,87,
1990-01,86,
1990-02,87,
1990-03,87,
1990-04,88,
1990-05,93,
1990-06,93,
1990-07,96,
1990-08,96,
1990-09,96,
1990-10,96,
1990-11,97,
1990-12,96,
1991-01,94,
1991-02,95,
1991-03,97,
1991-04,97,
1991-05,97,
1991-06,95,
1991-07,92,
1991-08,91,
1991-09,92,
1991-10,91,
1991-11,91,
1991-12,91,
1992-01,92,
1992-02,97,
1992-03,98,
1992-04,98,
1992-05,98,
1992-06,97,
1992-07,95,
1992-08,97,
1992-09,97,
1992-10,99,
1992-11,99,
1992-12,99,
1993-01,100,
1993-02,100,
1993-03,101,
1993-04,103,
1993-05,103,
1993-06,104,
1993-07,105,
1993-08,105,
1993-09,106,
1993-10,107,
1993-11,106,
1993-12,98,
1994-01,95,
1994-02,94,
1994-03,95,
1994-04,96,
1994-05,96,
1994-06,96,
1994-07,95,
1994-08,94,
1994-09,99,
1994-10,100,
1994-11,100,
1994-12,101,
1995-01,102,
1995-02,103,
1995-03,103,
1995-04,103,
1995-05,104,
1995-06,104,
1995-07,106,
1995-08,107,
1995-09,108,
1995-10,110,
1995-11,112,
1995-12,117,
1996-01,118,
1996-02,118,
1996-03,118,
1996-04,120,
1996-05,122,
1996-06,122,
1996-07,121,
1996-08,123,
1996-09,124,
1996-10,125,
1996-11,124,
1996-12,125,
1997-01,125,
1997-02,124,
1997-03,124,
1997-04,125,
1997-05,128,
1997-06,130,
1997-07,132,
1997-08,132,
1997-09,132,
1997-10,132,
1997-11,131,
1997-12,131,
1998-01,131,
1998-02,133,
1998-03,134,
1998-04,135,
1998-05,135,
1998-06,136,
1998-07,136,
1998-08,137,
1998-09,137,
1998-10,138,
1998-11,137,
1998-12,137,
1999-01,135,
1999-02,139,
1999-03,140,
1999-04,140,
1999-05,141,
1999-06,157,
1999-07,158,
1999-08,159,
1999-09,158,
1999-10,157,
1999-11,157,
1999-12,161,
2000-01,161,
2000-02,162,
2000-03,164,
2000-04,164,
2000-05,164,
2000-06,166,
2000-07,167,
2000-08,167,
2000-09,168,
2000-10,170,
2000-11,170,
2000-12,170,
2001-01,170,
2001-02,171,
2001-03,203,
2001-04,206,
2001-05,208,
2001-06,208,
2001-07,206,
2001-08,207,
2001-09,204,
2001-10,201,
2001-11,202,
2001-12,200,
2002-01,201,
2002-02,201,
2002-03,201,
2002-04,200,
2002-05,201,
2002-06,201,
2002-07,200,
2002-08,199,
2002-09,198,
2002-10,200,
2002-11,202,
2002-12,200,
2003-01,198,
2003-02,197,
2003-03,194,
2003-04,195,
2003-05,195,
2003-06,196,
2003-07,195,
2003-08,194,
2003-09,190,
2003-10,187,
2003-11,182,
2003-12,179,
2004-01,177,
2004-02,179,
2004-03,176,
2004-04,176,
2004-05,175,
2004-06,173,
2004-07,173,
2004-08,173,
2004-09,171,
2004-10,170,
2004-11,170,
2004-12,170,
2005-01,170,
2005-02,171,
2005-03,174,
2005-04,172,
2005-05,168,
2005-06,165,
2005-07,165,
2005-08,162,
2005-09,162,
2005-10,162,
2005-11,156,
2005-12,153,
2006-01,154,
2006-02,153,
2006-03,153,
2006-04,152,
2006-05,153,
2006-06,151,
2006-07,150,
2006-08,149,
2006-09,148,
2006-10,147,
2006-11,145,
2006-12,142,
2007-01,113,
2007-02,113,
2007-03,113,
2007-04,112,
2007-05,112,
2007-06,112,
2007-07,109,
2007-08,109,
2007-09,110,
2007-10,112,
2007-11,112,
2007-12,120,
2008-01,121,
2008-02,122,
2008-03,121,
2008-04,121,
2008-05,121,
2008-06,121,
2008-07,121,
2008-08,121,
2008-09,121,
2008-10,119,
2008-11,118,
2008-12,116,
2009-01,115,
2009-02,115,
2009-03,113,
2009-04,113,
2009-05,112,
2009-06,111,
2009-07,112,
2009-08,112,
2009-09,112,
2009-10,110,
2009-11,108,
2009-12,97,
2010-01,97,
2010-02,96,
2010-03,96,
2010-04,99,
2010-05,98,
2010-06,99,
2010-07,99,
2010-08,99,
2010-09,96,
2010-10,96,
2010-11,95,
2010-12,93,
2011-01,94,
2011-02,94,
2011-03,94,
2011-04,93,
2011-05,93,
2011-06,93,
2011-07,91,
2011-08,89,
2011-09,89,
2011-10,88,
2011-11,88,
2011-12,87,
2012-01,86,
2012-02,86,
2012-03,86,
2012-04,86,
2012-05,85,
2012-06,85,
2012-07,85,
2012-08,86,
2012-09,86,
2012-10,84,
2012-11,83,
2012-12,83,
2013-01,83,
2013-02,83,
2013-03,83,
2013-04,83,
2013-05,83,
2013-06,81,
2013-07,78,
2013-08,78,
2013-09,77,
2013-10,77,
2013-11,76,
2013-12,75,
2014-01,74,
2014-02,74,
2014-03,73,
2014-04,73,
2014-05,72,
2014-06,71,
2014-07,70,
2014-08,70,
2014-09,66,
2014-10,64,
2014-11,64,
