"",BBK01.TXI378,BBK01.TXI378_FLAGS
"",DEPOSITS OF GENERAL GOVERNMENT / OTHER GENERAL GOVERNMENT / OVERNIGHT / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:34,
1980-01,4941,
1980-02,5423,
1980-03,6045,
1980-04,5641,
1980-05,5921,
1980-06,6662,
1980-07,5301,
1980-08,5527,
1980-09,6729,
1980-10,5755,
1980-11,6167,
1980-12,5860,
1981-01,4954,
1981-02,5584,
1981-03,5675,
1981-04,5403,
1981-05,5679,
1981-06,6080,
1981-07,5037,
1981-08,5549,
1981-09,5957,
1981-10,5551,
1981-11,5508,
1981-12,5508,
1982-01,5304,
1982-02,5395,
1982-03,5114,
1982-04,5168,
1982-05,5690,
1982-06,6179,
1982-07,4963,
1982-08,5624,
1982-09,6210,
1982-10,5815,
1982-11,5566,
1982-12,5417,
1983-01,5406,
1983-02,5808,
1983-03,5153,
1983-04,5179,
1983-05,5894,
1983-06,6453,
1983-07,5622,
1983-08,5703,
1983-09,6211,
1983-10,6400,
1983-11,6069,
1983-12,6067,
1984-01,5525,
1984-02,6298,
1984-03,5890,
1984-04,5917,
1984-05,5694,
1984-06,7071,
1984-07,6017,
1984-08,5579,
1984-09,7572,
1984-10,6345,
1984-11,5943,
1984-12,7057,
1985-01,5279,
1985-02,5998,
1985-03,6064,
1985-04,5689,
1985-05,5842,
1985-06,6910,
1985-07,5671,
1985-08,5912,
1985-09,6976,
1985-10,6103,
1985-11,6056,
1985-12,7305,
1986-01,5766,
1986-02,6259,
1986-03,7337,
1986-04,6574,
1986-05,6447,
1986-06,7527,
1986-07,6210,
1986-08,6559,
1986-09,7402,
1986-10,6088,
1986-11,6408,
1986-12,7442,
1987-01,6093,
1987-02,6459,
1987-03,6513,
1987-04,6376,
1987-05,6635,
1987-06,7602,
1987-07,5902,
1987-08,6945,
1987-09,7021,
1987-10,6530,
1987-11,6976,
1987-12,7341,
1988-01,5701,
1988-02,7173,
1988-03,6290,
1988-04,6110,
1988-05,6415,
1988-06,7077,
1988-07,6041,
1988-08,6196,
1988-09,6407,
1988-10,6549,
1988-11,6870,
1988-12,7617,
1989-01,5162,
1989-02,6111,
1989-03,5681,
1989-04,5871,
1989-05,6576,
1989-06,6386,
1989-07,6807,
1989-08,6551,
1989-09,7218,
1989-10,6751,
1989-11,7205,
1989-12,8779,
1990-01,6400,
1990-02,7336,
1990-03,6042,
1990-04,6870,
1990-05,6574,
1990-06,7583,
1990-07,8355,
1990-08,8772,
1990-09,10186,
1990-10,9622,
1990-11,12047,
1990-12,14320,
1991-01,10618,
1991-02,14503,
1991-03,13847,
1991-04,12928,
1991-05,12522,
1991-06,12525,
1991-07,11291,
1991-08,10784,
1991-09,11716,
1991-10,10216,
1991-11,10608,
1991-12,12542,
1992-01,9207,
1992-02,9588,
1992-03,9690,
1992-04,10382,
1992-05,10595,
1992-06,10320,
1992-07,9825,
1992-08,10266,
1992-09,10283,
1992-10,10113,
1992-11,11839,
1992-12,10996,
1993-01,8491,
1993-02,9723,
1993-03,8554,
1993-04,8872,
1993-05,9653,
1993-06,9056,
1993-07,8735,
1993-08,9291,
1993-09,9112,
1993-10,9911,
1993-11,10876,
1993-12,11509,
1994-01,10147,
1994-02,10417,
1994-03,9259,
1994-04,10167,
1994-05,10692,
1994-06,9767,
1994-07,9649,
1994-08,9579,
1994-09,9363,
1994-10,9438,
1994-11,10795,
1994-12,11947,
1995-01,8967,
1995-02,9488,
1995-03,7743,
1995-04,9128,
1995-05,9136,
1995-06,8328,
1995-07,8860,
1995-08,8725,
1995-09,8843,
1995-10,9152,
1995-11,10141,
1995-12,12198,
1996-01,8940,
1996-02,10387,
1996-03,8736,
1996-04,9552,
1996-05,9557,
1996-06,9352,
1996-07,9151,
1996-08,9125,
1996-09,9423,
1996-10,9525,
1996-11,10705,
1996-12,14264,
1997-01,9224,
1997-02,10296,
1997-03,9417,
1997-04,9090,
1997-05,10117,
1997-06,9536,
1997-07,9353,
1997-08,9646,
1997-09,9220,
1997-10,9501,
1997-11,10222,
1997-12,11735,
1998-01,8716,
1998-02,10208,
1998-03,10030,
1998-04,10049,
1998-05,10046,
1998-06,10078,
1998-07,8943,
1998-08,10326,
1998-09,9672,
1998-10,10255,
1998-11,11633,
1998-12,13350,
1999-01,11527,
1999-02,13707,
1999-03,11306,
1999-04,11381,
1999-05,12549,
1999-06,13193,
1999-07,11542,
1999-08,12758,
1999-09,11989,
1999-10,13283,
1999-11,13318,
1999-12,13874,
2000-01,12053,
2000-02,12025,
2000-03,11345,
2000-04,13781,
2000-05,11977,
2000-06,14936,
2000-07,12421,
2000-08,12212,
2000-09,12141,
2000-10,12728,
2000-11,12150,
2000-12,14586,
2001-01,12076,
2001-02,14534,
2001-03,12889,
2001-04,14080,
2001-05,13421,
2001-06,14855,
2001-07,13069,
2001-08,13298,
2001-09,15386,
2001-10,15327,
2001-11,14672,
2001-12,14629,
2002-01,13575,
2002-02,13787,
2002-03,12555,
