"",BBK01.CEFA09,BBK01.CEFA09_FLAGS
"",short-term debt securities  debtor: Total                              creditor: Non-MMF investment funds,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:14,
1999-01,1.1,
1999-04,0.7,
1999-07,0.7,
1999-10,0.8,
2000-01,0.7,
2000-04,0.9,
2000-07,0.9,
2000-10,0.6,
2001-01,0.6,
2001-04,0.6,
2001-07,0.5,
2001-10,0.8,
2002-01,0.5,
2002-04,0.5,
2002-07,0.8,
2002-10,0.4,
2003-01,0.8,
2003-04,0.7,
2003-07,0.9,
2003-10,0.7,
2004-01,0.6,
2004-04,0.8,
2004-07,1.0,
2004-10,0.9,
2005-01,1.2,
2005-04,1.6,
2005-07,1.4,
2005-10,1.3,
2006-01,0.9,
2006-04,1.7,
2006-07,1.8,
2006-10,1.7,
2007-01,2.1,
2007-04,2.4,
2007-07,3.4,
2007-10,6.4,
2008-01,5.1,
2008-04,5.7,
2008-07,6.8,
2008-10,4.1,
2009-01,3.2,
2009-04,2.5,
2009-07,8.6,
2009-10,6.2,
2010-01,7.1,
2010-04,7.8,
2010-07,7.8,
2010-10,8.7,
2011-01,7.0,
2011-04,7.6,
2011-07,7.8,
2011-10,7.9,
2012-01,7.4,
2012-04,8.0,
2012-07,6.7,
2012-10,5.5,
2013-01,6.1,
2013-04,7.5,
2013-07,7.2,
2013-10,5.8,
2014-01,8.3,
2014-04,9.1,
2014-07,7.5,
