"",BBK01.OEAC14M,BBK01.OEAC14M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:51:04,
2002-01,41.865,
2002-04,41.966,
2002-07,41.607,
2002-10,41.509,
2003-01,41.616,
2003-04,41.736,
2003-07,41.722,
2003-10,41.080,
2004-01,40.780,
2004-04,40.772,
2004-07,40.089,
2004-10,39.770,
2005-01,39.292,
2005-04,40.874,
2005-07,40.759,
2005-10,40.512,
2006-01,40.062,
2006-04,39.806,
2006-07,39.342,
2006-10,38.885,
2007-01,39.231,
2007-04,39.023,
2007-07,39.028,
2007-10,38.964,
2008-01,38.618,
2008-04,38.727,
2008-07,38.967,
2008-10,38.940,
2009-01,38.856,
2009-04,39.522,
2009-07,39.523,
2009-10,39.624,
2010-01,39.538,
2010-04,40.186,
2010-07,40.557,
2010-10,40.540,
2011-01,40.250,
2011-04,40.481,
2011-07,40.441,
2011-10,41.243,
2012-01,41.284,
2012-04,43.173,
2012-07,43.307,
2012-10,43.466,
2013-01,43.229,
2013-04,43.655,
2013-07,43.618,
2013-10,43.683,
2014-01,43.696,
2014-04,43.715,
2014-07,43.891,
