"",BBK01.PQ3402,BBK01.PQ3402_FLAGS
"",Housing loans to domestic enterprises and self-employed persons / Short-term / Land banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:22:45,
1968-10,.,No value available
1969-01,.,Value available later
1969-04,.,Value available later
1969-07,.,Value available later
1969-10,.,Value available later
1970-01,.,Value available later
1970-04,.,Value available later
1970-07,.,Value available later
1970-10,.,Value available later
1971-01,.,Value available later
1971-04,.,Value available later
1971-07,.,Value available later
1971-10,.,Value available later
1972-01,.,Value available later
1972-04,.,Value available later
1972-07,.,Value available later
1972-10,.,Value available later
1973-01,.,Value available later
1973-04,.,Value available later
1973-07,.,Value available later
1973-10,.,Value available later
1974-01,.,Value available later
1974-04,.,Value available later
1974-07,.,Value available later
1974-10,.,Value available later
1975-01,.,Value available later
1975-04,.,Value available later
1975-07,.,Value available later
1975-10,.,Value available later
1976-01,.,Value available later
1976-04,.,Value available later
1976-07,.,Value available later
1976-10,.,Value available later
1977-01,.,Value available later
1977-04,.,Value available later
1977-07,.,Value available later
1977-10,.,Value available later
1978-01,.,Value available later
1978-04,.,Value available later
1978-07,.,Value available later
1978-10,.,Value available later
1979-01,.,Value available later
1979-04,.,Value available later
1979-07,.,Value available later
1979-10,.,Value available later
1980-01,.,Value available later
1980-04,.,Value available later
1980-07,.,Value available later
1980-10,0.312,
1981-01,0.322,
1981-04,0.322,
1981-07,0.315,
1981-10,0.363,
1982-01,0.364,
1982-04,0.418,
1982-07,0.442,
1982-10,0.491,
1983-01,0.472,
1983-04,0.502,
1983-07,0.483,
1983-10,0.502,
1984-01,0.499,
1984-04,0.524,
1984-07,0.542,
1984-10,0.521,
1985-01,0.452,
1985-04,0.487,
1985-07,0.497,
1985-10,0.495,
1986-01,0.466,
1986-04,0.453,
1986-07,0.433,
1986-10,0.420,
1987-01,0.386,
1987-04,0.353,
1987-07,0.338,
1987-10,0.308,
1988-01,0.299,
1988-04,0.303,
1988-07,0.267,
1988-10,0.247,
1989-01,0.222,
1989-04,0.222,
1989-07,0.224,
1989-10,0.178,
1990-01,0.179,
1990-04,0.220,
1990-07,0.227,
1990-10,0.249,
1991-01,0.268,
1991-04,0.203,
1991-07,0.196,
1991-10,0.288,
1992-01,0.220,
1992-04,0.209,
1992-07,0.208,
1992-10,0.187,
1993-01,0.221,
1993-04,0.218,
1993-07,0.252,
1993-10,0.282,
1994-01,0.331,
1994-04,0.349,
1994-07,0.439,
1994-10,0.538,
1995-01,0.636,
1995-04,0.676,
1995-07,0.749,
1995-10,0.587,
1996-01,0.608,
1996-04,0.639,
1996-07,0.748,
1996-10,0.879,
1997-01,0.885,
1997-04,0.921,
1997-07,0.865,
1997-10,0.870,
1998-01,0.840,
1998-04,0.961,
1998-07,1.017,
1998-10,1.221,
1999-01,1.440,
1999-04,1.392,
1999-07,1.418,
1999-10,1.185,
2000-01,0.973,
2000-04,1.418,
2000-07,0.970,
2000-10,1.136,
2001-01,1.119,
2001-04,1.283,
2001-07,1.273,
2001-10,1.313,
2002-01,1.218,
2002-04,1.206,
2002-07,1.055,
2002-10,1.236,
2003-01,1.196,
2003-04,1.384,
2003-07,1.230,
2003-10,1.309,
2004-01,1.289,
2004-04,0.685,
2004-07,0.529,
2004-10,0.583,
2005-01,0.623,
2005-04,0.693,
2005-07,0.827,
2005-10,0.676,
2006-01,0.513,
2006-04,0.450,
2006-07,0.540,
2006-10,0.492,
2007-01,0.436,
2007-04,0.467,
2007-07,0.544,
2007-10,0.409,
2008-01,0.409,
2008-04,0.541,
2008-07,0.441,
2008-10,0.312,
2009-01,0.294,
2009-04,0.287,
2009-07,0.415,
2009-10,0.385,
2010-01,0.325,
2010-04,0.268,
2010-07,0.293,
2010-10,0.206,
2011-01,0.197,
2011-04,0.179,
2011-07,0.206,
2011-10,0.217,
2012-01,0.233,
2012-04,0.235,
2012-07,0.283,
2012-10,0.290,
2013-01,0.239,
2013-04,0.455,
2013-07,0.361,
2013-10,0.380,
2014-01,0.299,
2014-04,0.232,
2014-07,0.328,
2014-10,0.268,
