"",BBK01.TS1345,BBK01.TS1345_FLAGS
"",Credit to households and non-profit institutions serving households / Loans / Loans for house purchase / All maturities / Domestic / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:40,
2003-01,94.04678,
2003-02,94.31677,
2003-03,94.71594,
2003-04,94.84171,
2003-05,95.15407,
2003-06,95.34005,
2003-07,95.47741,
2003-08,95.54415,
2003-09,95.71526,
2003-10,96.02844,
2003-11,96.20734,
2003-12,96.37591,
2004-01,96.61457,
2004-02,96.62925,
2004-03,96.75578,
2004-04,96.91847,
2004-05,97.11117,
2004-06,97.39529,
2004-07,97.59003,
2004-08,97.66711,
2004-09,97.97874,
2004-10,98.13766,
2004-11,98.15118,
2004-12,98.35150,
2005-01,98.39162,
2005-02,98.47909,
2005-03,98.57667,
2005-04,98.67011,
2005-05,98.76211,
2005-06,98.85938,
2005-07,99.07843,
2005-08,99.12934,
2005-09,99.24823,
2005-10,99.39878,
2005-11,99.60937,
2005-12,99.83925,
2006-01,100.08202,
2006-02,100.23083,
2006-03,100.37481,
2006-04,100.46915,
2006-05,100.54537,
2006-06,100.59756,
2006-07,100.66734,
2006-08,100.71831,
2006-09,100.81492,
2006-10,100.82703,
2006-11,100.83642,
2006-12,100.92496,
2007-01,100.94503,
2007-02,100.97925,
2007-03,101.03204,
2007-04,100.91658,
2007-05,100.84155,
2007-06,100.89180,
2007-07,100.68879,
2007-08,100.63248,
2007-09,100.62420,
2007-10,100.51999,
2007-11,100.47615,
2007-12,100.38288,
2008-01,100.43984,
2008-02,100.46183,
2008-03,100.43391,
2008-04,100.40801,
2008-05,100.44160,
2008-06,100.41693,
2008-07,100.38613,
2008-08,100.31293,
2008-09,100.18428,
2008-10,99.98877,
2008-11,99.93532,
2008-12,99.75700,
2009-01,99.70284,
2009-02,99.67326,
2009-03,99.62372,
2009-04,99.71407,
2009-05,99.77699,
2009-06,99.74485,
2009-07,99.76135,
2009-08,99.80457,
2009-09,99.84067,
2009-10,99.94437,
2009-11,99.97603,
2009-12,100.00735,
2010-01,100.02598,
2010-02,99.98086,
2010-03,100.01779,
2010-04,100.10526,
2010-05,100.11520,
2010-06,100.09409,
2010-07,100.19201,
2010-08,100.23182,
2010-09,100.33047,
2010-10,100.51495,
2010-11,100.55966,
2010-12,100.66610,
2011-01,100.76822,
2011-02,100.88937,
2011-03,101.03144,
2011-04,101.12190,
2011-05,101.25174,
2011-06,101.36940,
2011-07,101.42207,
2011-08,101.46804,
2011-09,101.55129,
2011-10,101.60269,
2011-11,101.69916,
2011-12,101.85715,
2012-01,101.97484,
2012-02,102.08989,
2012-03,102.27870,
2012-04,102.36862,
2012-05,102.49724,
2012-06,102.73719,
2012-07,102.81560,
2012-08,103.01235,
2012-09,103.21606,
2012-10,103.44072,
2012-11,103.65664,
2012-12,103.83407,
2013-01,104.04496,
2013-02,104.19162,
2013-03,104.38117,
2013-04,104.54627,
2013-05,104.71759,
2013-06,104.92929,
2013-07,105.12881,
2013-08,105.33369,
2013-09,105.50138,
2013-10,105.63966,
2013-11,105.79422,
2013-12,105.91171,
2014-01,105.99075,
2014-02,106.28467,
2014-03,106.44516,
2014-04,106.67762,
2014-05,106.92251,
2014-06,107.08261,
2014-07,107.31359,
2014-08,107.54386,
2014-09,107.72273,
2014-10,107.96147,
2014-11,108.18310,
2014-12,108.46798,Provisional value
2015-01,108.61453,
"",General: 1 Statistical changes have been eliminated.,
