"",BBK01.OEAH31M,BBK01.OEAH31M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:48,
2002-01,24.771,
2002-04,25.195,
2002-07,25.680,
2002-10,27.125,
2003-01,27.598,
2003-04,27.700,
2003-07,28.821,
2003-10,25.489,
2004-01,26.117,
2004-04,28.182,
2004-07,29.883,
2004-10,31.097,
2005-01,31.735,
2005-04,33.173,
2005-07,33.515,
2005-10,33.704,
2006-01,34.501,
2006-04,35.303,
2006-07,36.363,
2006-10,35.421,
2007-01,37.167,
2007-04,36.865,
2007-07,38.290,
2007-10,40.091,
2008-01,41.505,
2008-04,42.360,
2008-07,44.134,
2008-10,48.095,
2009-01,48.611,
2009-04,49.029,
2009-07,50.322,
2009-10,46.362,
2010-01,46.863,
2010-04,44.652,
2010-07,46.641,
2010-10,45.923,
2011-01,47.695,
2011-04,46.237,
2011-07,47.446,
2011-10,48.691,
2012-01,49.445,
2012-04,51.901,
2012-07,47.866,
2012-10,50.000,
2013-01,45.837,
2013-04,46.627,
2013-07,43.132,
2013-10,42.046,
2014-01,41.486,
2014-04,43.492,
2014-07,41.974,
