"",BBK01.QU7762,BBK01.QU7762_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:15:29,
2010-12,0.100,
2011-01,0.128,
2011-02,0.147,
2011-03,0.192,
2011-04,0.123,
2011-05,0.133,
2011-06,0.098,
2011-07,0.130,
2011-08,0.116,
2011-09,0.148,
2011-10,0.088,
2011-11,0.126,
2011-12,0.147,
2012-01,0.226,
2012-02,0.210,
2012-03,0.119,
2012-04,0.134,
2012-05,0.111,
2012-06,0.134,
2012-07,0.126,
2012-08,0.095,
2012-09,0.090,
2012-10,0.163,
2012-11,0.121,
2012-12,0.141,
2013-01,0.166,
2013-02,0.120,
2013-03,0.169,
2013-04,0.155,
2013-05,0.135,
2013-06,0.211,
2013-07,0.209,
2013-08,0.236,
2013-09,0.179,
2013-10,0.187,
2013-11,0.214,
2013-12,0.307,
2014-01,0.333,
2014-02,0.349,
2014-03,0.380,
2014-04,0.396,
2014-05,0.302,
2014-06,0.419,
2014-07,0.344,
2014-08,0.342,
2014-09,0.424,
2014-10,0.361,
2014-11,0.337,
