"",BBDE1.M.DE.Y.GUA1.A2P330000.F.V.I10.A,BBDE1.M.DE.Y.GUA1.A2P330000.F.V.I10.A_FLAGS
"",Turnover / At current prices / Germany / Durable goods / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:11:48,
1991-01,104.5,
1991-02,106.6,
1991-03,107.0,
1991-04,104.3,
1991-05,102.9,
1991-06,110.1,
1991-07,107.3,
1991-08,99.3,
1991-09,104.8,
1991-10,106.0,
1991-11,107.8,
1991-12,105.4,
1992-01,107.5,
1992-02,110.2,
1992-03,108.4,
1992-04,108.1,
1992-05,107.5,
1992-06,105.0,
1992-07,105.7,
1992-08,103.6,
1992-09,105.6,
1992-10,105.0,
1992-11,104.4,
1992-12,106.4,
1993-01,105.1,
1993-02,103.4,
1993-03,101.3,
1993-04,101.0,
1993-05,102.0,
1993-06,100.4,
1993-07,98.6,
1993-08,103.5,
1993-09,103.2,
1993-10,101.9,
1993-11,101.0,
1993-12,101.3,
1994-01,101.0,
1994-02,101.2,
1994-03,101.8,
1994-04,104.6,
1994-05,102.5,
1994-06,101.9,
1994-07,97.9,
1994-08,101.4,
1994-09,102.1,
1994-10,104.3,
1994-11,104.2,
1994-12,103.9,
1995-01,107.7,
1995-02,107.2,
1995-03,105.1,
1995-04,110.2,
1995-05,109.3,
1995-06,109.4,
1995-07,109.8,
1995-08,106.2,
1995-09,109.6,
1995-10,109.1,
1995-11,108.3,
1995-12,109.3,
1996-01,104.2,
1996-02,101.6,
1996-03,104.8,
1996-04,104.0,
1996-05,104.6,
1996-06,106.0,
1996-07,102.9,
1996-08,103.3,
1996-09,104.6,
1996-10,103.9,
1996-11,104.9,
1996-12,106.0,
1997-01,103.9,
1997-02,103.1,
1997-03,104.6,
1997-04,102.1,
1997-05,99.3,
1997-06,104.3,
1997-07,108.1,
1997-08,101.9,
1997-09,107.6,
1997-10,106.7,
1997-11,105.7,
1997-12,107.7,
1998-01,106.7,
1998-02,108.6,
1998-03,111.5,
1998-04,108.2,
1998-05,108.3,
1998-06,107.6,
1998-07,107.8,
1998-08,106.1,
1998-09,107.4,
1998-10,104.2,
1998-11,104.5,
1998-12,105.8,
1999-01,104.5,
1999-02,103.0,
1999-03,103.8,
1999-04,103.2,
1999-05,104.9,
1999-06,106.7,
1999-07,106.7,
1999-08,107.9,
1999-09,107.6,
1999-10,109.5,
1999-11,109.2,
1999-12,108.3,
2000-01,107.5,
2000-02,110.8,
2000-03,111.0,
2000-04,112.6,
2000-05,115.1,
2000-06,110.8,
2000-07,113.6,
2000-08,113.0,
2000-09,111.7,
2000-10,113.2,
2000-11,114.0,
2000-12,111.9,
2001-01,114.8,
2001-02,115.8,
2001-03,115.4,
2001-04,115.5,
2001-05,116.1,
2001-06,116.9,
2001-07,113.4,
2001-08,117.0,
2001-09,114.2,
2001-10,111.5,
2001-11,110.3,
2001-12,112.8,
2002-01,112.2,
2002-02,107.7,
2002-03,109.9,
2002-04,106.4,
2002-05,105.5,
2002-06,106.4,
2002-07,105.9,
2002-08,103.2,
2002-09,106.4,
2002-10,104.6,
2002-11,106.4,
2002-12,105.2,
2003-01,102.8,
2003-02,102.1,
2003-03,103.3,
2003-04,102.1,
2003-05,100.7,
2003-06,99.2,
2003-07,107.2,
2003-08,92.3,
2003-09,100.9,
2003-10,102.5,
2003-11,101.6,
2003-12,103.3,
2004-01,102.0,
2004-02,100.5,
2004-03,100.3,
2004-04,101.5,
2004-05,102.2,
2004-06,100.7,
2004-07,105.5,
2004-08,91.4,
2004-09,98.6,
2004-10,98.7,
2004-11,97.5,
2004-12,98.4,
2005-01,99.5,
2005-02,99.5,
2005-03,100.4,
2005-04,100.7,
2005-05,99.7,
2005-06,101.8,
2005-07,102.3,
2005-08,98.6,
2005-09,101.4,
2005-10,102.6,
2005-11,103.8,
2005-12,100.9,
2006-01,105.1,
2006-02,106.5,
2006-03,105.7,
2006-04,108.3,
2006-05,112.8,
2006-06,107.4,
2006-07,106.5,
2006-08,112.7,
2006-09,110.1,
2006-10,111.5,
2006-11,112.8,
2006-12,113.0,
2007-01,112.0,
2007-02,113.7,
2007-03,112.0,
2007-04,109.2,
2007-05,112.0,
2007-06,112.8,
2007-07,110.9,
2007-08,114.7,
2007-09,112.3,
2007-10,111.3,
2007-11,112.6,
2007-12,114.2,
2008-01,114.9,
2008-02,114.8,
2008-03,113.9,
2008-04,115.2,
2008-05,110.8,
2008-06,113.0,
2008-07,107.2,
2008-08,115.4,
2008-09,109.4,
2008-10,108.7,
2008-11,106.5,
2008-12,101.6,
2009-01,97.2,
2009-02,91.4,
2009-03,90.3,
2009-04,89.7,
2009-05,90.7,
2009-06,90.6,
2009-07,89.1,
2009-08,92.3,
2009-09,92.7,
2009-10,93.0,
2009-11,96.3,
2009-12,96.5,
2010-01,97.0,
2010-02,96.0,
2010-03,94.3,
2010-04,95.7,
2010-05,99.3,
2010-06,99.6,
2010-07,99.4,
2010-08,99.6,
2010-09,101.5,
2010-10,103.3,
2010-11,103.6,
2010-12,102.6,
2011-01,103.1,
2011-02,103.5,
2011-03,106.2,
2011-04,106.7,
2011-05,107.1,
2011-06,101.4,
2011-07,112.6,
2011-08,104.6,
2011-09,105.9,
2011-10,107.7,
2011-11,107.3,
2011-12,103.8,
2012-01,106.2,
2012-02,105.1,
2012-03,105.1,
2012-04,102.0,
2012-05,105.9,
2012-06,103.6,
2012-07,106.4,
2012-08,106.6,
2012-09,104.8,
2012-10,101.6,
2012-11,100.0,
2012-12,100.8,
2013-01,102.6,
2013-02,103.7,
2013-03,104.2,
2013-04,104.3,
2013-05,102.9,
2013-06,105.9,
2013-07,104.1,
2013-08,103.1,
2013-09,105.8,
2013-10,104.2,
2013-11,105.6,
2013-12,105.0,
2014-01,105.6,
2014-02,105.9,
2014-03,107.3,
2014-04,107.0,
2014-05,105.2,
2014-06,105.9,
2014-07,106.4,
2014-08,105.1,
2014-09,104.7,
2014-10,106.0,
2014-11,108.1,
2014-12,112.3,Provisional value
