"",BBK01.PQH352,BBK01.PQH352_FLAGS
"",Lending to domestic enterprises and resident individuals / Medium-term / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:20:00,
1958-10,0.895,
1959-01,-,Nothing exists
1959-04,1.001,
1959-07,-,Nothing exists
1959-10,1.142,
1960-01,-,Nothing exists
1960-04,1.223,
1960-07,-,Nothing exists
1960-10,1.253,
1961-01,-,Nothing exists
1961-04,1.324,
1961-07,-,Nothing exists
1961-10,1.376,
1962-01,-,Nothing exists
1962-04,1.530,
1962-07,-,Nothing exists
1962-10,1.702,
1963-01,-,Nothing exists
1963-04,1.872,
1963-07,-,Nothing exists
1963-10,1.993,
1964-01,-,Nothing exists
1964-04,2.128,
1964-07,-,Nothing exists
1964-10,2.248,
1965-01,2.257,
1965-04,2.382,
1965-07,2.461,
1965-10,2.520,
1966-01,2.588,
1966-04,2.735,
1966-07,2.797,
1966-10,2.791,
1967-01,2.801,
1967-04,2.929,
1967-07,3.017,
1967-10,3.043,
1968-01,3.071,
1968-04,3.224,
1968-07,3.293,
1968-10,3.212,
1969-01,3.257,
1969-04,3.400,
1969-07,3.486,
1969-10,3.585,
1970-01,3.698,
1970-04,3.885,
1970-07,4.016,
1970-10,4.210,
1971-01,4.278,
1971-04,4.600,
1971-07,4.840,
1971-10,5.025,
1972-01,5.109,
1972-04,5.440,
1972-07,5.584,
1972-10,5.802,
1973-01,6.054,
1973-04,6.393,
1973-07,6.467,
1973-10,6.462,
1974-01,6.513,
1974-04,6.867,
1974-07,7.021,
1974-10,7.189,
1975-01,7.175,
1975-04,7.464,
1975-07,7.883,
1975-10,8.260,
1976-01,8.541,
1976-04,9.172,
1976-07,9.607,
1976-10,10.041,
1977-01,10.245,
1977-04,10.646,
1977-07,10.909,
1977-10,11.251,
1978-01,11.198,
1978-04,11.673,
1978-07,11.998,
1978-10,12.159,
1979-01,12.237,
1979-04,12.756,
1979-07,12.984,
1979-10,13.077,
1980-01,13.064,
1980-04,13.283,
1980-07,13.439,
1980-10,13.478,
1981-01,13.447,
1981-04,13.662,
1981-07,13.881,
1981-10,13.786,
1982-01,13.515,
1982-04,13.678,
1982-07,13.735,
1982-10,13.748,
1983-01,13.392,
1983-04,13.621,
1983-07,13.814,
1983-10,14.115,
1984-01,13.992,
1984-04,14.360,
1984-07,14.514,
1984-10,14.499,
1985-01,14.232,
1985-04,14.423,
1985-07,14.569,
1985-10,14.527,
1986-01,14.235,
1986-04,14.380,
1986-07,14.361,
1986-10,14.251,
1987-01,13.972,
1987-04,14.187,
1987-07,14.202,
1987-10,14.116,
1988-01,14.040,
1988-04,14.282,
1988-07,14.285,
1988-10,14.216,
1989-01,13.875,
1989-04,14.027,
1989-07,14.085,
1989-10,14.355,
1990-01,14.372,
1990-04,14.946,
1990-07,15.536,
1990-10,16.275,
1991-01,16.698,
1991-04,17.746,
1991-07,18.777,
1991-10,20.148,
1992-01,19.247,
1992-04,19.935,
1992-07,20.558,
1992-10,20.900,
1993-01,20.723,
1993-04,21.012,
1993-07,21.205,
1993-10,20.957,
1994-01,20.469,
1994-04,20.660,
1994-07,20.796,
1994-10,20.849,
1995-01,20.346,
1995-04,20.601,
1995-07,20.585,
1995-10,20.664,
1996-01,20.364,
1996-04,20.458,
1996-07,20.637,
1996-10,20.750,
1997-01,20.424,
1997-04,20.673,
1997-07,20.961,
1997-10,20.928,
1998-01,20.616,
1998-04,20.646,
1998-07,20.736,
1998-10,20.570,
1999-01,31.324,
1999-04,33.186,
1999-07,31.256,
1999-10,30.202,
2000-01,30.141,
2000-04,30.498,
2000-07,30.794,
2000-10,30.881,
2001-01,32.309,
2001-04,32.463,
2001-07,32.680,
2001-10,32.836,
2002-01,32.473,
2002-04,32.370,
2002-07,32.329,
2002-10,32.242,
2003-01,31.553,
2003-04,31.360,
2003-07,31.398,
2003-10,31.052,
2004-01,30.657,
2004-04,30.579,
2004-07,30.488,
2004-10,30.103,
2005-01,29.525,
2005-04,29.753,
2005-07,29.712,
2005-10,29.281,
2006-01,28.957,
2006-04,28.961,
2006-07,28.794,
2006-10,28.608,
2007-01,28.276,
2007-04,28.460,
2007-07,28.704,
2007-10,29.067,
2008-01,29.277,
2008-04,29.549,
2008-07,30.255,
2008-10,30.231,
2009-01,29.815,
2009-04,31.026,
2009-07,32.123,
2009-10,32.832,
2010-01,32.734,
2010-04,33.398,
2010-07,34.207,
2010-10,34.545,
2011-01,34.657,
2011-04,35.274,
2011-07,35.999,
2011-10,36.243,
2012-01,36.509,
2012-04,36.985,
2012-07,37.850,
2012-10,37.861,
2013-01,37.888,
2013-04,38.035,
2013-07,38.489,
2013-10,38.260,
2014-01,37.656,
2014-04,37.349,
2014-07,37.370,
2014-10,37.264,
