"",BBK01.OUL387,BBK01.OUL387_FLAGS
"",Savings bonds purchased by non-banks (non-MFIs) / for up and including 1 year / Credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:11:41,
1999-01,2.788,
1999-02,2.773,
1999-03,2.764,
1999-04,2.749,
1999-05,2.734,
1999-06,2.707,
1999-07,2.672,
1999-08,2.628,
1999-09,2.577,
1999-10,2.540,
1999-11,2.466,
1999-12,2.411,
2000-01,2.376,
2000-02,2.361,
2000-03,2.343,
2000-04,2.348,
2000-05,2.400,
2000-06,2.446,
2000-07,2.513,
2000-08,2.599,
2000-09,2.703,
2000-10,2.829,
2000-11,3.004,
2000-12,3.127,
2001-01,3.390,
2001-02,3.556,
2001-03,3.761,
2001-04,3.904,
2001-05,3.974,
2001-06,4.050,
2001-07,4.103,
2001-08,4.137,
2001-09,4.136,
2001-10,4.074,
2001-11,3.991,
2001-12,3.936,
2002-01,3.795,
2002-02,3.743,
2002-03,3.668,
2002-04,3.603,
2002-05,3.548,
2002-06,3.518,
2002-07,3.472,
2002-08,3.420,
2002-09,3.375,
2002-10,3.349,
2002-11,3.294,
2002-12,3.223,
2003-01,3.091,
2003-02,2.977,
2003-03,2.889,
2003-04,2.774,
2003-05,2.711,
2003-06,2.613,
2003-07,2.510,
2003-08,2.432,
2003-09,2.363,
2003-10,2.309,
2003-11,2.252,
2003-12,2.228,
2004-01,2.112,
2004-02,2.049,
2004-03,2.022,
2004-04,1.978,
2004-05,1.951,
2004-06,1.936,
2004-07,1.924,
2004-08,1.901,
2004-09,1.880,
2004-10,1.876,
2004-11,1.868,
2004-12,1.851,
2005-01,1.813,
2005-02,1.781,
2005-03,1.747,
2005-04,1.721,
2005-05,1.703,
2005-06,1.713,
2005-07,1.737,
2005-08,1.750,
2005-09,1.752,
2005-10,1.758,
2005-11,1.783,
2005-12,1.842,
2006-01,2.016,
2006-02,2.148,
2006-03,2.321,
2006-04,2.453,
2006-05,2.550,
2006-06,2.660,
2006-07,2.765,
2006-08,2.900,
2006-09,3.030,
2006-10,3.212,
2006-11,3.432,
2006-12,3.625,
2007-01,4.038,
2007-02,4.304,
2007-03,4.521,
2007-04,4.749,
2007-05,5.028,
2007-06,5.270,
2007-07,5.611,
2007-08,5.955,
2007-09,6.178,
2007-10,6.373,
2007-11,6.629,
2007-12,6.833,
2008-01,7.367,
2008-02,7.639,
2008-03,7.796,
2008-04,8.125,
2008-05,8.394,
2008-06,8.722,
2008-07,9.077,
2008-08,9.469,
2008-09,9.977,
2008-10,10.726,
2008-11,11.044,
2008-12,11.294,
2009-01,10.844,
2009-02,10.533,
2009-03,10.203,
2009-04,9.593,
2009-05,9.035,
2009-06,8.398,
2009-07,7.485,
2009-08,6.720,
2009-09,6.071,
2009-10,5.147,
2009-11,4.511,
2009-12,3.975,
2010-01,3.470,
2010-02,3.225,
2010-03,3.083,
2010-04,2.961,
2010-05,2.869,
2010-06,2.888,
2010-07,2.883,
2010-08,2.861,
2010-09,2.881,
2010-10,2.846,
2010-11,2.867,
2010-12,2.894,
2011-01,2.938,
2011-02,3.002,
2011-03,3.043,
2011-04,3.099,
2011-05,3.193,
2011-06,3.198,
2011-07,3.266,
2011-08,3.366,
2011-09,3.451,
2011-10,3.561,
2011-11,3.656,
2011-12,3.714,
2012-01,3.773,
2012-02,3.783,
2012-03,3.775,
2012-04,3.761,
2012-05,3.695,
2012-06,3.673,
2012-07,3.602,
2012-08,3.477,
2012-09,3.364,
2012-10,3.204,
2012-11,3.028,
2012-12,2.898,
2013-01,2.764,
2013-02,2.652,
2013-03,2.565,
2013-04,2.450,
2013-05,2.379,
2013-06,2.288,
2013-07,2.169,
2013-08,2.122,
2013-09,2.051,
2013-10,1.998,
2013-11,1.937,
2013-12,1.914,
2014-01,1.857,
2014-02,1.805,
2014-03,1.830,
2014-04,1.828,
2014-05,1.800,
2014-06,1.780,
2014-07,1.751,
2014-08,1.719,
2014-09,1.732,
2014-10,1.724,
2014-11,1.748,
2014-12,1.763,Provisional value
