"",BBSF2.M.1.S.I0000.TOT01.I.F.ANZ.DE.00000.000000.Z01.00,BBSF2.M.1.S.I0000.TOT01.I.F.ANZ.DE.00000.000000.Z01.00_FLAGS
"",Special investors funds / Funds total / Number / Domestic investors total / Distribution and cumulative funds,
unit,Stück (hypothetically euro-based),
unit multiplier,one,
last update,2014-12-29 10:48:09,
1993-01,.,No value available
1993-02,.,No value available
1993-03,.,No value available
1993-04,2035,
1993-05,2048,
1993-06,2057,
1993-07,2084,
1993-08,2101,
1993-09,2124,
1993-10,2140,
1993-11,2152,
1993-12,2180,
1994-01,2209,
1994-02,2246,
1994-03,2273,
1994-04,2302,
1994-05,2328,
1994-06,2348,
1994-07,2382,
1994-08,2412,
1994-09,2427,
1994-10,2435,
1994-11,2440,
1994-12,2471,
1995-01,2484,
1995-02,2511,
1995-03,2519,
1995-04,2531,
1995-05,2538,
1995-06,2545,
1995-07,2548,
1995-08,2561,
1995-09,2563,
1995-10,2564,
1995-11,2563,
1995-12,2596,
1996-01,2635,
1996-02,2657,
1996-03,2683,
1996-04,2717,
1996-05,2735,
1996-06,2751,
1996-07,2784,
1996-08,2814,
1996-09,2830,
1996-10,2869,
1996-11,2885,
1996-12,2929,
1997-01,2973,
1997-02,3013,
1997-03,3060,
1997-04,3100,
1997-05,3126,
1997-06,3172,
1997-07,3239,
1997-08,3306,
1997-09,3358,
1997-10,3407,
1997-11,3433,
1997-12,3477,
1998-01,3528,
1998-02,3585,
1998-03,3700,
1998-04,3722,
1998-05,3772,
1998-06,3827,
1998-07,3917,
1998-08,3989,
1998-09,4056,
1998-10,4105,
1998-11,4145,
1998-12,4209,
1999-01,4263,
1999-02,4308,
1999-03,4352,
1999-04,4403,
1999-05,4453,
1999-06,4497,
1999-07,4556,
1999-08,4611,
1999-09,4632,
1999-10,4673,
1999-11,4698,
1999-12,4778,
2000-01,4823,
2000-02,4862,
2000-03,4915,
2000-04,4971,
2000-05,5016,
2000-06,5037,
2000-07,5082,
2000-08,5115,
2000-09,5167,
2000-10,5216,
2000-11,5231,
2000-12,5277,
2001-01,5357,
2001-02,5412,
2001-03,5416,
2001-04,5446,
2001-05,5465,
2001-06,5476,
2001-07,5519,
2001-08,5543,
2001-09,5540,
2001-10,5534,
2001-11,5518,
2001-12,5501,
2002-01,5514,
2002-02,5504,
2002-03,5503,
2002-04,5521,
2002-05,5503,
2002-06,5486,
2002-07,5470,
2002-08,5478,
2002-09,5464,
2002-10,5469,
2002-11,5422,
2002-12,5329,
2003-01,5333,
2003-02,5310,
2003-03,5284,
2003-04,5282,
2003-05,5266,
2003-06,5255,
2003-07,5233,
2003-08,5243,
2003-09,5240,
2003-10,5255,
2003-11,5209,
2003-12,5209,
2004-01,5200,
2004-02,5171,
2004-03,5162,
2004-04,5152,
2004-05,5133,
2004-06,5114,
2004-07,5101,
2004-08,5085,
2004-09,5018,
2004-10,4986,
2004-11,4936,
2004-12,4877,
2005-01,4873,
2005-02,4850,
2005-03,4811,
2005-04,4808,
2005-05,4783,
2005-06,4775,
2005-07,4767,
2005-08,4768,
2005-09,4742,
2005-10,4721,
2005-11,4691,
2005-12,4624,
2006-01,4625,
2006-02,4606,
2006-03,4572,
2006-04,4536,
2006-05,4498,
2006-06,4476,
2006-07,4462,
2006-08,4454,
2006-09,4448,
2006-10,4420,
2006-11,4402,
2006-12,4329,
2007-01,4285,
2007-02,4270,
2007-03,4244,
2007-04,4228,
2007-05,4214,
2007-06,4205,
2007-07,4204,
2007-08,4184,
2007-09,4176,
2007-10,4200,
2007-11,4181,
2007-12,4133,
2008-01,4101,
2008-02,4075,
2008-03,4056,
2008-04,4058,
2008-05,4048,
2008-06,4021,
2008-07,4002,
2008-08,3994,
2008-09,3961,
2008-10,3929,
2008-11,3941,
2008-12,3888,
2009-01,3872,
2009-02,3856,
2009-03,3831,
2009-04,3820,
2009-05,3812,
2009-06,3789,
2009-07,3794,
2009-08,3798,
2009-09,3808,
2009-10,3819,
2009-11,3791,
2009-12,3761,
2010-01,3788,
2010-02,3770,
2010-03,3786,
2010-04,3791,
2010-05,3781,
2010-06,3757,
2010-07,3743,
2010-08,3768,
2010-09,3778,
2010-10,3778,
2010-11,3774,
2010-12,3769,
2011-01,3769,
2011-02,3764,
2011-03,3750,
2011-04,3760,
2011-05,3750,
2011-06,3748,
2011-07,3753,
2011-08,3750,
2011-09,3745,
2011-10,3742,
2011-11,3734,
2011-12,3716,
2012-01,3710,
2012-02,3705,
2012-03,3696,
2012-04,3711,
2012-05,3705,
2012-06,3716,
2012-07,3713,
2012-08,3754,
2012-09,3801,
2012-10,3885,
2012-11,3866,
2012-12,3874,
2013-01,3871,
2013-02,3856,
2013-03,3854,
2013-04,3845,
2013-05,3848,
2013-06,3835,
2013-07,4024,
2013-08,4005,
2013-09,4003,
2013-10,3970,
2013-11,3938,
2013-12,3945,
2014-01,3910,
2014-02,3912,
2014-03,3877,
2014-04,3865,
2014-05,3859,
2014-06,3853,
2014-07,3811,
2014-08,3817,
2014-09,3820,
2014-10,3811,
2014-11,3810,
