"",BBK01.QU5340,BBK01.QU5340_FLAGS
"",Foreign branches: Short-term liabilities to foreign banks / Curacao / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:50:33,
1984-06,0.049,
1984-07,0.046,
1984-08,0.041,
1984-09,0.043,
1984-10,0.017,
1984-11,0.021,
1984-12,0.006,
1985-01,0.009,
1985-02,0.064,
1985-03,0.062,
1985-04,0.022,
1985-05,0.019,
1985-06,0.025,
1985-07,0.027,
1985-08,0.013,
1985-09,0.009,
1985-10,0.013,
1985-11,0.022,
1985-12,0.067,
1986-01,0.038,
1986-02,0.031,
1986-03,0.044,
1986-04,0.053,
1986-05,0.045,
1986-06,0.015,
1986-07,0.028,
1986-08,0.018,
1986-09,0.018,
1986-10,0.018,
1986-11,0.017,
1986-12,0.030,
1987-01,0.032,
1987-02,0.028,
1987-03,0.028,
1987-04,0.013,
1987-05,0.016,
1987-06,0.013,
1987-07,0.022,
1987-08,0.031,
1987-09,0.024,
1987-10,0.060,
1987-11,0.030,
1987-12,0.021,
1988-01,0.068,
1988-02,0.045,
1988-03,0.022,
1988-04,0.021,
1988-05,0.014,
1988-06,0.015,
1988-07,0.032,
1988-08,0.032,
1988-09,0.033,
1988-10,0.054,
1988-11,0.051,
1988-12,0.033,
1989-01,0.029,
1989-02,0.033,
1989-03,0.043,
1989-04,0.037,
1989-05,0.087,
1989-06,0.082,
1989-07,0.044,
1989-08,0.022,
1989-09,0.025,
1989-10,0.025,
1989-11,0.020,
1989-12,0.015,
1990-01,0.030,
1990-02,0.015,
1990-03,0.015,
1990-04,0.022,
1990-05,0.026,
1990-06,0.029,
1990-07,0.028,
1990-08,-,Nothing exists
1990-09,0.027,
1990-10,0.020,
1990-11,0.181,
1990-12,0.091,
1991-01,0.094,
1991-02,0.103,
1991-03,0.098,
1991-04,0.080,
1991-05,0.036,
1991-06,0.030,
1991-07,0.037,
1991-08,0.038,
1991-09,0.036,
1991-10,0.016,
1991-11,0.015,
1991-12,.,No value available
1992-01,.,No value available
1992-02,.,No value available
1992-03,.,No value available
1992-04,.,No value available
1992-05,.,No value available
1992-06,0.016,
1992-07,0.017,
1992-08,0.006,
1992-09,.,No value available
1992-10,.,No value available
1992-11,.,No value available
1992-12,.,No value available
1993-01,.,No value available
1993-02,.,No value available
1993-03,.,No value available
1993-04,.,No value available
1993-05,.,No value available
1993-06,.,No value available
1993-07,.,No value available
1993-08,.,No value available
1993-09,.,No value available
1993-10,.,No value available
1993-11,.,No value available
1993-12,0.041,
1994-01,0.060,
1994-02,0.213,
1994-03,0.213,
1994-04,0.202,
1994-05,0.194,
1994-06,0.175,
1994-07,0.166,
1994-08,0.162,
1994-09,0.172,
1994-10,0.013,
1994-11,0.009,
1994-12,.,No value available
1995-01,.,No value available
1995-02,.,No value available
1995-03,.,No value available
1995-04,.,No value available
1995-05,.,No value available
1995-06,.,No value available
1995-07,.,No value available
1995-08,.,No value available
1995-09,-,Nothing exists
1995-10,0.007,
1995-11,0.007,
1995-12,.,No value available
1996-01,.,No value available
1996-02,0.302,
1996-03,0.318,
1996-04,0.324,
1996-05,0.319,
1996-06,0.302,
1996-07,0.298,
1996-08,0.288,
1996-09,0.331,
1996-10,0.335,
1996-11,0.335,
1996-12,0.423,
1997-01,0.283,
1997-02,0.297,
1997-03,0.324,
1997-04,0.325,
1997-05,0.334,
1997-06,0.332,
1997-07,0.342,
1997-08,0.332,
1997-09,0.067,
1997-10,0.311,
1997-11,0.317,
1997-12,0.342,
1998-01,0.376,
1998-02,1.453,
1998-03,0.394,
1998-04,0.389,
1998-05,0.378,
1998-06,0.387,
1998-07,0.366,
