"",BBK01.PQG352,BBK01.PQG352_FLAGS
"",Lending to domestic enterprises and resident individuals / Medium-term / Land banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:19:59,
1958-10,0.434,
1959-01,-,Nothing exists
1959-04,0.476,
1959-07,-,Nothing exists
1959-10,0.578,
1960-01,-,Nothing exists
1960-04,0.555,
1960-07,-,Nothing exists
1960-10,0.623,
1961-01,-,Nothing exists
1961-04,0.671,
1961-07,-,Nothing exists
1961-10,0.663,
1962-01,-,Nothing exists
1962-04,0.772,
1962-07,-,Nothing exists
1962-10,1.007,
1963-01,-,Nothing exists
1963-04,1.047,
1963-07,-,Nothing exists
1963-10,1.057,
1964-01,-,Nothing exists
1964-04,1.117,
1964-07,-,Nothing exists
1964-10,1.159,
1965-01,1.189,
1965-04,1.277,
1965-07,1.414,
1965-10,1.532,
1966-01,1.701,
1966-04,1.814,
1966-07,1.876,
1966-10,1.961,
1967-01,2.004,
1967-04,2.037,
1967-07,2.019,
1967-10,2.013,
1968-01,1.961,
1968-04,1.991,
1968-07,1.851,
1968-10,1.679,
1969-01,1.643,
1969-04,1.685,
1969-07,1.702,
1969-10,1.933,
1970-01,2.231,
1970-04,2.420,
1970-07,2.701,
1970-10,3.015,
1971-01,3.134,
1971-04,3.210,
1971-07,3.661,
1971-10,4.060,
1972-01,4.086,
1972-04,4.194,
1972-07,4.819,
1972-10,5.032,
1973-01,5.244,
1973-04,5.317,
1973-07,5.237,
1973-10,5.314,
1974-01,5.359,
1974-04,5.361,
1974-07,5.390,
1974-10,5.274,
1975-01,5.029,
1975-04,4.735,
1975-07,4.555,
1975-10,4.660,
1976-01,4.265,
1976-04,4.276,
1976-07,3.954,
1976-10,3.475,
1977-01,3.442,
1977-04,3.464,
1977-07,3.364,
1977-10,3.437,
1978-01,3.418,
1978-04,3.181,
1978-07,3.268,
1978-10,3.285,
1979-01,3.476,
1979-04,3.555,
1979-07,3.866,
1979-10,4.188,
1980-01,4.220,
1980-04,4.444,
1980-07,4.398,
1980-10,4.859,
1981-01,5.032,
1981-04,5.325,
1981-07,5.577,
1981-10,5.892,
1982-01,6.114,
1982-04,6.127,
1982-07,6.306,
1982-10,6.650,
1983-01,6.350,
1983-04,6.625,
1983-07,6.992,
1983-10,7.437,
1984-01,6.945,
1984-04,7.072,
1984-07,7.242,
1984-10,7.206,
1985-01,6.865,
1985-04,6.892,
1985-07,6.805,
1985-10,7.114,
1986-01,6.858,
1986-04,6.721,
1986-07,6.650,
1986-10,6.611,
1987-01,6.303,
1987-04,6.217,
1987-07,5.905,
1987-10,5.771,
1988-01,5.446,
1988-04,5.527,
1988-07,5.302,
1988-10,5.123,
1989-01,4.755,
1989-04,4.887,
1989-07,4.961,
1989-10,5.334,
1990-01,4.988,
1990-04,5.151,
1990-07,5.180,
1990-10,5.491,
1991-01,6.004,
1991-04,6.917,
1991-07,7.473,
1991-10,8.555,
1992-01,10.110,
1992-04,10.576,
1992-07,10.999,
1992-10,11.994,
1993-01,12.471,
1993-04,12.864,
1993-07,13.150,
1993-10,12.607,
1994-01,12.450,
1994-04,12.183,
1994-07,12.054,
1994-10,11.572,
1995-01,9.483,
1995-04,9.899,
1995-07,10.160,
1995-10,9.615,
1996-01,9.555,
1996-04,9.562,
1996-07,9.797,
1996-10,10.206,
1997-01,10.111,
1997-04,10.320,
1997-07,10.701,
1997-10,11.177,
1998-01,11.302,
1998-04,11.236,
1998-07,11.667,
1998-10,11.513,
1999-01,22.846,
1999-04,24.281,
1999-07,25.018,
1999-10,27.187,
2000-01,27.387,
2000-04,29.291,
2000-07,30.836,
2000-10,31.104,
2001-01,30.546,
2001-04,32.395,
2001-07,31.828,
2001-10,34.312,
2002-01,35.040,
2002-04,34.477,
2002-07,35.046,
2002-10,35.921,
2003-01,34.829,
2003-04,34.263,
2003-07,35.141,
2003-10,34.337,
2004-01,34.242,
2004-04,35.538,
2004-07,35.153,
2004-10,32.285,
2005-01,31.834,
2005-04,30.334,
2005-07,32.580,
2005-10,32.153,
2006-01,31.608,
2006-04,32.265,
2006-07,33.303,
2006-10,31.873,
2007-01,31.017,
2007-04,31.024,
2007-07,34.387,
2007-10,36.673,
2008-01,37.305,
2008-04,37.637,
2008-07,39.039,
2008-10,40.571,
2009-01,42.772,
2009-04,43.405,
2009-07,44.335,
2009-10,43.793,
2010-01,41.585,
2010-04,40.422,
2010-07,38.562,
2010-10,38.041,
2011-01,36.696,
2011-04,34.211,
2011-07,34.795,
2011-10,36.607,
2012-01,35.935,
2012-04,35.904,
2012-07,35.284,
2012-10,35.374,
2013-01,34.798,
2013-04,34.840,
2013-07,34.035,
2013-10,34.369,
2014-01,35.157,
2014-04,35.857,
2014-07,35.842,
2014-10,35.832,
