"",BBK01.QUW564,BBK01.QUW564_FLAGS
"",Foreign branches: Long-term loans and advances to non- residents / Italy / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:44:57,
2001-12,6.304,
2002-01,7.370,
2002-02,7.707,
2002-03,7.434,
2002-04,9.597,
2002-05,9.704,
2002-06,10.092,
2002-07,11.717,
2002-08,11.700,
2002-09,11.889,
2002-10,11.899,
2002-11,11.983,
2002-12,12.431,
2003-01,12.721,
2003-02,12.653,
2003-03,11.592,
2003-04,12.561,
2003-05,12.586,
2003-06,12.516,
2003-07,11.663,
2003-08,11.746,
2003-09,11.923,
2003-10,11.806,
2003-11,11.955,
2003-12,12.308,
2004-01,12.984,
2004-02,13.283,
2004-03,13.610,
2004-04,13.706,
2004-05,14.001,
2004-06,14.141,
2004-07,14.249,
2004-08,14.361,
2004-09,14.379,
2004-10,14.789,
2004-11,14.369,
2004-12,14.908,
2005-01,14.330,
2005-02,15.754,
2005-03,16.408,
2005-04,15.720,
2005-05,15.808,
2005-06,16.195,
2005-07,17.533,
2005-08,16.649,
2005-09,16.028,
2005-10,16.979,
2005-11,17.603,
2005-12,17.744,
2006-01,18.391,
2006-02,18.636,
2006-03,18.893,
2006-04,18.773,
2006-05,16.874,
2006-06,16.611,
2006-07,17.310,
2006-08,17.594,
2006-09,17.548,
2006-10,17.923,
2006-11,18.177,
2006-12,17.972,
2007-01,19.037,
2007-02,18.880,
2007-03,18.700,
2007-04,19.142,
2007-05,19.622,
2007-06,21.562,
2007-07,20.964,
2007-08,21.884,
2007-09,21.377,
2007-10,23.969,
2007-11,23.179,
2007-12,24.539,
2008-01,24.295,
2008-02,23.984,
2008-03,23.833,
2008-04,24.001,
2008-05,24.087,
2008-06,24.096,
2008-07,23.661,
2008-08,23.602,
2008-09,23.688,
2008-10,23.915,
2008-11,23.954,
2008-12,23.558,
2009-01,25.588,
2009-02,25.686,
2009-03,25.014,
2009-04,24.117,
2009-05,24.059,
2009-06,23.490,
2009-07,22.613,
2009-08,22.507,
2009-09,22.121,
2009-10,21.898,
2009-11,21.487,
2009-12,20.467,
2010-01,20.330,
2010-02,21.023,
2010-03,21.545,
2010-04,20.992,
2010-05,20.730,
2010-06,20.299,
2010-07,20.064,
2010-08,19.995,
2010-09,20.416,
2010-10,20.231,
2010-11,21.277,
2010-12,16.257,
2011-01,16.602,
2011-02,16.260,
2011-03,16.337,
2011-04,16.121,
2011-05,16.110,
2011-06,15.870,
2011-07,15.982,
2011-08,15.746,
2011-09,15.304,
2011-10,15.360,
2011-11,16.048,
2011-12,15.980,
2012-01,15.940,
2012-02,16.070,
2012-03,16.123,
2012-04,16.024,
2012-05,16.036,
2012-06,15.641,
2012-07,15.338,
2012-08,15.398,
2012-09,15.376,
2012-10,15.152,
2012-11,15.179,
2012-12,15.022,
2013-01,14.961,
2013-02,14.863,
2013-03,16.315,
2013-04,15.674,
2013-05,18.137,
2013-06,17.846,
2013-07,17.922,
2013-08,17.797,
2013-09,17.663,
2013-10,17.659,
2013-11,17.593,
2013-12,17.398,
2014-01,17.205,
2014-02,17.174,
2014-03,17.043,
2014-04,16.970,
2014-05,17.154,
2014-06,16.494,
2014-07,18.122,
2014-08,16.103,
2014-09,15.947,
2014-10,15.289,
2014-11,15.012,
