"",BBK01.OUE379,BBK01.OUE379_FLAGS
"",Loans to foreign general government for over five years / Branches of foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:58,
1999-01,0.135,
1999-02,0.142,
1999-03,0.091,
1999-04,0.095,
1999-05,0.096,
1999-06,0.095,
1999-07,0.092,
1999-08,0.093,
1999-09,0.093,
1999-10,0.094,
1999-11,0.095,
1999-12,0.134,
2000-01,0.134,
2000-02,0.133,
2000-03,0.136,
2000-04,0.164,
2000-05,0.148,
2000-06,0.121,
2000-07,0.110,
2000-08,0.057,
2000-09,0.057,
2000-10,0.058,
2000-11,0.057,
2000-12,0.155,
2001-01,0.124,
2001-02,0.106,
2001-03,0.106,
2001-04,0.050,
2001-05,0.114,
2001-06,0.044,
2001-07,0.029,
2001-08,0.035,
2001-09,0.033,
2001-10,0.033,
2001-11,0.062,
2001-12,0.060,
2002-01,0.057,
2002-02,0.057,
2002-03,0.056,
2002-04,0.061,
2002-05,0.068,
2002-06,0.064,
2002-07,0.064,
2002-08,0.063,
2002-09,0.061,
2002-10,0.060,
2002-11,0.059,
2002-12,0.059,
2003-01,0.057,
2003-02,0.057,
2003-03,0.055,
2003-04,0.056,
2003-05,0.054,
2003-06,0.053,
2003-07,0.045,
2003-08,0.046,
2003-09,0.046,
2003-10,0.046,
2003-11,0.046,
2003-12,0.052,
2004-01,0.035,
2004-02,0.034,
2004-03,0.050,
2004-04,0.049,
2004-05,0.049,
2004-06,0.047,
2004-07,0.045,
2004-08,0.045,
2004-09,0.046,
2004-10,0.046,
2004-11,0.049,
2004-12,0.050,
2005-01,0.048,
2005-02,0.047,
2005-03,0.049,
2005-04,0.050,
2005-05,0.051,
2005-06,0.134,
2005-07,0.128,
2005-08,0.126,
2005-09,0.125,
2005-10,0.125,
2005-11,0.125,
2005-12,0.123,
2006-01,0.123,
2006-02,0.123,
2006-03,0.123,
2006-04,0.123,
2006-05,0.123,
2006-06,0.124,
2006-07,0.120,
2006-08,0.121,
2006-09,0.122,
2006-10,0.124,
2006-11,0.125,
2006-12,0.122,
2007-01,0.119,
2007-02,0.119,
2007-03,0.122,
2007-04,0.119,
2007-05,0.120,
2007-06,0.120,
2007-07,0.117,
2007-08,0.117,
2007-09,0.117,
2007-10,0.117,
2007-11,0.117,
2007-12,0.083,
2008-01,0.242,
2008-02,0.243,
2008-03,0.241,
2008-04,0.240,
2008-05,0.240,
2008-06,0.230,
2008-07,0.231,
2008-08,0.231,
2008-09,0.228,
2008-10,0.235,
2008-11,0.236,
2008-12,0.225,
2009-01,0.227,
2009-02,0.229,
2009-03,0.227,
2009-04,0.226,
2009-05,0.226,
2009-06,0.216,
2009-07,0.215,
2009-08,0.215,
2009-09,0.212,
2009-10,0.211,
2009-11,0.211,
2009-12,0.202,
2010-01,0.201,
2010-02,0.202,
2010-03,0.197,
2010-04,0.197,
2010-05,0.197,
2010-06,0.187,
2010-07,0.186,
2010-08,0.186,
2010-09,0.182,
2010-10,0.181,
2010-11,0.181,
2010-12,0.171,
2011-01,0.171,
2011-02,0.171,
2011-03,0.166,
2011-04,0.166,
2011-05,0.166,
2011-06,0.174,
2011-07,0.174,
2011-08,0.174,
2011-09,0.171,
2011-10,0.197,
2011-11,0.194,
2011-12,0.190,
2012-01,0.121,
2012-02,0.121,
2012-03,0.121,
2012-04,0.117,
2012-05,0.114,
2012-06,0.109,
2012-07,0.109,
2012-08,0.109,
2012-09,0.108,
2012-10,0.103,
2012-11,0.099,
2012-12,0.095,
2013-01,0.094,
2013-02,0.095,
2013-03,0.095,
2013-04,0.090,
2013-05,0.086,
2013-06,0.083,
2013-07,0.063,
2013-08,0.063,
2013-09,0.030,
2013-10,0.030,
2013-11,0.028,
2013-12,0.028,
2014-01,0.019,
2014-02,0.019,
2014-03,0.017,
2014-04,0.017,
2014-05,0.017,
2014-06,0.017,
2014-07,0.027,
2014-08,0.027,
2014-09,0.012,
2014-10,0.012,
2014-11,0.012,
2014-12,0.013,Provisional value
