"",BBK01.OUN006,BBK01.OUN006_FLAGS
"",Cash in hand and credit balances with central banks / Special purpose banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:15:41,
1948-12,0.051,
1949-01,-,Nothing exists
1949-02,-,Nothing exists
1949-03,-,Nothing exists
1949-04,-,Nothing exists
1949-05,-,Nothing exists
1949-06,0.007,
1949-07,-,Nothing exists
1949-08,-,Nothing exists
1949-09,-,Nothing exists
1949-10,-,Nothing exists
1949-11,-,Nothing exists
1949-12,0.025,
1950-01,-,Nothing exists
1950-02,-,Nothing exists
1950-03,-,Nothing exists
1950-04,-,Nothing exists
1950-05,-,Nothing exists
1950-06,0.030,
1950-07,-,Nothing exists
1950-08,-,Nothing exists
1950-09,-,Nothing exists
1950-10,-,Nothing exists
1950-11,-,Nothing exists
1950-12,0.028,
1951-01,-,Nothing exists
1951-02,-,Nothing exists
1951-03,-,Nothing exists
1951-04,-,Nothing exists
1951-05,-,Nothing exists
1951-06,0.015,
1951-07,-,Nothing exists
1951-08,-,Nothing exists
1951-09,-,Nothing exists
1951-10,-,Nothing exists
1951-11,-,Nothing exists
1951-12,0.062,
1952-01,-,Nothing exists
1952-02,-,Nothing exists
1952-03,-,Nothing exists
1952-04,-,Nothing exists
1952-05,-,Nothing exists
1952-06,0.036,
1952-07,-,Nothing exists
1952-08,-,Nothing exists
1952-09,-,Nothing exists
1952-10,-,Nothing exists
1952-11,-,Nothing exists
1952-12,0.055,
1953-01,-,Nothing exists
1953-02,-,Nothing exists
1953-03,-,Nothing exists
1953-04,-,Nothing exists
1953-05,-,Nothing exists
1953-06,0.034,
1953-07,-,Nothing exists
1953-08,-,Nothing exists
1953-09,-,Nothing exists
1953-10,-,Nothing exists
1953-11,-,Nothing exists
1953-12,0.051,
1954-01,-,Nothing exists
1954-02,-,Nothing exists
1954-03,-,Nothing exists
1954-04,-,Nothing exists
1954-05,-,Nothing exists
1954-06,0.039,
1954-07,-,Nothing exists
1954-08,-,Nothing exists
1954-09,-,Nothing exists
1954-10,-,Nothing exists
1954-11,-,Nothing exists
1954-12,0.064,
1955-01,-,Nothing exists
1955-02,-,Nothing exists
1955-03,-,Nothing exists
1955-04,-,Nothing exists
1955-05,-,Nothing exists
1955-06,0.042,
1955-07,-,Nothing exists
1955-08,-,Nothing exists
1955-09,-,Nothing exists
1955-10,-,Nothing exists
1955-11,-,Nothing exists
1955-12,0.072,
1956-01,-,Nothing exists
1956-02,-,Nothing exists
1956-03,-,Nothing exists
1956-04,-,Nothing exists
1956-05,-,Nothing exists
1956-06,0.055,
1956-07,-,Nothing exists
1956-08,-,Nothing exists
1956-09,-,Nothing exists
1956-10,-,Nothing exists
1956-11,-,Nothing exists
1956-12,0.114,
1957-01,-,Nothing exists
1957-02,-,Nothing exists
1957-03,-,Nothing exists
1957-04,-,Nothing exists
1957-05,-,Nothing exists
1957-06,0.052,
1957-07,-,Nothing exists
1957-08,-,Nothing exists
1957-09,-,Nothing exists
1957-10,-,Nothing exists
1957-11,-,Nothing exists
1957-12,0.078,
1958-01,-,Nothing exists
1958-02,-,Nothing exists
1958-03,-,Nothing exists
1958-04,-,Nothing exists
1958-05,-,Nothing exists
1958-06,0.043,
1958-07,-,Nothing exists
1958-08,-,Nothing exists
1958-09,-,Nothing exists
1958-10,-,Nothing exists
1958-11,-,Nothing exists
1958-12,0.111,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,0.064,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,0.084,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,0.058,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,0.091,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,0.078,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,0.109,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,0.022,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,0.093,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,0.036,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,0.129,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,0.028,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,0.090,
1965-01,0.042,
1965-02,0.031,
1965-03,0.031,
1965-04,0.029,
1965-05,0.037,
1965-06,0.044,
1965-07,0.026,
1965-08,0.034,
1965-09,0.049,
1965-10,0.032,
1965-11,0.031,
1965-12,0.122,
1966-01,0.051,
1966-02,0.038,
1966-03,0.050,
1966-04,0.043,
1966-05,0.051,
1966-06,0.038,
1966-07,0.041,
1966-08,0.040,
1966-09,0.062,
1966-10,0.044,
1966-11,0.050,
1966-12,0.115,
1967-01,0.029,
1967-02,0.026,
1967-03,0.020,
1967-04,0.029,
1967-05,0.031,
1967-06,0.064,
1967-07,0.046,
1967-08,0.026,
1967-09,0.069,
1967-10,0.017,
1967-11,0.034,
1967-12,0.115,
1968-01,0.033,
1968-02,0.026,
1968-03,0.066,
1968-04,0.030,
1968-05,0.037,
1968-06,0.085,
1968-07,0.044,
1968-08,0.066,
1968-09,0.113,
1968-10,0.148,
1968-11,0.078,
1968-12,0.134,
1969-01,0.037,
1969-02,0.027,
1969-03,0.057,
1969-04,0.022,
1969-05,0.043,
1969-06,0.023,
1969-07,0.044,
1969-08,0.043,
1969-09,0.054,
1969-10,0.040,
1969-11,0.035,
1969-12,0.150,
1970-01,0.060,
1970-02,0.027,
1970-03,0.081,
1970-04,0.037,
1970-05,0.039,
1970-06,0.173,
1970-07,0.050,
1970-08,0.058,
1970-09,0.042,
1970-10,0.042,
1970-11,0.049,
1970-12,0.168,
1971-01,0.040,
1971-02,0.060,
1971-03,0.065,
1971-04,0.043,
1971-05,0.040,
1971-06,0.058,
1971-07,0.059,
1971-08,0.092,
1971-09,0.087,
1971-10,0.076,
1971-11,0.098,
1971-12,0.255,
1972-01,0.101,
1972-02,0.095,
1972-03,0.076,
1972-04,0.094,
1972-05,0.059,
1972-06,0.127,
1972-07,0.090,
1972-08,0.103,
1972-09,0.142,
1972-10,0.133,
1972-11,0.229,
1972-12,0.490,
1973-01,0.257,
1973-02,0.140,
1973-03,0.117,
1973-04,0.173,
1973-05,0.168,
1973-06,0.163,
1973-07,0.299,
1973-08,0.245,
1973-09,0.234,
1973-10,0.235,
1973-11,0.424,
1973-12,0.425,
1974-01,0.389,
1974-02,0.123,
1974-03,0.210,
1974-04,0.226,
1974-05,0.261,
1974-06,0.369,
1974-07,0.216,
1974-08,0.125,
1974-09,0.214,
1974-10,0.183,
1974-11,0.306,
1974-12,0.442,
1975-01,0.217,
1975-02,0.260,
1975-03,0.151,
1975-04,0.330,
1975-05,0.201,
1975-06,0.174,
1975-07,0.178,
1975-08,0.129,
1975-09,0.226,
1975-10,0.043,
1975-11,0.164,
1975-12,0.484,
1976-01,0.407,
1976-02,0.387,
1976-03,0.201,
1976-04,0.161,
1976-05,0.283,
1976-06,0.247,
1976-07,0.359,
1976-08,0.266,
1976-09,0.287,
1976-10,0.193,
1976-11,0.519,
1976-12,0.509,
1977-01,0.164,
1977-02,0.238,
1977-03,0.265,
1977-04,0.351,
1977-05,0.241,
1977-06,0.230,
1977-07,0.271,
1977-08,0.180,
1977-09,0.183,
1977-10,0.187,
1977-11,0.297,
1977-12,0.491,
1978-01,0.166,
1978-02,0.198,
1978-03,0.258,
1978-04,0.142,
1978-05,0.352,
1978-06,0.131,
1978-07,0.168,
1978-08,0.185,
1978-09,0.209,
1978-10,0.122,
1978-11,0.412,
1978-12,0.326,
1979-01,0.279,
1979-02,0.183,
1979-03,0.260,
1979-04,0.174,
1979-05,0.111,
1979-06,0.438,
1979-07,0.203,
1979-08,0.216,
1979-09,0.201,
1979-10,0.290,
1979-11,0.248,
1979-12,0.288,
1980-01,0.103,
1980-02,0.092,
1980-03,0.193,
1980-04,0.067,
1980-05,0.175,
1980-06,0.512,
1980-07,0.165,
1980-08,0.126,
1980-09,0.359,
1980-10,0.098,
1980-11,0.280,
1980-12,0.423,
1981-01,0.229,
1981-02,0.178,
1981-03,0.247,
1981-04,0.061,
1981-05,0.236,
1981-06,0.330,
1981-07,0.123,
1981-08,0.326,
1981-09,0.255,
1981-10,0.281,
1981-11,0.282,
1981-12,0.338,
1982-01,0.228,
1982-02,0.067,
1982-03,0.304,
1982-04,0.112,
1982-05,0.108,
1982-06,0.393,
1982-07,0.167,
1982-08,0.231,
1982-09,0.288,
1982-10,0.147,
1982-11,0.239,
1982-12,0.391,
1983-01,0.382,
1983-02,0.290,
1983-03,0.173,
1983-04,0.097,
1983-05,0.133,
1983-06,0.324,
1983-07,0.203,
1983-08,0.123,
1983-09,0.167,
1983-10,0.130,
1983-11,0.130,
1983-12,0.499,
1984-01,0.239,
1984-02,0.157,
1984-03,0.134,
1984-04,0.149,
1984-05,0.230,
1984-06,0.379,
1984-07,0.131,
1984-08,0.156,
1984-09,0.202,
1984-10,0.107,
1984-11,0.206,
1984-12,0.620,
1985-01,0.096,
1985-02,0.149,
1985-03,0.240,
1985-04,0.102,
1985-05,0.192,
1985-06,0.216,
1985-07,0.209,
1985-08,0.133,
1985-09,0.305,
1985-10,0.302,
1985-11,0.264,
1985-12,0.481,
1986-01,0.417,
1986-02,0.088,
1986-03,0.213,
1986-04,0.235,
1986-05,0.197,
1986-06,0.497,
1986-07,0.247,
1986-08,0.230,
1986-09,0.320,
1986-10,0.218,
1986-11,0.133,
1986-12,0.378,
1987-01,0.518,
1987-02,0.076,
1987-03,0.209,
1987-04,0.378,
1987-05,0.129,
1987-06,0.342,
1987-07,0.340,
1987-08,0.162,
1987-09,0.159,
1987-10,0.191,
1987-11,0.226,
1987-12,0.292,
1988-01,0.176,
1988-02,0.439,
1988-03,0.198,
1988-04,0.177,
1988-05,0.175,
1988-06,0.300,
1988-07,0.281,
