"",BBNZ1.Q.DE.Y.G.0052.A,BBNZ1.Q.DE.Y.G.0052.A_FLAGS
"",Germany / National accounts / Origin of GDP / Production sector (excluding construction) / At current prices / Calendar and seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-25 17:37:45,
1991-01,112.759,
1991-04,111.302,
1991-07,110.501,
1991-10,110.558,
1992-01,115.367,
1992-04,112.538,
1992-07,110.951,
1992-10,108.791,
1993-01,107.315,
1993-04,105.471,
1993-07,105.535,
1993-10,106.500,
1994-01,106.843,
1994-04,107.379,
1994-07,107.760,
1994-10,112.318,
1995-01,110.567,
1995-04,112.003,
1995-07,111.573,
1995-10,111.167,
1996-01,109.307,
1996-04,110.280,
1996-07,110.273,
1996-10,112.254,
1997-01,111.175,
1997-04,112.075,
1997-07,113.080,
1997-10,116.747,
1998-01,116.972,
1998-04,116.743,
1998-07,116.781,
1998-10,115.877,
1999-01,115.485,
1999-04,114.726,
1999-07,116.721,
1999-10,119.113,
2000-01,118.832,
2000-04,121.641,
2000-07,123.664,
2000-10,124.187,
2001-01,125.837,
2001-04,125.124,
2001-07,124.321,
2001-10,122.736,
2002-01,122.460,
2002-04,123.456,
2002-07,124.939,
2002-10,124.596,
2003-01,125.330,
2003-04,123.940,
2003-07,123.945,
2003-10,125.584,
2004-01,126.912,
2004-04,128.959,
2004-07,129.154,
2004-10,129.419,
2005-01,129.541,
2005-04,130.879,
2005-07,132.202,
2005-10,133.056,
2006-01,137.857,
2006-04,140.896,
2006-07,143.117,
2006-10,143.044,
2007-01,146.228,
2007-04,149.715,
2007-07,151.808,
2007-10,152.593,
2008-01,151.456,
2008-04,152.696,
2008-07,150.471,
2008-10,139.942,
2009-01,125.714,
2009-04,125.518,
2009-07,131.127,
2009-10,134.380,
2010-01,141.489,
2010-04,146.233,
2010-07,149.413,
2010-10,154.451,
2011-01,154.794,
2011-04,155.943,
2011-07,159.237,
2011-10,158.652,
2012-01,160.756,
2012-04,161.906,
2012-07,163.067,
2012-10,160.708,
2013-01,162.885,
2013-04,165.403,
2013-07,165.467,
2013-10,167.907,
2014-01,169.325,
2014-04,169.191,
2014-07,169.675,
2014-10,170.916,
