"",BBK01.CEFF20,BBK01.CEFF20_FLAGS
"",long-term loans                                            debtor: Domestic financial corporations    creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:13,
1999-01,88.5,
1999-04,92.3,
1999-07,85.9,
1999-10,88.9,
2000-01,104.9,
2000-04,109.7,
2000-07,114.1,
2000-10,169.8,
2001-01,178.4,
2001-04,183.3,
2001-07,199.5,
2001-10,212.8,
2002-01,217.1,
2002-04,241.4,
2002-07,247.6,
2002-10,267.6,
2003-01,261.8,
2003-04,268.8,
2003-07,275.5,
2003-10,263.8,
2004-01,241.4,
2004-04,248.9,
2004-07,252.2,
2004-10,239.9,
2005-01,245.9,
2005-04,249.4,
2005-07,252.6,
2005-10,257.7,
2006-01,270.1,
2006-04,279.6,
2006-07,287.3,
2006-10,293.1,
2007-01,293.1,
2007-04,295.4,
2007-07,306.4,
2007-10,297.2,
2008-01,313.6,
2008-04,319.5,
2008-07,328.7,
2008-10,346.1,
2009-01,348.7,
2009-04,355.5,
2009-07,363.3,
2009-10,368.5,
2010-01,382.4,
2010-04,395.5,
2010-07,399.5,
2010-10,404.4,
2011-01,403.3,
2011-04,398.8,
2011-07,404.6,
2011-10,405.5,
2012-01,411.6,
2012-04,417.4,
2012-07,416.0,
2012-10,409.0,
2013-01,410.3,
2013-04,407.8,
2013-07,402.0,
2013-10,385.0,
2014-01,386.1,
2014-04,390.4,
2014-07,395.2,
