"",BBK01.OEAH02O,BBK01.OEAH02O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:48,
2002-01,4.162,
2002-04,4.135,
2002-07,4.877,
2002-10,4.586,
2003-01,4.288,
2003-04,5.965,
2003-07,4.540,
2003-10,5.154,
2004-01,4.477,
2004-04,5.232,
2004-07,4.545,
2004-10,4.398,
2005-01,25.589,
2005-04,26.843,
2005-07,27.329,
2005-10,28.055,
2006-01,28.003,
2006-04,28.756,
2006-07,27.841,
2006-10,28.752,
2007-01,27.753,
2007-04,29.609,
2007-07,29.861,
2007-10,30.171,
2008-01,29.936,
2008-04,29.385,
2008-07,29.108,
2008-10,29.365,
2009-01,31.352,
2009-04,33.464,
2009-07,35.897,
2009-10,37.983,
2010-01,38.782,
2010-04,40.722,
2010-07,43.811,
2010-10,43.584,
2011-01,43.233,
2011-04,43.891,
2011-07,43.853,
2011-10,44.412,
2012-01,44.477,
2012-04,45.292,
2012-07,47.540,
2012-10,50.320,
2013-01,50.117,
2013-04,50.925,
2013-07,51.526,
2013-10,53.576,
2014-01,53.185,
2014-04,53.933,
2014-07,56.215,
