"",BBK01.OEAE01Q,BBK01.OEAE01Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:05:18,
2002-01,24.153,
2002-04,24.594,
2002-07,24.843,
2002-10,26.292,
2003-01,25.999,
2003-04,28.621,
2003-07,28.442,
2003-10,28.457,
2004-01,27.761,
2004-04,22.671,
2004-07,22.368,
2004-10,23.420,
2005-01,23.391,
2005-04,23.430,
2005-07,23.387,
2005-10,23.224,
2006-01,23.862,
2006-04,25.048,
2006-07,24.809,
2006-10,25.728,
2007-01,26.484,
2007-04,25.654,
2007-07,24.482,
2007-10,24.443,
2008-01,22.426,
2008-04,22.148,
2008-07,22.272,
2008-10,22.073,
2009-01,21.145,
2009-04,20.445,
2009-07,21.007,
2009-10,25.522,
2010-01,21.949,
2010-04,21.871,
2010-07,19.971,
2010-10,19.907,
2011-01,19.306,
2011-04,18.842,
2011-07,17.502,
2011-10,17.540,
2012-01,17.573,
2012-04,18.279,
2012-07,18.163,
2012-10,18.998,
2013-01,19.069,
2013-04,18.796,
2013-07,18.775,
2013-10,19.517,
2014-01,19.129,
2014-04,19.259,
2014-07,19.255,
