"",BBK01.TUD430,BBK01.TUD430_FLAGS
"",Deposits of non-banks (non-MFIs) in the euro area / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:17,
1979-12,608527,
1980-01,597296,
1980-02,600749,
1980-03,599493,
1980-04,599428,
1980-05,604867,
1980-06,605437,
1980-07,606404,
1980-08,610776,
1980-09,609987,
1980-10,614054,
1980-11,628347,
1980-12,648120,
1981-01,638943,
1981-02,641710,
1981-03,637756,
1981-04,640720,
1981-05,646015,
1981-06,645927,
1981-07,645873,
1981-08,650711,
1981-09,648623,
1981-10,651360,
1981-11,662369,
1981-12,682758,
1982-01,675430,
1982-02,677842,
1982-03,675682,
1982-04,680775,
1982-05,683936,
1982-06,684091,
1982-07,681778,
1982-08,684747,
1982-09,685082,
1982-10,688599,
1982-11,696778,
1982-12,720712,
1983-01,714157,
1983-02,718393,
1983-03,715233,
1983-04,718514,
1983-05,723621,
1983-06,723788,
1983-07,724665,
1983-08,727732,
1983-09,726179,
1983-10,733770,
1983-11,741399,
1983-12,761136,
1984-01,751716,
1984-02,754697,
1984-03,751018,
1984-04,757093,
1984-05,760762,
1984-06,760431,
1984-07,761353,
1984-08,764445,
1984-09,766370,
1984-10,771787,
1984-11,781572,
1984-12,805956,
1985-01,796681,
1985-02,801424,
1985-03,797547,
1985-04,801222,
1985-05,805465,
1985-06,808518,
1985-07,808374,
1985-08,812529,
1985-09,814166,
1985-10,818375,
1985-11,828977,
1985-12,873545,
1986-01,866333,
1986-02,870307,
1986-03,868758,
1986-04,871432,
1986-05,876767,
1986-06,882081,
1986-07,882612,
1986-08,889796,
1986-09,892503,
1986-10,899477,
1986-11,914697,
1986-12,935985,
1987-01,931372,
1987-02,935454,
1987-03,933371,
1987-04,936276,
1987-05,944994,
1987-06,946093,
1987-07,945604,
1987-08,953871,
1987-09,952005,
1987-10,958419,
1987-11,973878,
1987-12,993061,
1988-01,987772,
1988-02,993429,
1988-03,985815,
1988-04,991636,
1988-05,1000406,
1988-06,1000913,
1988-07,1000082,
1988-08,1006387,
1988-09,1006186,
1988-10,1013576,
1988-11,1028275,
1988-12,1044955,
1989-01,1036288,
1989-02,1039154,
1989-03,1033321,
1989-04,1036942,
1989-05,1042209,
1989-06,1043089,
1989-07,1046778,
1989-08,1050563,
1989-09,1051333,
1989-10,1057947,
1989-11,1073116,
1989-12,1104129,
1990-01,1093652,
1990-02,1099566,
1990-03,1092437,
1990-04,1098575,
1990-05,1103182,
1990-06,1203905,
1990-07,1197589,
1990-08,1209739,
1990-09,1214279,
1990-10,1217826,
1990-11,1230754,
1990-12,1267938,
1991-01,1249779,
1991-02,1261691,
1991-03,1252113,
1991-04,1253132,
1991-05,1258269,
1991-06,1264913,
1991-07,1259540,
1991-08,1265393,
1991-09,1268217,
1991-10,1273425,
1991-11,1296182,
1991-12,1338323,
1992-01,1328505,
1992-02,1333206,
1992-03,1333483,
1992-04,1337451,
1992-05,1345547,
1992-06,1353250,
1992-07,1350473,
1992-08,1361106,
1992-09,1381194,
1992-10,1377639,
1992-11,1394263,
1992-12,1402792,
1993-01,1387638,
1993-02,1397427,
1993-03,1397465,
1993-04,1401516,
1993-05,1411885,
1993-06,1423755,
1993-07,1427178,
1993-08,1435784,
1993-09,1433162,
1993-10,1444106,
1993-11,1472504,
1993-12,1524705,
1994-01,1521604,
1994-02,1525690,
1994-03,1524137,
1994-04,1532259,
1994-05,1539995,
1994-06,1538354,
1994-07,1536432,
1994-08,1540624,
1994-09,1539203,
1994-10,1543605,
1994-11,1557152,
1994-12,1576162,
1995-01,1555420,
1995-02,1558929,
1995-03,1556183,
1995-04,1559938,
1995-05,1572529,
1995-06,1574420,
1995-07,1577221,
1995-08,1587212,
1995-09,1590425,
1995-10,1597178,
1995-11,1622396,
1995-12,1666790,
1996-01,1660291,
1996-02,1676229,
1996-03,1675290,
1996-04,1680050,
1996-05,1686485,
1996-06,1690647,
1996-07,1693576,
1996-08,1701145,
1996-09,1708698,
1996-10,1716272,
1996-11,1737305,
1996-12,1797662,
1997-01,1775067,
1997-02,1779619,
1997-03,1779087,
1997-04,1781627,
1997-05,1790184,
1997-06,1791062,
1997-07,1792642,
1997-08,1797022,
1997-09,1794936,
1997-10,1801395,
1997-11,1826129,
1997-12,1864716,
1998-01,1849237,
1998-02,1859812,
1998-03,1858218,
1998-04,1865263,
1998-05,1870814,
1998-06,1871868,
1998-07,1869677,
1998-08,1884897,
1998-09,1882017,
1998-10,1890618,
1998-11,1915908,
1998-12,1968886,
1999-01,1932116,
1999-02,1944968,
1999-03,1941306,
1999-04,1942382,
1999-05,1951803,
1999-06,1956891,
1999-07,1951666,
1999-08,1955048,
1999-09,1958570,
1999-10,1966280,
1999-11,1994438,
1999-12,2012385,
2000-01,2005372,
2000-02,2011703,
2000-03,2001927,
2000-04,2004251,
2000-05,1998179,
2000-06,1996255,
2000-07,1989825,
2000-08,1986815,
2000-09,2004415,
2000-10,2008989,
2000-11,2019718,
2000-12,2051359,
2001-01,2025908,
2001-02,2036268,
2001-03,2040394,
2001-04,2044150,
2001-05,2053834,
2001-06,2061470,
2001-07,2055102,
2001-08,2058644,
2001-09,2074607,
2001-10,2076954,
2001-11,2102656,
2001-12,2134041,
2002-01,2112230,
2002-02,2107470,
2002-03,2108482,
2002-04,2099865,
2002-05,2107149,
2002-06,2118731,
2002-07,2111944,
2002-08,2098330,
2002-09,2105110,
2002-10,2114454,
2002-11,2146528,
2002-12,2170032,
2003-01,2159121,
2003-02,2173394,
2003-03,2175265,
2003-04,2176234,
2003-05,2188869,
2003-06,2194192,
2003-07,2182450,
2003-08,2192968,
2003-09,2187800,
2003-10,2188235,
2003-11,2211180,
2003-12,2214552,
2004-01,2209459,
2004-02,2212335,
2004-03,2214317,
2004-04,2218977,
2004-05,2229373,
2004-06,2228701,
2004-07,2225545,
2004-08,2231722,
2004-09,2237624,
2004-10,2237112,
2004-11,2257317,
2004-12,2264206,
2005-01,2275054,
2005-02,2278381,
2005-03,2271612,
2005-04,2278673,
2005-05,2285393,
2005-06,2288491,
2005-07,2288724,
2005-08,2290086,
2005-09,2296092,
2005-10,2297999,
2005-11,2315225,
2005-12,2329137,
2006-01,2334006,
2006-02,2331165,
2006-03,2340792,
2006-04,2364694,
2006-05,2370378,
2006-06,2380723,
2006-07,2375829,
2006-08,2382287,
2006-09,2392269,
2006-10,2388614,
2006-11,2423087,
2006-12,2449152,
2007-01,2444791,
2007-02,2447046,
2007-03,2455804,
2007-04,2469873,
2007-05,2485391,
2007-06,2506842,
2007-07,2508157,
2007-08,2523941,
2007-09,2551424,
2007-10,2548541,
2007-11,2592044,
2007-12,2633565,
2008-01,2628106,
2008-02,2638357,
2008-03,2644665,
2008-04,2649408,
2008-05,2670557,
2008-06,2670757,
2008-07,2675931,
2008-08,2688094,
2008-09,2697963,
2008-10,2734657,
2008-11,2757197,
2008-12,2798182,
2009-01,2817104,
2009-02,2821554,
2009-03,2805606,
2009-04,2823770,
2009-05,2824093,
2009-06,2832351,
2009-07,2816233,
2009-08,2808116,
2009-09,2806805,
2009-10,2810360,
2009-11,2823555,
2009-12,2818044,
2010-01,2826258,
2010-02,2828876,
2010-03,2815759,
2010-04,2836058,
2010-05,2840929,
2010-06,2841512,
2010-07,2839176,
2010-08,2856087,
2010-09,2849540,
2010-10,2872780,
2010-11,2924776,
2010-12,2925838,
2011-01,2937634,
2011-02,2930788,
2011-03,2928282,
2011-04,2936696,
2011-05,2950685,
2011-06,2958992,
2011-07,2966098,
2011-08,2988410,
2011-09,3007450,
2011-10,3008467,
2011-11,3028615,
2011-12,3033389,
2012-01,3038624,
2012-02,3046185,
2012-03,3037737,
2012-04,3052167,
2012-05,3069618,
2012-06,3091117,
2012-07,3084908,
2012-08,3092674,
2012-09,3100050,
2012-10,3099454,
2012-11,3114878,
2012-12,3091399,
2013-01,3090129,
2013-02,3081225,
2013-03,3082252,
2013-04,3083564,
2013-05,3100005,
2013-06,3104905,
2013-07,3097784,
2013-08,3101362,
2013-09,3101701,
2013-10,3101541,
2013-11,3123782,
2013-12,3130473,
2014-01,3126917,
2014-02,3137800,
2014-03,3131273,
2014-04,3137717,
2014-05,3157417,
2014-06,3146914,
2014-07,3154604,
2014-08,3170560,
2014-09,3172574,
2014-10,3177648,
2014-11,3198008,
2014-12,3197661,
2015-01,3214949,
