"",BBK01.CEF740,BBK01.CEF740_FLAGS
"",Other accounts payable                      debtor: Central bank                                                   creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:02,
1999-01,16.2,
1999-04,8.9,
1999-07,9.9,
1999-10,11.7,
2000-01,13.0,
2000-04,11.1,
2000-07,13.5,
2000-10,16.1,
2001-01,19.1,
2001-04,13.4,
2001-07,15.2,
2001-10,16.9,
2002-01,29.7,
2002-04,18.0,
2002-07,19.1,
2002-10,19.7,
2003-01,11.7,
2003-04,12.1,
2003-07,12.6,
2003-10,10.4,
2004-01,10.8,
2004-04,11.3,
2004-07,12.0,
2004-10,9.7,
2005-01,9.3,
2005-04,10.2,
2005-07,11.0,
2005-10,11.3,
2006-01,9.4,
2006-04,10.5,
2006-07,11.8,
2006-10,12.9,
2007-01,10.1,
2007-04,12.4,
2007-07,13.6,
2007-10,13.1,
2008-01,10.7,
2008-04,12.5,
2008-07,15.1,
2008-10,16.9,
2009-01,11.6,
2009-04,12.4,
2009-07,13.2,
2009-10,13.5,
2010-01,10.3,
2010-04,11.2,
2010-07,12.4,
2010-10,13.0,
2011-01,11.7,
2011-04,12.7,
2011-07,14.3,
2011-10,16.3,
2012-01,16.8,
2012-04,19.2,
2012-07,21.4,
2012-10,23.5,
2013-01,24.3,
2013-04,25.4,
2013-07,26.6,
2013-10,26.7,
2014-01,23.5,
2014-04,24.3,
2014-07,24.9,
