"",BBK01.OUC405,BBK01.OUC405_FLAGS
"",Balances and loans to foreign banks (MFIs) / medium-term / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:46:54,
1999-01,7.326,
1999-02,7.600,
1999-03,8.388,
1999-04,8.898,
1999-05,9.724,
1999-06,9.967,
1999-07,10.038,
1999-08,10.226,
1999-09,9.720,
1999-10,9.433,
1999-11,9.632,
1999-12,10.622,
2000-01,10.765,
2000-02,11.296,
2000-03,12.716,
2000-04,13.072,
2000-05,11.162,
2000-06,11.645,
2000-07,12.571,
2000-08,12.735,
2000-09,13.735,
2000-10,13.933,
2000-11,13.211,
2000-12,11.875,
2001-01,10.585,
2001-02,10.111,
2001-03,9.998,
2001-04,9.015,
2001-05,8.703,
2001-06,10.479,
2001-07,9.961,
2001-08,10.077,
2001-09,10.240,
2001-10,10.261,
2001-11,11.074,
2001-12,11.784,
2002-01,12.359,
2002-02,14.324,
2002-03,13.709,
2002-04,14.246,
2002-05,13.563,
2002-06,13.071,
2002-07,13.293,
2002-08,15.469,
2002-09,15.433,
2002-10,15.871,
2002-11,18.651,
2002-12,18.578,
2003-01,18.512,
2003-02,16.517,
2003-03,17.950,
2003-04,18.577,
2003-05,18.273,
2003-06,17.849,
2003-07,17.702,
2003-08,19.269,
2003-09,19.829,
2003-10,19.447,
2003-11,18.105,
2003-12,19.142,
2004-01,18.734,
2004-02,18.751,
2004-03,17.742,
2004-04,18.234,
2004-05,16.005,
2004-06,16.431,
2004-07,18.968,
2004-08,18.798,
2004-09,18.438,
2004-10,17.911,
2004-11,17.477,
2004-12,19.778,
2005-01,21.059,
2005-02,24.181,
2005-03,25.907,
2005-04,27.749,
2005-05,28.311,
2005-06,29.309,
2005-07,29.315,
2005-08,30.298,
2005-09,32.549,
2005-10,32.177,
2005-11,29.021,
2005-12,29.151,
2006-01,27.461,
2006-02,28.100,
2006-03,32.284,
2006-04,31.844,
2006-05,33.873,
2006-06,35.868,
2006-07,37.768,
2006-08,37.564,
2006-09,39.501,
2006-10,40.801,
2006-11,42.104,
2006-12,46.698,
2007-01,47.838,
2007-02,47.220,
2007-03,47.683,
2007-04,48.584,
2007-05,47.276,
2007-06,47.414,
2007-07,46.808,
2007-08,46.306,
2007-09,48.506,
2007-10,51.573,
2007-11,50.961,
2007-12,46.447,
2008-01,46.027,
2008-02,46.234,
2008-03,48.520,
2008-04,48.293,
2008-05,50.084,
2008-06,54.630,
2008-07,56.943,
2008-08,64.187,
2008-09,74.048,
2008-10,80.586,
2008-11,80.446,
2008-12,75.894,
2009-01,79.757,
2009-02,79.181,
2009-03,76.484,
2009-04,75.445,
2009-05,73.343,
2009-06,73.884,
2009-07,70.346,
2009-08,68.378,
2009-09,61.499,
2009-10,60.636,
2009-11,64.082,
2009-12,61.280,
2010-01,57.896,
2010-02,57.396,
2010-03,59.928,
2010-04,58.285,
2010-05,60.361,
2010-06,55.581,
2010-07,51.974,
2010-08,52.182,
2010-09,45.953,
2010-10,42.676,
2010-11,44.979,
2010-12,43.557,
2011-01,42.457,
2011-02,43.140,
2011-03,37.086,
2011-04,37.184,
2011-05,37.250,
2011-06,38.029,
2011-07,40.714,
2011-08,46.571,
2011-09,47.729,
2011-10,48.155,
2011-11,49.087,
2011-12,50.340,
2012-01,48.899,
2012-02,47.037,
2012-03,45.501,
2012-04,45.812,
2012-05,46.559,
2012-06,45.728,
2012-07,45.767,
2012-08,44.575,
2012-09,41.478,
2012-10,42.238,
2012-11,43.348,
2012-12,43.775,
2013-01,45.373,
2013-02,47.407,
2013-03,49.395,
2013-04,50.070,
2013-05,51.313,
2013-06,52.494,
2013-07,52.301,
2013-08,54.585,
2013-09,54.225,
2013-10,53.694,
2013-11,53.321,
2013-12,47.744,
2014-01,48.297,
2014-02,47.580,
2014-03,51.763,
2014-04,49.750,
2014-05,51.551,
2014-06,50.142,
2014-07,48.474,
2014-08,50.430,
2014-09,59.715,
2014-10,62.140,
2014-11,62.677,
2014-12,74.298,Provisional value
