"",BBK01.OUB381,BBK01.OUB381_FLAGS
"",Money market paper issued by foreign general government / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:01:02,
1999-01,6.703,
1999-02,5.031,
1999-03,5.646,
1999-04,5.496,
1999-05,4.592,
1999-06,3.748,
1999-07,3.417,
1999-08,5.177,
1999-09,6.109,
1999-10,6.095,
1999-11,5.838,
1999-12,5.999,
2000-01,5.680,
2000-02,6.186,
2000-03,5.649,
2000-04,5.941,
2000-05,4.619,
2000-06,5.062,
2000-07,5.231,
2000-08,5.503,
2000-09,4.253,
2000-10,4.263,
2000-11,3.771,
2000-12,3.727,
2001-01,4.653,
2001-02,4.144,
2001-03,3.723,
2001-04,4.129,
2001-05,4.282,
2001-06,3.328,
2001-07,3.373,
2001-08,3.423,
2001-09,3.547,
2001-10,3.778,
2001-11,3.400,
2001-12,4.263,
2002-01,3.242,
2002-02,4.481,
2002-03,5.682,
2002-04,6.241,
2002-05,5.396,
2002-06,4.129,
2002-07,3.942,
2002-08,6.618,
2002-09,7.503,
2002-10,7.598,
2002-11,8.027,
2002-12,8.023,
2003-01,8.751,
2003-02,7.836,
2003-03,5.506,
2003-04,5.692,
2003-05,5.055,
2003-06,5.229,
2003-07,5.257,
2003-08,6.016,
2003-09,5.759,
2003-10,6.255,
2003-11,5.097,
2003-12,4.327,
2004-01,3.824,
2004-02,4.023,
2004-03,3.099,
2004-04,3.386,
2004-05,3.227,
2004-06,5.670,
2004-07,7.841,
2004-08,10.297,
2004-09,9.018,
2004-10,9.288,
2004-11,9.542,
2004-12,9.020,
2005-01,8.284,
2005-02,5.837,
2005-03,3.539,
2005-04,4.848,
2005-05,3.048,
2005-06,2.738,
2005-07,2.374,
2005-08,3.640,
2005-09,3.708,
2005-10,3.919,
2005-11,6.714,
2005-12,8.497,
2006-01,8.088,
2006-02,5.527,
2006-03,5.155,
2006-04,6.319,
2006-05,5.626,
2006-06,6.893,
2006-07,7.845,
2006-08,8.608,
2006-09,6.782,
2006-10,7.362,
2006-11,6.807,
2006-12,4.321,
2007-01,5.330,
2007-02,5.836,
2007-03,5.950,
2007-04,5.736,
2007-05,6.071,
2007-06,4.930,
2007-07,3.089,
2007-08,2.810,
2007-09,2.809,
2007-10,3.096,
2007-11,1.967,
2007-12,2.037,
2008-01,4.072,
2008-02,3.510,
2008-03,4.030,
2008-04,3.608,
2008-05,4.372,
2008-06,3.974,
2008-07,3.732,
2008-08,3.826,
2008-09,1.490,
2008-10,2.276,
2008-11,0.944,
2008-12,0.529,
2009-01,1.419,
2009-02,2.945,
2009-03,1.419,
2009-04,1.779,
2009-05,2.161,
2009-06,0.973,
2009-07,3.777,
2009-08,3.004,
2009-09,2.001,
2009-10,4.988,
2009-11,4.662,
2009-12,1.362,
2010-01,4.163,
2010-02,3.475,
2010-03,3.529,
2010-04,4.228,
2010-05,3.702,
2010-06,4.963,
2010-07,7.580,
2010-08,6.499,
2010-09,8.074,
2010-10,10.587,
2010-11,6.629,
2010-12,5.075,
2011-01,8.902,
2011-02,8.053,
2011-03,8.859,
2011-04,10.051,
2011-05,12.026,
2011-06,9.758,
2011-07,11.828,
2011-08,14.275,
2011-09,12.196,
2011-10,14.251,
2011-11,5.398,
2011-12,3.045,
2012-01,5.158,
2012-02,3.774,
2012-03,4.221,
2012-04,2.792,
2012-05,2.930,
2012-06,2.327,
2012-07,1.996,
2012-08,2.133,
2012-09,2.799,
2012-10,3.168,
2012-11,1.519,
2012-12,2.118,
2013-01,3.477,
2013-02,2.290,
2013-03,1.119,
2013-04,1.089,
2013-05,2.682,
2013-06,2.331,
2013-07,2.574,
2013-08,5.044,
2013-09,1.840,
2013-10,2.862,
2013-11,2.653,
2013-12,1.119,
2014-01,1.328,
2014-02,1.505,
2014-03,2.397,
2014-04,3.317,
2014-05,2.889,
2014-06,2.898,
2014-07,3.813,
2014-08,3.332,
2014-09,2.705,
2014-10,3.096,
2014-11,3.203,
2014-12,0.642,Provisional value
