"",BBK01.OELB13H,BBK01.OELB13H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:24,
2002-01,21.017,
2002-04,21.022,
2002-07,20.933,
2002-10,20.780,
2003-01,20.534,
2003-04,20.518,
2003-07,20.504,
2003-10,20.252,
2004-01,19.941,
2004-04,20.011,
2004-07,20.030,
2004-10,19.833,
2005-01,19.664,
2005-04,19.612,
2005-07,19.638,
2005-10,19.575,
2006-01,19.425,
2006-04,19.442,
2006-07,19.497,
2006-10,19.344,
2007-01,19.217,
2007-04,19.403,
2007-07,19.407,
2007-10,19.532,
2008-01,19.448,
2008-04,19.664,
2008-07,19.849,
2008-10,19.920,
2009-01,19.867,
2009-04,20.177,
2009-07,20.560,
2009-10,20.896,
2010-01,21.025,
2010-04,21.724,
2010-07,21.941,
2010-10,22.032,
2011-01,22.115,
2011-04,22.490,
2011-07,22.659,
2011-10,22.819,
2012-01,22.911,
2012-04,26.065,
2012-07,25.861,
2012-10,25.909,
2013-01,25.842,
2013-04,26.053,
2013-07,26.290,
2013-10,26.315,
2014-01,26.319,
2014-04,26.546,
2014-07,26.805,
