"",BBK01.OUL250,BBK01.OUL250_FLAGS
"",Savings deposits of foreign non-banks (non-MFIs) / At three months' notice / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:11:11,
1968-12,0.026,
1969-01,0.025,
1969-02,0.025,
1969-03,0.025,
1969-04,0.026,
1969-05,0.026,
1969-06,0.026,
1969-07,0.026,
1969-08,0.026,
1969-09,0.026,
1969-10,0.026,
1969-11,0.025,
1969-12,0.027,
1970-01,0.027,
1970-02,0.026,
1970-03,0.026,
1970-04,0.026,
1970-05,0.026,
1970-06,0.026,
1970-07,0.026,
1970-08,0.026,
1970-09,0.027,
1970-10,0.027,
1970-11,0.028,
1970-12,0.028,
1971-01,0.029,
1971-02,0.029,
1971-03,0.030,
1971-04,0.030,
1971-05,0.030,
1971-06,0.031,
1971-07,0.031,
1971-08,0.031,
1971-09,0.031,
1971-10,0.032,
1971-11,0.032,
1971-12,0.033,
1972-01,0.034,
1972-02,0.034,
1972-03,0.034,
1972-04,0.034,
1972-05,0.034,
1972-06,0.034,
1972-07,0.034,
1972-08,0.034,
1972-09,0.034,
1972-10,0.034,
1972-11,0.035,
1972-12,0.035,
1973-01,0.035,
1973-02,0.036,
1973-03,0.035,
1973-04,0.035,
1973-05,0.035,
1973-06,0.035,
1973-07,0.034,
1973-08,0.033,
1973-09,0.032,
1973-10,0.033,
1973-11,0.033,
1973-12,0.034,
1974-01,0.033,
1974-02,0.034,
1974-03,0.034,
1974-04,0.034,
1974-05,0.034,
1974-06,0.035,
1974-07,0.034,
1974-08,0.035,
1974-09,0.036,
1974-10,0.036,
1974-11,0.037,
1974-12,0.040,
1975-01,0.041,
1975-02,0.042,
1975-03,0.042,
1975-04,0.043,
1975-05,0.043,
1975-06,0.043,
1975-07,0.044,
1975-08,0.045,
1975-09,0.046,
1975-10,0.046,
1975-11,0.047,
1975-12,0.050,
1976-01,0.051,
1976-02,0.053,
1976-03,0.053,
1976-04,0.055,
1976-05,0.057,
1976-06,0.059,
1976-07,0.059,
1976-08,0.061,
1976-09,0.062,
1976-10,0.063,
1976-11,0.064,
1976-12,0.067,
1977-01,0.068,
1977-02,0.070,
1977-03,0.070,
1977-04,0.071,
1977-05,0.072,
1977-06,0.073,
1977-07,0.075,
1977-08,0.076,
1977-09,0.078,
1977-10,0.080,
1977-11,0.081,
1977-12,0.087,
1978-01,0.088,
1978-02,0.088,
1978-03,0.088,
1978-04,0.087,
1978-05,0.087,
1978-06,0.089,
1978-07,0.090,
1978-08,0.093,
1978-09,0.096,
1978-10,0.099,
1978-11,0.102,
1978-12,0.106,
1979-01,0.106,
1979-02,0.107,
1979-03,0.107,
1979-04,0.106,
1979-05,0.107,
1979-06,0.109,
1979-07,0.108,
1979-08,0.109,
1979-09,0.110,
1979-10,0.110,
1979-11,0.111,
1979-12,0.117,
1980-01,0.118,
1980-02,0.118,
1980-03,0.119,
1980-04,0.119,
1980-05,0.120,
1980-06,0.123,
1980-07,0.125,
1980-08,0.127,
1980-09,0.130,
1980-10,0.132,
1980-11,0.133,
1980-12,0.145,
1981-01,0.143,
1981-02,0.142,
1981-03,0.141,
1981-04,0.141,
1981-05,0.142,
1981-06,0.141,
1981-07,0.142,
1981-08,0.142,
1981-09,0.145,
1981-10,0.147,
1981-11,0.149,
1981-12,0.160,
1982-01,0.162,
1982-02,0.164,
