"",BBNZ1.Q.DE.N.H.0056.A,BBNZ1.Q.DE.N.H.0056.A_FLAGS
"",Germany / National accounts / Origin of GDP / Construction / Chain-linked index,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-24 08:20:24,
1991-01,98.99,
1991-04,129.59,
1991-07,136.78,
1991-10,140.64,
1992-01,109.64,
1992-04,136.95,
1992-07,143.58,
1992-10,151.87,
1993-01,108.70,
1993-04,138.07,
1993-07,146.68,
1993-10,147.54,
1994-01,114.92,
1994-04,145.85,
1994-07,152.09,
1994-10,158.18,
1995-01,114.96,
1995-04,143.69,
1995-07,146.72,
1995-10,147.18,
1996-01,98.31,
1996-04,137.44,
1996-07,143.66,
1996-10,144.28,
1997-01,98.25,
1997-04,135.28,
1997-07,139.29,
1997-10,140.70,
1998-01,103.44,
1998-04,125.87,
1998-07,133.71,
1998-10,134.52,
1999-01,97.20,
1999-04,123.83,
1999-07,134.26,
1999-10,138.43,
2000-01,101.95,
2000-04,122.55,
2000-07,128.91,
2000-10,130.58,
2001-01,93.14,
2001-04,114.04,
2001-07,121.83,
2001-10,125.09,
2002-01,88.43,
2002-04,110.52,
2002-07,119.18,
2002-10,118.38,
2003-01,80.36,
2003-04,104.94,
2003-07,115.63,
2003-10,115.28,
2004-01,80.55,
2004-04,102.51,
2004-07,109.06,
2004-10,111.34,
2005-01,71.24,
2005-04,99.40,
2005-07,107.39,
2005-10,108.66,
2006-01,69.31,
2006-04,96.28,
2006-07,106.60,
2006-10,113.33,
2007-01,76.31,
2007-04,94.25,
2007-07,103.43,
2007-10,109.06,
2008-01,75.98,
2008-04,97.34,
2008-07,102.97,
2008-10,106.23,
2009-01,70.72,
2009-04,92.88,
2009-07,102.09,
2009-10,105.81,
2010-01,74.26,
2010-04,104.48,
2010-07,110.68,
2010-10,110.58,
2011-01,81.90,
2011-04,104.90,
2011-07,111.50,
2011-10,117.65,
2012-01,85.33,
2012-04,105.24,
2012-07,112.09,
2012-10,113.70,
2013-01,79.46,
2013-04,104.83,
2013-07,114.08,
2013-10,116.73,
2014-01,88.85,
2014-04,107.08,
2014-07,114.78,
2014-10,119.67,
