"",BBK01.TUE323,BBK01.TUE323_FLAGS
"",Deposits of general government / Central governments / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:08,
1997-09,151138,
1997-10,150948,
1997-11,142500,
1997-12,153869,
1998-01,146449,
1998-02,159859,
1998-03,139418,
1998-04,141148,
1998-05,134742,
1998-06,147435,
1998-07,156225,
1998-08,164578,
1998-09,156418,
1998-10,155115,
1998-11,148304,
1998-12,149788,
1999-01,132409,
1999-02,141340,
1999-03,133430,
1999-04,115862,
1999-05,120781,
1999-06,125014,
1999-07,135022,
1999-08,137967,
1999-09,133279,
1999-10,135109,
1999-11,146100,
1999-12,141981,
2000-01,133662,
2000-02,144584,
2000-03,130174,
2000-04,131727,
2000-05,113861,
2000-06,145964,
2000-07,134637,
2000-08,140471,
2000-09,159221,
2000-10,172392,
2000-11,168750,
2000-12,164496,
2001-01,147096,
2001-02,155576,
2001-03,150349,
2001-04,152513,
2001-05,146873,
2001-06,165490,
2001-07,155518,
2001-08,152405,
2001-09,147838,
2001-10,153276,
2001-11,150245,
2001-12,139028,
2002-01,148871,
2002-02,155743,
2002-03,157473,
2002-04,157517,
2002-05,148979,
2002-06,155002,
2002-07,151918,
2002-08,140954,
2002-09,146309,
2002-10,151822,
2002-11,147454,
2002-12,136410,
2003-01,154706,
2003-02,175843,
2003-03,176185,
2003-04,159714,
2003-05,170084,
2003-06,200288,
2003-07,173015,
2003-08,163021,
2003-09,183885,
2003-10,165836,
2003-11,180421,
2003-12,155745,
2004-01,174067,
2004-02,192998,
2004-03,183806,
2004-04,179576,
2004-05,195089,
2004-06,223744,
2004-07,201515,
2004-08,192984,
2004-09,204086,
2004-10,197427,
2004-11,182835,
2004-12,162402,
2005-01,180564,
2005-02,210079,
2005-03,187413,
2005-04,180895,
2005-05,173499,
2005-06,211379,
2005-07,210676,
2005-08,166645,
2005-09,182311,
2005-10,179269,
2005-11,184994,
2005-12,173364,
2006-01,191449,
2006-02,199479,
2006-03,192977,
2006-04,182443,
2006-05,167002,
2006-06,207310,
2006-07,194217,
2006-08,184701,
2006-09,202686,
2006-10,192908,
2006-11,193732,
2006-12,157933,
2007-01,170250,
2007-02,189226,
2007-03,183689,
2007-04,173826,
2007-05,199780,
2007-06,220838,
2007-07,180034,
2007-08,173688,
2007-09,195756,
2007-10,184179,
2007-11,199561,
2007-12,150677,
2008-01,168710,
2008-02,188823,
2008-03,199764,
2008-04,197388,
2008-05,173723,
2008-06,211067,
2008-07,180714,
2008-08,186584,
2008-09,191083,
2008-10,261601,
2008-11,332448,
2008-12,262331,
2009-01,328082,
2009-02,339741,
2009-03,351943,
2009-04,337469,
2009-05,331718,
2009-06,354192,
2009-07,298380,
2009-08,274624,
2009-09,295303,
2009-10,317608,
2009-11,304153,
2009-12,249573,
2010-01,279557,
2010-02,275949,
2010-03,270073,
2010-04,250274,
2010-05,284215,
2010-06,304548,
2010-07,282248,
2010-08,262113,
2010-09,265466,
2010-10,343745,
2010-11,360847,
2010-12,264176,
2011-01,316538,
2011-02,330041,
2011-03,296559,
2011-04,304375,
2011-05,287420,
2011-06,338956,
2011-07,316967,
2011-08,256570,
2011-09,261474,
2011-10,261945,
2011-11,266122,
2011-12,259256,
2012-01,319187,
2012-02,342225,
2012-03,328451,
2012-04,289861,
2012-05,316076,
2012-06,333312,
2012-07,300705,
2012-08,261255,
2012-09,294515,
2012-10,271713,
2012-11,312255,
2012-12,250989,
2013-01,284866,
2013-02,290541,
2013-03,301182,
2013-04,250668,
2013-05,313174,
2013-06,343472,
2013-07,317367,
2013-08,261708,
2013-09,272912,
2013-10,245196,
2013-11,263575,
2013-12,214768,
2014-01,236432,
2014-02,272491,
2014-03,267173,
2014-04,256503,
2014-05,289575,
2014-06,315945,
2014-07,292846,
2014-08,246434,
2014-09,240635,
2014-10,236184,
2014-11,262152,
2014-12,217911,
2015-01,299694,
