"",BBK01.OUG149,BBK01.OUG149_FLAGS
"",Domestic securities / Corporate debt securities (non-MFIs) / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:50:34,
1965-01,0.414,
1965-02,0.460,
1965-03,0.468,
1965-04,0.473,
1965-05,0.473,
1965-06,0.447,
1965-07,0.451,
1965-08,0.446,
1965-09,0.447,
1965-10,0.409,
1965-11,0.396,
1965-12,0.407,
1966-01,0.350,
1966-02,0.363,
1966-03,0.360,
1966-04,0.353,
1966-05,0.344,
1966-06,0.338,
1966-07,0.313,
1966-08,0.310,
1966-09,0.313,
1966-10,0.307,
1966-11,0.320,
1966-12,0.347,
1967-01,0.399,
1967-02,0.402,
1967-03,0.386,
1967-04,0.394,
1967-05,0.373,
1967-06,0.384,
1967-07,0.393,
1967-08,0.404,
1967-09,0.396,
1967-10,0.428,
1967-11,0.435,
1967-12,0.423,
1968-01,0.446,
1968-02,0.418,
1968-03,0.409,
1968-04,0.416,
1968-05,0.459,
1968-06,0.507,
1968-07,0.542,
1968-08,0.563,
1968-09,0.569,
1968-10,0.566,
1968-11,0.547,
1968-12,0.587,
1969-01,0.502,
1969-02,0.562,
1969-03,0.574,
1969-04,0.593,
1969-05,0.603,
1969-06,0.587,
1969-07,0.638,
1969-08,0.642,
1969-09,0.665,
1969-10,0.691,
1969-11,0.666,
1969-12,0.633,
1970-01,0.613,
1970-02,0.604,
1970-03,0.587,
1970-04,0.581,
1970-05,0.583,
1970-06,0.555,
1970-07,0.574,
1970-08,0.547,
1970-09,0.556,
1970-10,0.523,
1970-11,0.537,
1970-12,0.610,
1971-01,0.572,
1971-02,0.577,
1971-03,0.481,
1971-04,0.379,
1971-05,0.394,
1971-06,0.331,
1971-07,0.335,
1971-08,0.394,
1971-09,0.398,
1971-10,0.482,
1971-11,0.445,
1971-12,0.483,
1972-01,0.472,
1972-02,0.482,
1972-03,0.497,
1972-04,0.465,
1972-05,0.458,
1972-06,0.401,
1972-07,0.442,
1972-08,0.424,
1972-09,0.409,
1972-10,0.376,
1972-11,0.392,
1972-12,0.381,
1973-01,0.387,
1973-02,0.420,
1973-03,0.431,
1973-04,0.420,
1973-05,0.394,
1973-06,0.364,
1973-07,0.369,
1973-08,0.445,
1973-09,0.401,
1973-10,0.478,
1973-11,0.481,
1973-12,0.499,
1974-01,0.526,
1974-02,0.520,
1974-03,0.503,
1974-04,0.478,
1974-05,0.476,
1974-06,0.520,
1974-07,0.509,
1974-08,0.508,
1974-09,0.516,
1974-10,0.487,
1974-11,0.545,
1974-12,0.509,
1975-01,0.519,
1975-02,0.467,
1975-03,0.432,
1975-04,0.450,
1975-05,0.418,
1975-06,0.381,
1975-07,0.354,
1975-08,0.325,
1975-09,0.242,
1975-10,0.215,
1975-11,0.232,
1975-12,0.211,
1976-01,0.243,
1976-02,0.230,
1976-03,0.254,
1976-04,0.254,
1976-05,0.263,
1976-06,0.241,
1976-07,0.255,
1976-08,0.286,
1976-09,0.293,
1976-10,0.401,
1976-11,0.545,
1976-12,0.571,
1977-01,0.594,
1977-02,0.546,
1977-03,0.527,
1977-04,0.630,
1977-05,0.583,
1977-06,0.573,
1977-07,0.643,
1977-08,0.701,
1977-09,0.681,
1977-10,0.662,
1977-11,0.671,
1977-12,0.673,
1978-01,0.641,
1978-02,0.612,
1978-03,0.543,
1978-04,0.564,
1978-05,0.599,
1978-06,0.603,
1978-07,0.454,
1978-08,0.464,
1978-09,0.466,
1978-10,0.490,
1978-11,0.454,
1978-12,0.458,
1979-01,0.473,
1979-02,0.426,
1979-03,0.416,
1979-04,0.417,
1979-05,0.432,
1979-06,0.464,
1979-07,0.430,
1979-08,0.448,
1979-09,0.419,
1979-10,0.420,
1979-11,0.436,
1979-12,0.435,
1980-01,0.365,
1980-02,0.427,
1980-03,0.414,
1980-04,0.423,
1980-05,0.423,
1980-06,0.482,
1980-07,0.462,
1980-08,0.544,
1980-09,0.554,
1980-10,0.661,
1980-11,0.685,
1980-12,0.673,
1981-01,0.687,
1981-02,0.693,
1981-03,0.648,
1981-04,0.654,
1981-05,0.693,
1981-06,0.659,
1981-07,0.659,
1981-08,0.730,
1981-09,0.719,
1981-10,0.831,
1981-11,0.753,
1981-12,0.724,
1982-01,0.741,
1982-02,0.717,
1982-03,0.718,
1982-04,0.728,
1982-05,0.744,
1982-06,0.825,
1982-07,0.772,
1982-08,0.733,
1982-09,0.792,
1982-10,0.811,
1982-11,0.785,
1982-12,0.734,
1983-01,0.736,
1983-02,0.726,
1983-03,0.758,
1983-04,0.722,
1983-05,0.732,
1983-06,0.722,
1983-07,0.724,
1983-08,0.720,
1983-09,0.767,
1983-10,0.740,
1983-11,0.727,
1983-12,0.750,
1984-01,0.719,
1984-02,0.712,
1984-03,0.772,
1984-04,0.779,
1984-05,0.791,
1984-06,0.773,
1984-07,0.760,
1984-08,0.769,
1984-09,0.787,
1984-10,0.667,
1984-11,0.570,
1984-12,0.561,
1985-01,0.654,
1985-02,0.658,
1985-03,0.674,
1985-04,0.731,
1985-05,0.726,
1985-06,0.701,
1985-07,0.672,
1985-08,0.615,
1985-09,0.723,
1985-10,0.794,
1985-11,0.718,
1985-12,0.810,
1986-01,0.828,
1986-02,0.742,
1986-03,0.703,
1986-04,0.691,
1986-05,0.636,
1986-06,0.809,
1986-07,0.768,
1986-08,0.725,
1986-09,0.704,
1986-10,0.716,
1986-11,0.752,
1986-12,0.712,
1987-01,0.665,
1987-02,0.814,
1987-03,0.757,
1987-04,0.754,
1987-05,0.725,
1987-06,0.803,
1987-07,0.799,
1987-08,0.887,
1987-09,0.904,
1987-10,0.865,
1987-11,0.899,
1987-12,1.010,
1988-01,0.949,
1988-02,0.953,
1988-03,0.886,
1988-04,0.996,
1988-05,0.984,
1988-06,0.984,
1988-07,1.000,
1988-08,0.998,
1988-09,1.060,
1988-10,1.071,
1988-11,1.190,
1988-12,1.150,
1989-01,1.112,
1989-02,1.127,
1989-03,1.131,
1989-04,1.182,
1989-05,1.146,
1989-06,1.128,
1989-07,1.094,
1989-08,1.076,
1989-09,1.055,
1989-10,1.071,
1989-11,1.051,
1989-12,1.042,
1990-01,0.955,
1990-02,0.940,
1990-03,1.183,
1990-04,1.204,
1990-05,1.296,
1990-06,1.351,
1990-07,1.274,
1990-08,1.294,
1990-09,1.259,
1990-10,1.257,
1990-11,1.255,
1990-12,1.225,
1991-01,1.176,
1991-02,1.130,
1991-03,1.123,
1991-04,1.152,
1991-05,1.107,
1991-06,1.182,
1991-07,1.171,
1991-08,1.174,
1991-09,1.328,
1991-10,1.325,
1991-11,1.262,
1991-12,1.311,
1992-01,1.282,
1992-02,1.615,
1992-03,1.658,
1992-04,1.624,
1992-05,1.617,
1992-06,1.786,
1992-07,1.572,
1992-08,1.679,
1992-09,1.550,
1992-10,2.047,
1992-11,2.285,
1992-12,2.554,
1993-01,3.430,
1993-02,3.245,
1993-03,3.732,
1993-04,4.081,
1993-05,3.798,
1993-06,3.908,
1993-07,4.057,
1993-08,3.612,
1993-09,3.550,
1993-10,4.348,
1993-11,3.912,
1993-12,3.810,
1994-01,3.910,
1994-02,4.333,
1994-03,4.534,
1994-04,4.838,
1994-05,4.904,
1994-06,4.906,
1994-07,5.514,
1994-08,5.794,
1994-09,5.623,
1994-10,5.767,
1994-11,5.584,
1994-12,5.907,
1995-01,5.374,
1995-02,5.049,
1995-03,4.477,
1995-04,4.273,
1995-05,4.023,
1995-06,4.446,
1995-07,4.049,
1995-08,3.888,
1995-09,3.843,
1995-10,4.090,
1995-11,3.738,
1995-12,3.580,
1996-01,3.921,
1996-02,3.690,
1996-03,3.868,
1996-04,3.898,
1996-05,4.092,
1996-06,3.911,
1996-07,4.170,
1996-08,4.034,
1996-09,4.303,
1996-10,4.323,
1996-11,4.431,
1996-12,3.996,
1997-01,4.532,
1997-02,4.663,
1997-03,4.792,
1997-04,4.499,
1997-05,4.718,
1997-06,4.945,
1997-07,4.926,
1997-08,4.700,
1997-09,4.963,
1997-10,4.681,
1997-11,4.865,
1997-12,4.325,
1998-01,4.366,
1998-02,4.415,
1998-03,4.308,
1998-04,4.547,
1998-05,4.741,
1998-06,4.558,
1998-07,4.769,
1998-08,4.714,
1998-09,4.198,
1998-10,4.461,
1998-11,4.222,
1998-12,3.795,
1999-01,2.787,
1999-02,2.747,
1999-03,3.630,
1999-04,3.553,
1999-05,3.670,
1999-06,3.593,
1999-07,3.440,
1999-08,3.538,
1999-09,3.318,
1999-10,3.712,
1999-11,3.836,
1999-12,3.581,
2000-01,3.694,
2000-02,3.786,
2000-03,3.586,
2000-04,3.719,
2000-05,4.016,
2000-06,3.826,
2000-07,3.868,
2000-08,3.981,
2000-09,3.998,
2000-10,3.926,
2000-11,4.077,
2000-12,3.929,
2001-01,3.399,
2001-02,3.463,
2001-03,3.331,
2001-04,3.338,
2001-05,3.500,
2001-06,3.400,
2001-07,3.149,
2001-08,3.372,
2001-09,3.273,
2001-10,2.959,
2001-11,2.987,
2001-12,3.034,
2002-01,2.947,
2002-02,2.854,
2002-03,3.031,
2002-04,3.214,
2002-05,3.174,
2002-06,3.135,
2002-07,3.135,
2002-08,2.647,
2002-09,2.802,
2002-10,2.666,
2002-11,2.573,
2002-12,2.390,
2003-01,2.295,
2003-02,2.677,
2003-03,2.630,
2003-04,2.606,
2003-05,2.123,
2003-06,2.596,
2003-07,2.568,
2003-08,2.756,
2003-09,2.946,
2003-10,2.798,
2003-11,2.894,
2003-12,2.484,
2004-01,2.634,
2004-02,2.622,
2004-03,2.534,
2004-04,2.275,
2004-05,2.193,
2004-06,2.139,
2004-07,2.262,
2004-08,2.045,
2004-09,2.138,
2004-10,2.177,
2004-11,2.005,
2004-12,1.781,
2005-01,1.792,
2005-02,1.638,
2005-03,1.707,
2005-04,1.745,
2005-05,1.757,
2005-06,1.600,
2005-07,1.613,
2005-08,1.520,
2005-09,1.548,
2005-10,1.622,
2005-11,1.691,
2005-12,1.520,
2006-01,1.459,
2006-02,1.509,
2006-03,1.564,
2006-04,1.634,
2006-05,1.906,
2006-06,2.042,
2006-07,1.988,
2006-08,1.984,
2006-09,2.225,
2006-10,2.492,
2006-11,2.484,
2006-12,2.536,
2007-01,2.393,
2007-02,2.307,
2007-03,2.449,
2007-04,2.522,
2007-05,2.812,
2007-06,2.718,
2007-07,2.995,
2007-08,2.932,
2007-09,2.928,
2007-10,2.948,
2007-11,2.995,
2007-12,3.047,
2008-01,2.930,
2008-02,2.766,
2008-03,2.691,
2008-04,2.875,
2008-05,2.784,
2008-06,2.899,
2008-07,2.936,
2008-08,2.774,
2008-09,2.792,
2008-10,2.890,
2008-11,3.252,
2008-12,3.209,
2009-01,3.118,
2009-02,8.617,
2009-03,8.657,
2009-04,8.691,
2009-05,8.629,
2009-06,21.380,
2009-07,22.060,
2009-08,21.955,
2009-09,22.022,
2009-10,21.959,
2009-11,21.917,
2009-12,21.771,
2010-01,22.934,
2010-02,22.810,
2010-03,21.685,
2010-04,21.624,
2010-05,21.548,
2010-06,21.415,
2010-07,21.379,
2010-08,21.404,
2010-09,21.440,
2010-10,21.431,
2010-11,21.411,
2010-12,21.293,
2011-01,20.136,
2011-02,20.402,
2011-03,20.382,
2011-04,20.503,
2011-05,20.676,
2011-06,20.533,
2011-07,20.389,
2011-08,20.419,
2011-09,20.330,
2011-10,20.278,
2011-11,20.412,
2011-12,20.520,
2012-01,20.382,
2012-02,20.344,
2012-03,20.594,
2012-04,20.306,
2012-05,20.325,
2012-06,7.619,
2012-07,5.737,
2012-08,6.156,
2012-09,6.194,
2012-10,3.218,
2012-11,3.329,
2012-12,3.377,
2013-01,3.387,
2013-02,3.479,
2013-03,3.654,
2013-04,3.755,
