"",BBK01.QUX386,BBK01.QUX386_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Guernsey / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:54,
2003-01,4.070,
2003-02,5.575,
2003-03,5.703,
2003-04,5.518,
2003-05,5.412,
2003-06,6.356,
2003-07,5.814,
2003-08,5.980,
2003-09,5.929,
2003-10,5.882,
2003-11,5.724,
2003-12,6.367,
2004-01,5.749,
2004-02,5.899,
2004-03,5.980,
2004-04,5.760,
2004-05,5.590,
2004-06,5.793,
2004-07,5.415,
2004-08,6.001,
2004-09,6.545,
2004-10,6.082,
2004-11,6.166,
2004-12,6.096,
2005-01,5.874,
2005-02,5.881,
2005-03,6.549,
2005-04,6.471,
2005-05,6.637,
2005-06,7.351,
2005-07,6.617,
2005-08,6.260,
2005-09,6.212,
2005-10,6.204,
2005-11,5.793,
2005-12,5.266,
2006-01,4.898,
2006-02,4.940,
2006-03,5.893,
2006-04,5.462,
2006-05,5.441,
2006-06,5.954,
2006-07,5.936,
2006-08,5.819,
2006-09,5.744,
2006-10,5.701,
2006-11,5.458,
2006-12,5.625,
2007-01,6.252,
2007-02,5.970,
2007-03,6.021,
2007-04,5.999,
2007-05,5.677,
2007-06,5.639,
2007-07,5.887,
2007-08,5.292,
2007-09,4.846,
2007-10,5.133,
2007-11,5.025,
2007-12,4.973,
2008-01,5.038,
2008-02,5.280,
2008-03,4.983,
2008-04,5.065,
2008-05,5.285,
2008-06,5.376,
2008-07,5.227,
2008-08,5.325,
2008-09,5.843,
2008-10,5.377,
2008-11,5.182,
2008-12,4.996,
2009-01,5.027,
2009-02,4.916,
2009-03,4.457,
2009-04,4.495,
2009-05,4.420,
2009-06,4.696,
2009-07,4.537,
2009-08,4.479,
2009-09,4.763,
2009-10,4.507,
2009-11,4.444,
2009-12,4.516,
2010-01,4.716,
2010-02,4.595,
2010-03,4.573,
2010-04,4.582,
2010-05,4.516,
2010-06,4.520,
2010-07,4.501,
2010-08,4.532,
2010-09,4.570,
2010-10,4.264,
2010-11,4.325,
2010-12,4.444,
2011-01,4.330,
2011-02,4.164,
2011-03,3.978,
2011-04,3.166,
2011-05,3.357,
2011-06,3.331,
2011-07,3.342,
2011-08,3.412,
2011-09,3.542,
2011-10,3.530,
2011-11,3.534,
2011-12,3.662,
2012-01,3.870,
2012-02,3.779,
2012-03,3.729,
2012-04,3.972,
2012-05,3.972,
2012-06,4.060,
2012-07,4.149,
2012-08,4.165,
2012-09,4.198,
2012-10,4.317,
2012-11,4.215,
2012-12,4.211,
2013-01,4.090,
2013-02,3.930,
2013-03,4.124,
2013-04,4.029,
2013-05,3.783,
2013-06,3.870,
2013-07,3.753,
2013-08,3.730,
2013-09,3.729,
2013-10,3.872,
2013-11,4.300,
2013-12,3.998,
2014-01,4.337,
2014-02,4.437,
2014-03,4.315,
2014-04,4.282,
2014-05,4.427,
2014-06,4.406,
2014-07,6.017,
2014-08,5.985,
2014-09,6.328,
2014-10,6.471,
