"",BBK01.PQ3270,BBK01.PQ3270_FLAGS
"",Housing loans to domestic enterprises and self-employed persons / Short-term / Regional banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:22:43,
1968-10,.,No value available
1969-01,.,Value available later
1969-04,.,Value available later
1969-07,.,Value available later
1969-10,.,Value available later
1970-01,.,Value available later
1970-04,.,Value available later
1970-07,.,Value available later
1970-10,.,Value available later
1971-01,.,Value available later
1971-04,.,Value available later
1971-07,.,Value available later
1971-10,.,Value available later
1972-01,.,Value available later
1972-04,.,Value available later
1972-07,.,Value available later
1972-10,.,Value available later
1973-01,.,Value available later
1973-04,.,Value available later
1973-07,.,Value available later
1973-10,.,Value available later
1974-01,.,Value available later
1974-04,.,Value available later
1974-07,.,Value available later
1974-10,.,Value available later
1975-01,.,Value available later
1975-04,.,Value available later
1975-07,.,Value available later
1975-10,.,Value available later
1976-01,.,Value available later
1976-04,.,Value available later
1976-07,.,Value available later
1976-10,.,Value available later
1977-01,.,Value available later
1977-04,.,Value available later
1977-07,.,Value available later
1977-10,.,Value available later
1978-01,.,Value available later
1978-04,.,Value available later
1978-07,.,Value available later
1978-10,.,Value available later
1979-01,.,Value available later
1979-04,.,Value available later
1979-07,.,Value available later
1979-10,.,Value available later
1980-01,.,Value available later
1980-04,.,Value available later
1980-07,.,Value available later
1980-10,0.994,
1981-01,0.946,
1981-04,0.925,
1981-07,0.966,
1981-10,0.954,
1982-01,0.990,
1982-04,0.986,
1982-07,1.057,
1982-10,1.101,
1983-01,1.080,
1983-04,1.142,
1983-07,1.185,
1983-10,1.328,
1984-01,1.409,
1984-04,1.567,
1984-07,1.621,
1984-10,1.604,
1985-01,1.586,
1985-04,1.577,
1985-07,1.718,
1985-10,1.791,
1986-01,1.785,
1986-04,1.837,
1986-07,1.803,
1986-10,1.811,
1987-01,1.674,
1987-04,1.636,
1987-07,1.536,
1987-10,1.470,
1988-01,1.343,
1988-04,1.076,
1988-07,1.027,
1988-10,0.924,
1989-01,0.926,
1989-04,0.983,
1989-07,0.946,
1989-10,1.136,
1990-01,1.236,
1990-04,1.410,
1990-07,1.561,
1990-10,1.760,
1991-01,1.773,
1991-04,1.949,
1991-07,2.174,
1991-10,2.298,
1992-01,2.459,
1992-04,2.709,
1992-07,2.839,
1992-10,2.879,
1993-01,2.832,
1993-04,3.031,
1993-07,3.115,
1993-10,3.099,
1994-01,3.113,
1994-04,3.077,
1994-07,3.372,
1994-10,3.696,
1995-01,3.807,
1995-04,4.000,
1995-07,4.411,
1995-10,4.524,
1996-01,4.117,
1996-04,4.129,
1996-07,4.159,
1996-10,4.578,
1997-01,4.701,
1997-04,4.748,
1997-07,4.726,
1997-10,4.819,
1998-01,4.765,
1998-04,4.882,
1998-07,4.831,
1998-10,5.104,
1999-01,3.114,
1999-04,2.699,
1999-07,2.863,
1999-10,2.833,
2000-01,2.624,
2000-04,2.663,
2000-07,2.571,
2000-10,2.751,
2001-01,2.910,
2001-04,2.970,
2001-07,2.980,
2001-10,2.897,
2002-01,2.719,
2002-04,2.446,
2002-07,2.361,
2002-10,2.523,
2003-01,2.472,
2003-04,2.421,
2003-07,2.263,
2003-10,2.464,
2004-01,1.777,
2004-04,1.837,
2004-07,1.731,
2004-10,1.830,
2005-01,1.721,
2005-04,1.705,
2005-07,1.707,
2005-10,1.868,
2006-01,1.936,
2006-04,1.847,
2006-07,1.884,
2006-10,1.800,
2007-01,1.626,
2007-04,0.604,
2007-07,0.642,
2007-10,0.556,
2008-01,0.532,
2008-04,0.517,
2008-07,0.546,
2008-10,0.555,
2009-01,0.560,
2009-04,0.536,
2009-07,0.527,
2009-10,0.486,
2010-01,0.513,
2010-04,0.496,
2010-07,0.782,
2010-10,0.777,
2011-01,0.790,
2011-04,0.809,
2011-07,0.729,
2011-10,0.785,
2012-01,0.789,
2012-04,0.803,
2012-07,0.750,
2012-10,0.777,
2013-01,0.815,
2013-04,0.827,
2013-07,0.825,
2013-10,0.837,
2014-01,0.817,
2014-04,0.832,
2014-07,0.821,
2014-10,0.808,
