"",BBK01.OXA8Z2,BBK01.OXA8Z2_FLAGS
"",Transferable deposits of non-banks (non-MFIs) domiciled outside of the euro-area Overnight deposits - All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:15:17,
2010-06,24.924,
2010-07,25.518,
2010-08,25.544,
2010-09,24.262,
2010-10,24.487,
2010-11,26.114,
2010-12,25.841,
2011-01,24.201,
2011-02,23.304,
2011-03,24.101,
2011-04,22.861,
2011-05,22.009,
2011-06,23.732,
2011-07,23.121,
2011-08,23.206,
2011-09,25.343,Provisional value
2011-10,23.369,
2011-11,22.996,
2011-12,23.899,
2012-01,23.834,
2012-02,22.730,
2012-03,24.102,
2012-04,24.706,
2012-05,24.645,
2012-06,25.588,
2012-07,27.199,
2012-08,26.029,
2012-09,25.165,
2012-10,24.908,
2012-11,25.419,
2012-12,25.925,
2013-01,25.067,
2013-02,24.749,
2013-03,26.706,
2013-04,26.379,
2013-05,26.824,
2013-06,27.895,
2013-07,28.299,
2013-08,28.256,
2013-09,28.158,
2013-10,27.765,
2013-11,28.449,
2013-12,28.571,
2014-01,27.354,
2014-02,26.011,
2014-03,28.875,
2014-04,27.746,
2014-05,27.875,
2014-06,30.860,
2014-07,32.089,
2014-08,28.974,
2014-09,31.769,
2014-10,30.873,
2014-11,30.622,
2014-12,31.360,Provisional value
