"",BBK01.AY4952,BBK01.AY4952_FLAGS
"","Monetary aggregate M2 (from January 2002, excluding currency in circulation) / German contribution / Index / Seasonally adjusted",
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:10,
1995-01,51.62594,
1995-02,51.55475,
1995-03,51.35475,
1995-04,51.44131,
1995-05,51.86512,
1995-06,51.91543,
1995-07,52.11215,
1995-08,52.41377,
1995-09,52.74236,
1995-10,53.11578,
1995-11,53.59897,
1995-12,53.72424,
1996-01,54.17417,
1996-02,54.61076,
1996-03,54.82943,
1996-04,55.36643,
1996-05,55.47725,
1996-06,55.67143,
1996-07,56.04454,
1996-08,56.33063,
1996-09,56.74485,
1996-10,56.97888,
1996-11,57.21752,
1996-12,57.58808,
1997-01,58.19372,
1997-02,58.31798,
1997-03,58.41377,
1997-04,58.79878,
1997-05,59.04140,
1997-06,59.13044,
1997-07,59.44862,
1997-08,59.66213,
1997-09,59.81301,
1997-10,59.92537,
1997-11,60.15290,
1997-12,60.43277,
1998-01,60.40370,
1998-02,60.70172,
1998-03,61.02118,
1998-04,61.57988,
1998-05,61.56625,
1998-06,61.85725,
1998-07,62.03929,
1998-08,62.67209,
1998-09,62.87459,
1998-10,63.33569,
1998-11,63.81186,
1998-12,65.05080,
1999-01,66.12866,
1999-02,66.29241,
1999-03,66.68233,
1999-04,67.02255,
1999-05,67.50330,
1999-06,68.05496,
1999-07,68.14729,
1999-08,68.31376,
1999-09,68.46951,
1999-10,68.59547,
1999-11,69.02779,
1999-12,68.43072,
2000-01,68.93404,
2000-02,69.17691,
2000-03,69.08448,
2000-04,69.18620,
2000-05,68.84775,
2000-06,68.53119,
2000-07,68.18478,
2000-08,68.02506,
2000-09,67.96753,
2000-10,67.83995,
2000-11,67.99655,
2000-12,67.86339,
2001-01,68.33515,
2001-02,68.92312,
2001-03,69.32376,
2001-04,69.69098,
2001-05,69.78841,
2001-06,70.47048,
2001-07,70.52016,
2001-08,70.83873,
2001-09,71.54287,
2001-10,71.62382,
2001-11,71.58037,
2001-12,70.78165,
2002-01,67.38456,
2002-02,67.23928,
2002-03,67.46369,
2002-04,67.51923,
2002-05,68.00048,
2002-06,68.68189,
2002-07,68.84568,
2002-08,68.85716,
2002-09,69.05453,
2002-10,69.63534,
2002-11,70.18439,
2002-12,70.98230,
2003-01,70.81002,
2003-02,71.50194,
2003-03,71.81859,
2003-04,72.08439,
2003-05,72.63478,
2003-06,73.22811,
2003-07,72.85486,
2003-08,73.36527,
2003-09,73.06546,
2003-10,73.22562,
2003-11,73.65708,
2003-12,73.47057,
2004-01,73.63507,
2004-02,73.99278,
2004-03,74.17659,
2004-04,74.16054,
2004-05,74.30692,
2004-06,74.15339,
2004-07,74.24251,
2004-08,74.54378,
2004-09,74.83588,
2004-10,74.94963,
2004-11,75.15241,
2004-12,75.06131,
2005-01,75.92297,
2005-02,76.17530,
2005-03,75.96640,
2005-04,76.37401,
2005-05,76.83657,
2005-06,77.14035,
2005-07,77.58445,
2005-08,77.85118,
2005-09,78.00533,
2005-10,78.38873,
2005-11,78.30500,
2005-12,78.49503,
2006-01,79.04537,
2006-02,79.16012,
2006-03,79.68072,
2006-04,80.64939,
2006-05,80.58162,
2006-06,81.00046,
2006-07,80.88135,
2006-08,80.90326,
2006-09,81.07580,
2006-10,81.03129,
2006-11,81.75218,
2006-12,82.63173,
2007-01,82.98668,
2007-02,83.24332,
2007-03,83.87916,
2007-04,84.31150,
2007-05,84.68205,
2007-06,85.76580,
2007-07,86.42078,
2007-08,87.26492,
2007-09,88.43834,
2007-10,88.49811,
2007-11,89.73635,
2007-12,91.40006,
2008-01,91.88493,
2008-02,92.98093,
2008-03,93.64140,
2008-04,93.88375,
2008-05,94.60271,
2008-06,94.89694,
2008-07,95.53707,
2008-08,96.08257,
2008-09,96.62319,
2008-10,98.80451,
2008-11,99.16492,
2008-12,98.81922,
2009-01,100.58784,
2009-02,100.95699,
2009-03,100.23962,
2009-04,100.70295,
2009-05,100.05378,
2009-06,99.61030,
2009-07,99.24109,
2009-08,99.12622,
2009-09,98.86478,
2009-10,98.89524,
2009-11,98.61700,
2009-12,98.28662,
2010-01,99.34374,
2010-02,99.31702,
2010-03,98.91802,
2010-04,99.74383,
2010-05,100.09963,
2010-06,100.25631,
2010-07,100.59275,
2010-08,100.92491,
2010-09,101.14655,
2010-10,101.30586,
2010-11,101.71104,
2010-12,102.14861,
2011-01,103.43647,
2011-02,103.20444,
2011-03,103.97464,
2011-04,104.52283,
2011-05,104.93740,
2011-06,105.44617,
2011-07,106.06677,
2011-08,106.77516,
2011-09,107.66149,
2011-10,107.78194,
2011-11,108.18986,
2011-12,108.68251,
2012-01,109.63889,
2012-02,110.35925,
2012-03,111.20023,
2012-04,111.45715,
2012-05,112.39989,
2012-06,114.01092,
2012-07,115.24710,
2012-08,115.51217,
2012-09,116.03931,
2012-10,117.97845,
2012-11,118.09975,
2012-12,117.00703,
2013-01,117.27017,
2013-02,117.19488,
2013-03,117.25287,
2013-04,118.23540,
2013-05,118.46970,
2013-06,118.51053,
2013-07,118.94008,
2013-08,119.39775,
2013-09,119.67898,
2013-10,120.47188,
2013-11,120.16378,
2013-12,120.41855,
2014-01,121.23301,
2014-02,122.12613,
2014-03,122.38685,
2014-04,123.40768,
2014-05,124.26613,
2014-06,124.14184,
2014-07,124.48729,
2014-08,125.05989,
2014-09,125.11232,
2014-10,125.22486,
2014-11,125.90712,
2014-12,125.82476,Provisional value
2015-01,127.75068,
"",General: 1 Statistical changes have been eliminated.,
