"",BBK01.CEFR30,BBK01.CEFR30_FLAGS
"",long-term time deposits                                      debtor: MFI                          creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:44,
1999-01,1391.1,
1999-04,1420.0,
1999-07,1462.6,
1999-10,1500.3,
2000-01,1540.2,
2000-04,1553.4,
2000-07,1577.4,
2000-10,1577.2,
2001-01,1602.1,
2001-04,1624.0,
2001-07,1623.3,
2001-10,1614.8,
2002-01,1627.6,
2002-04,1618.5,
2002-07,1606.3,
2002-10,1613.9,
2003-01,1608.9,
2003-04,1606.2,
2003-07,1595.3,
2003-10,1601.1,
2004-01,1594.3,
2004-04,1609.8,
2004-07,1615.6,
2004-10,1614.0,
2005-01,1631.0,
2005-04,1645.2,
2005-07,1637.7,
2005-10,1627.6,
2006-01,1627.7,
2006-04,1637.6,
2006-07,1646.0,
2006-10,1634.4,
2007-01,1629.7,
2007-04,1641.3,
2007-07,1643.1,
2007-10,1640.7,
2008-01,1665.7,
2008-04,1675.4,
2008-07,1691.5,
2008-10,1721.0,
2009-01,1732.2,
2009-04,1735.3,
2009-07,1722.0,
2009-10,1706.0,
2010-01,1712.2,
2010-04,1712.3,
2010-07,1707.8,
2010-10,1725.9,
2011-01,1712.5,
2011-04,1716.5,
2011-07,1718.9,
2011-10,1771.7,
2012-01,1789.5,
2012-04,1782.8,
2012-07,1767.3,
2012-10,1737.1,
2013-01,1674.4,
2013-04,1651.3,
2013-07,1623.3,
2013-10,1597.2,
2014-01,1558.7,
2014-04,1543.4,
2014-07,1542.8,
