"",BBK01.OEAE29G,BBK01.OEAE29G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:02:59,
2002-01,13.318,
2002-04,13.283,
2002-07,13.339,
2002-10,13.232,
2003-01,13.048,
2003-04,13.176,
2003-07,13.670,
2003-10,13.939,
2004-01,13.835,
2004-04,13.915,
2004-07,13.981,
2004-10,14.015,
2005-01,14.027,
2005-04,13.955,
2005-07,13.602,
2005-10,13.783,
2006-01,12.862,
2006-04,12.458,
2006-07,12.525,
2006-10,12.598,
2007-01,12.569,
2007-04,12.555,
2007-07,12.421,
2007-10,12.555,
2008-01,12.793,
2008-04,12.979,
2008-07,13.538,
2008-10,17.539,
2009-01,18.207,
2009-04,18.133,
2009-07,18.122,
2009-10,15.981,
2010-01,17.339,
2010-04,17.033,
2010-07,17.021,
2010-10,17.159,
2011-01,16.100,
2011-04,16.545,
2011-07,16.823,
2011-10,16.829,
2012-01,17.053,
2012-04,17.120,
2012-07,17.376,
2012-10,17.313,
2013-01,17.364,
2013-04,17.610,
2013-07,15.402,
2013-10,16.683,
2014-01,16.974,
2014-04,17.233,
2014-07,17.654,
