"",BBK01.CEFI10,BBK01.CEFI10_FLAGS
"",Listed shares                                             debtor: Non-financial corporations creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:33:14,
1999-01,991.5,
1999-04,952.2,
1999-07,845.9,
1999-10,1210.9,
2000-01,1207.2,
2000-04,1156.3,
2000-07,1070.6,
2000-10,1003.2,
2001-01,888.8,
2001-04,881.0,
2001-07,780.8,
2001-10,919.9,
2002-01,938.7,
2002-04,832.9,
2002-07,534.5,
2002-10,530.4,
2003-01,486.9,
2003-04,590.1,
2003-07,601.2,
2003-10,678.8,
2004-01,681.9,
2004-04,699.8,
2004-07,671.8,
2004-10,710.6,
2005-01,733.5,
2005-04,758.5,
2005-07,786.5,
2005-10,827.6,
2006-01,934.4,
2006-04,891.7,
2006-07,914.4,
2006-10,1000.9,
2007-01,1066.2,
2007-04,1166.4,
2007-07,1164.3,
2007-10,1182.5,
2008-01,1001.5,
2008-04,953.6,
2008-07,867.8,
2008-10,700.1,
2009-01,584.5,
2009-04,673.7,
2009-07,748.9,
2009-10,777.5,
2010-01,808.1,
2010-04,787.6,
2010-07,837.4,
2010-10,942.4,
2011-01,953.5,
2011-04,980.4,
2011-07,756.2,
2011-10,803.3,
2012-01,927.5,
2012-04,841.8,
2012-07,935.8,
2012-10,995.1,
2013-01,1028.4,
2013-04,1038.5,
2013-07,1119.2,
2013-10,1242.7,
2014-01,1249.2,
2014-04,1265.9,
2014-07,1217.0,
