"",BBK01.SUD029,BBK01.SUD029_FLAGS
"",Outstanding amounts (volumes) of German banks / Loans for consumption and other purposes to households with a maturity of up to 1 year,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:38,
2003-01,93025,
2003-02,92205,
2003-03,92563,
2003-04,91072,
2003-05,89467,
2003-06,91794,
2003-07,89466,
2003-08,87862,
2003-09,90945,
2003-10,89093,
2003-11,84602,
2003-12,88558,
2004-01,84977,
2004-02,83635,
2004-03,84319,
2004-04,82911,
2004-05,81301,
2004-06,83204,
2004-07,81277,
2004-08,80999,
2004-09,83016,
2004-10,80415,
2004-11,77971,
2004-12,80598,
2005-01,79153,
2005-02,77215,
2005-03,77975,
2005-04,76047,
2005-05,75999,
2005-06,77156,
2005-07,75090,
2005-08,74731,
2005-09,76920,
2005-10,76284,
2005-11,73793,
2005-12,76436,
2006-01,74655,
2006-02,73963,
2006-03,74505,
2006-04,73506,
2006-05,72925,
2006-06,74256,
2006-07,73385,
2006-08,72346,
2006-09,73812,
2006-10,72878,
2006-11,70535,
2006-12,71510,
2007-01,69358,
2007-02,68726,
2007-03,69704,
2007-04,69322,
2007-05,68725,
2007-06,70236,
2007-07,69915,
2007-08,67464,
2007-09,69308,
2007-10,68812,
2007-11,67118,
2007-12,69974,
2008-01,67113,
2008-02,66879,
2008-03,68853,
2008-04,66962,
2008-05,66248,
2008-06,68794,
2008-07,66689,
2008-08,65485,
2008-09,69363,
2008-10,68244,
2008-11,66351,
2008-12,70489,
2009-01,68437,
2009-02,68721,
2009-03,69930,
2009-04,68006,
2009-05,67806,
2009-06,69625,
2009-07,67655,
2009-08,67279,
2009-09,69218,
2009-10,67505,
2009-11,66513,
2009-12,67071,
2010-01,65619,
2010-02,64998,
2010-03,66783,
2010-04,65798,
2010-05,65888,
2010-06,69258,
2010-07,66947,
2010-08,66989,
2010-09,68206,
2010-10,66398,
2010-11,66324,
2010-12,68321,
2011-01,65462,
2011-02,64486,
2011-03,65739,
2011-04,63985,
2011-05,64040,
2011-06,66552,
2011-07,63944,
2011-08,63858,
2011-09,65653,
2011-10,64981,
2011-11,63648,
2011-12,64522,
2012-01,63374,
2012-02,63122,
2012-03,64286,
2012-04,63838,
2012-05,63708,
2012-06,64670,
2012-07,63767,
2012-08,62298,
2012-09,63666,
2012-10,62816,
2012-11,61696,
2012-12,63468,
2013-01,60580,
2013-02,60776,
2013-03,61732,
2013-04,60887,
2013-05,60234,
2013-06,61368,
2013-07,59608,
2013-08,58961,
2013-09,60893,
2013-10,59053,
2013-11,56483,
2013-12,59488,
2014-01,57235,
2014-02,56749,
2014-03,58723,
2014-04,57688,
2014-05,56479,
2014-06,59098,
2014-07,56579,
2014-08,55731,
2014-09,58107,
2014-10,56716,
2014-11,54676,
2014-12,56291,Provisional value
"","General: Data based on mothly balance sheet statistics. Loans for consumption are definded as loans granted for the purpose of personal use in the consumption of goods and services. For the purpose of these statistics, other loans are loans granted for other purposes such as business, debt consolidation, education etc. Including overdrafts. p = Provisional",
