"",BBFB1.M.N.DE.W1.S13.S1.T.D.D9._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S13.S1.T.D.D9._Z._Z._Z._T._X.N_FLAGS
"",Capital account / Capital transfers / General government / Expenditure / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:39:22,
1991-01,347.607,
1991-02,38.629,
1991-03,159.806,
1991-04,321.832,
1991-05,117.719,
1991-06,151.152,
1991-07,52.689,
1991-08,191.057,
1991-09,175.063,
1991-10,58.696,
1991-11,62.171,
1991-12,428.242,
1992-01,61.754,
1992-02,81.875,
1992-03,119.990,
1992-04,48.463,
1992-05,51.232,
1992-06,66.876,
1992-07,61.115,
1992-08,68.903,
1992-09,52.872,
1992-10,60.799,
1992-11,59.932,
1992-12,156.942,
1993-01,65.810,
1993-02,143.103,
1993-03,65.690,
1993-04,49.250,
1993-05,63.989,
1993-06,57.763,
1993-07,74.216,
1993-08,81.937,
1993-09,69.430,
1993-10,103.339,
1993-11,67.324,
1993-12,160.350,
1994-01,55.108,
1994-02,101.832,
1994-03,63.981,
1994-04,53.201,
1994-05,57.879,
1994-06,58.989,
1994-07,67.982,
1994-08,54.818,
1994-09,172.128,
1994-10,61.974,
1994-11,71.949,
1994-12,174.388,
1995-01,66.208,
1995-02,45.161,
1995-03,76.451,
1995-04,1158.397,
1995-05,59.780,
1995-06,85.900,
1995-07,70.651,
1995-08,75.067,
1995-09,50.869,
1995-10,83.264,
1995-11,135.033,
1995-12,148.231,
1996-01,63.972,
1996-02,66.187,
1996-03,90.472,
1996-04,75.704,
1996-05,54.413,
1996-06,226.322,
1996-07,83.952,
1996-08,72.203,
1996-09,83.789,
1996-10,77.887,
1996-11,126.357,
1996-12,111.129,
1997-01,74.980,
1997-02,263.949,
1997-03,82.852,
1997-04,78.672,
1997-05,65.397,
1997-06,74.761,
1997-07,39.693,
1997-08,116.614,
1997-09,76.956,
1997-10,75.144,
1997-11,117.584,
1997-12,158.540,
1998-01,58.888,
1998-02,102.613,
1998-03,77.709,
1998-04,66.611,
1998-05,59.395,
1998-06,64.492,
1998-07,76.660,
1998-08,61.050,
1998-09,66.356,
1998-10,78.489,
1998-11,108.391,
1998-12,204.432,
1999-01,41.942,
1999-02,55.211,
1999-03,54.443,
1999-04,52.105,
1999-05,81.517,
1999-06,92.734,
1999-07,89.530,
1999-08,70.437,
1999-09,85.739,
1999-10,84.228,
1999-11,177.818,
1999-12,239.417,
2000-01,65.693,
2000-02,61.627,
2000-03,63.329,
2000-04,58.605,
2000-05,76.130,
2000-06,103.226,
2000-07,71.888,
2000-08,90.777,
2000-09,72.195,
2000-10,118.881,
2000-11,97.213,
2000-12,118.360,
2001-01,148.110,
2001-02,81.989,
2001-03,93.038,
2001-04,73.115,
2001-05,84.480,
2001-06,97.915,
2001-07,126.295,
2001-08,100.377,
2001-09,100.383,
2001-10,98.203,
2001-11,155.705,
2001-12,201.419,
2002-01,73.721,
2002-02,74.693,
2002-03,80.231,
2002-04,84.124,
2002-05,98.772,
2002-06,91.051,
2002-07,167.898,
2002-08,94.609,
2002-09,85.864,
2002-10,104.222,
2002-11,247.862,
2002-12,213.192,
2003-01,104.438,
2003-02,87.335,
2003-03,61.136,
2003-04,70.264,
2003-05,90.010,
2003-06,115.352,
2003-07,84.360,
2003-08,73.068,
2003-09,91.154,
2003-10,87.322,
2003-11,228.919,
2003-12,144.443,
2004-01,84.635,
2004-02,94.842,
2004-03,74.951,
2004-04,71.211,
2004-05,91.372,
2004-06,76.720,
2004-07,101.981,
2004-08,79.746,
2004-09,78.808,
2004-10,94.881,
2004-11,117.192,
2004-12,128.328,
2005-01,1895.791,
2005-02,62.584,
2005-03,80.004,
2005-04,101.466,
2005-05,114.297,
2005-06,99.281,
2005-07,88.584,
2005-08,141.676,
2005-09,101.229,
2005-10,109.181,
2005-11,103.635,
2005-12,521.413,
2006-01,80.756,
2006-02,76.899,
2006-03,153.137,
2006-04,81.031,
2006-05,157.921,
2006-06,447.267,
2006-07,205.620,
2006-08,107.044,
2006-09,109.515,
2006-10,145.071,
2006-11,170.231,
2006-12,212.461,
2007-01,91.105,
2007-02,85.966,
2007-03,112.613,
2007-04,97.912,
2007-05,105.495,
2007-06,124.351,
2007-07,108.487,
2007-08,120.293,
2007-09,93.729,
2007-10,110.185,
2007-11,497.462,
2007-12,486.720,
2008-01,104.760,
2008-02,83.971,
2008-03,79.972,
2008-04,188.947,
2008-05,110.685,
2008-06,127.990,
2008-07,148.432,
2008-08,103.514,
2008-09,115.484,
2008-10,137.857,
2008-11,120.658,
2008-12,530.337,
2009-01,122.946,
2009-02,123.252,
2009-03,160.611,
2009-04,104.386,
2009-05,90.477,
2009-06,107.624,
2009-07,117.409,
2009-08,100.482,
2009-09,143.589,
2009-10,164.831,
2009-11,220.350,
2009-12,248.516,
2010-01,111.544,
2010-02,108.603,
2010-03,181.617,
2010-04,117.341,
2010-05,125.899,
2010-06,159.447,
2010-07,147.333,
2010-08,128.758,
2010-09,148.497,
2010-10,176.656,
2010-11,202.222,
2010-12,430.994,
2011-01,122.506,
2011-02,107.804,
2011-03,175.275,
2011-04,131.055,
2011-05,142.120,
2011-06,202.167,
2011-07,161.581,
2011-08,149.988,
2011-09,172.428,
2011-10,226.457,
2011-11,206.983,
2011-12,527.260,
2012-01,98.754,
2012-02,115.855,
2012-03,183.282,
2012-04,118.636,
2012-05,112.290,
2012-06,143.894,
2012-07,158.433,
2012-08,228.516,
2012-09,169.542,
2012-10,412.639,
2012-11,259.787,
2012-12,659.490,
2013-01,113.316,
2013-02,117.128,
2013-03,135.068,
2013-04,171.314,
2013-05,159.884,
2013-06,197.742,
2013-07,182.405,
2013-08,172.195,
2013-09,188.935,
2013-10,192.059,
2013-11,248.473,
2013-12,919.223,
2014-01,97.086,
2014-02,113.541,Provisional value
2014-03,125.117,Provisional value
2014-04,145.126,Provisional value
2014-05,601.041,Provisional value
2014-06,200.492,Provisional value
2014-07,185.784,Provisional value
2014-08,141.470,Provisional value
2014-09,190.622,
2014-10,226.225,
2014-11,279.836,
2014-12,743.221,Provisional value
