"",BBK01.OUM300,BBK01.OUM300_FLAGS
"",Time deposits of local government and local government associations / Total / Mortgage banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:23,
1999-01,0.216,
1999-02,0.122,
1999-03,0.116,
1999-04,0.113,
1999-05,0.110,
1999-06,0.119,
1999-07,0.110,
1999-08,0.110,
1999-09,0.109,
1999-10,0.102,
1999-11,0.108,
1999-12,0.120,
2000-01,0.116,
2000-02,0.116,
2000-03,0.118,
2000-04,0.179,
2000-05,0.180,
2000-06,0.172,
2000-07,0.171,
2000-08,0.163,
2000-09,0.144,
2000-10,0.146,
2000-11,0.154,
2000-12,0.128,
2001-01,0.142,
2001-02,0.156,
2001-03,0.159,
2001-04,0.168,
2001-05,0.181,
2001-06,0.179,
2001-07,0.180,
2001-08,0.180,
2001-09,0.243,
2001-10,0.245,
2001-11,0.201,
2001-12,0.195,
2002-01,0.178,
2002-02,0.172,
2002-03,0.155,
2002-04,0.152,
2002-05,0.136,
2002-06,0.243,
2002-07,0.236,
2002-08,0.263,
2002-09,0.293,
2002-10,0.281,
2002-11,0.228,
2002-12,0.283,
2003-01,0.217,
2003-02,0.213,
2003-03,0.259,
2003-04,0.271,
2003-05,0.363,
2003-06,0.342,
2003-07,0.368,
2003-08,0.409,
2003-09,0.426,
2003-10,0.354,
2003-11,0.341,
2003-12,0.355,
2004-01,0.419,
2004-02,0.430,
2004-03,0.446,
2004-04,0.424,
2004-05,0.457,
2004-06,0.412,
2004-07,0.567,
2004-08,0.558,
2004-09,0.544,
2004-10,0.479,
2004-11,0.503,
2004-12,0.467,
2005-01,0.515,
2005-02,0.728,
2005-03,0.711,
2005-04,0.636,
2005-05,0.675,
2005-06,0.639,
2005-07,0.621,
2005-08,0.772,
2005-09,0.790,
2005-10,0.640,
2005-11,0.678,
2005-12,0.716,
2006-01,0.693,
2006-02,0.781,
2006-03,0.717,
2006-04,0.734,
2006-05,0.829,
2006-06,0.787,
2006-07,0.911,
2006-08,1.083,
2006-09,1.195,
2006-10,1.162,
2006-11,1.462,
2006-12,1.435,
2007-01,1.478,
2007-02,1.590,
2007-03,1.432,
2007-04,1.459,
2007-05,1.741,
2007-06,1.669,
2007-07,2.013,
2007-08,2.197,
2007-09,1.804,
2007-10,1.822,
2007-11,2.336,
2007-12,2.301,
2008-01,2.028,
2008-02,2.320,
2008-03,2.162,
2008-04,2.407,
2008-05,2.716,
2008-06,2.794,
2008-07,2.836,
2008-08,3.103,
2008-09,2.942,
2008-10,2.449,
2008-11,2.218,
2008-12,1.771,
2009-01,1.611,
2009-02,1.494,
2009-03,1.469,
2009-04,1.431,
2009-05,1.348,
2009-06,1.254,
2009-07,1.219,
2009-08,1.291,
2009-09,1.083,
2009-10,1.071,
2009-11,1.085,
2009-12,1.095,
2010-01,1.118,
2010-02,1.220,
2010-03,1.193,
2010-04,1.306,
2010-05,1.394,
2010-06,1.326,
2010-07,1.365,
2010-08,1.612,
2010-09,1.603,
2010-10,1.507,
2010-11,1.521,
2010-12,1.389,
2011-01,1.358,
2011-02,1.410,
2011-03,1.316,
2011-04,1.245,
2011-05,1.332,
2011-06,1.279,
2011-07,1.350,
2011-08,1.277,
2011-09,1.337,
2011-10,1.264,
2011-11,1.356,
2011-12,1.214,
2012-01,1.209,
2012-02,1.279,
2012-03,1.327,
2012-04,1.467,
2012-05,1.509,
2012-06,1.524,
2012-07,1.623,
2012-08,1.733,
2012-09,1.708,
2012-10,1.629,
2012-11,1.682,
2012-12,1.658,
2013-01,1.866,
2013-02,2.008,
2013-03,2.091,
2013-04,2.194,
2013-05,2.371,
2013-06,2.259,
2013-07,2.392,
2013-08,2.486,
2013-09,2.438,
2013-10,2.421,
2013-11,2.378,
2013-12,2.366,
2014-01,2.338,
2014-02,2.464,
2014-03,2.442,
2014-04,2.281,
2014-05,2.325,
2014-06,2.198,
2014-07,2.187,
2014-08,2.507,
2014-09,2.405,
2014-10,2.118,
2014-11,2.071,
2014-12,1.936,Provisional value
