"",BBK01.SUD010,BBK01.SUD010_FLAGS
"",Effective interest rates of German banks / Outstanding amounts / Loans for consumption and other purposes to households with a maturity of over 1 year and up to 5 years,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:26:39,
2003-01,6.65,
2003-02,6.63,
2003-03,6.63,
2003-04,6.61,
2003-05,6.56,
2003-06,6.55,
2003-07,6.49,
2003-08,6.40,
2003-09,6.38,
2003-10,6.36,
2003-11,6.33,
2003-12,6.35,
2004-01,6.32,
2004-02,6.29,
2004-03,6.27,
2004-04,6.19,
2004-05,6.15,
2004-06,6.14,
2004-07,6.10,
2004-08,6.07,
2004-09,6.04,
2004-10,5.95,
2004-11,5.94,
2004-12,5.91,
2005-01,5.88,
2005-02,5.91,
2005-03,5.89,
2005-04,5.86,
2005-05,5.83,
2005-06,5.83,
2005-07,5.79,
2005-08,5.76,
2005-09,5.75,
2005-10,5.73,
2005-11,5.68,
2005-12,5.64,
2006-01,5.57,
2006-02,5.56,
2006-03,5.57,
2006-04,5.60,
2006-05,5.57,
2006-06,5.55,
2006-07,5.55,
2006-08,5.52,
2006-09,5.53,
2006-10,5.52,
2006-11,5.50,
2006-12,5.48,
2007-01,5.48,
2007-02,5.48,
2007-03,5.47,
2007-04,5.52,
2007-05,5.53,
2007-06,5.53,
2007-07,5.55,
2007-08,5.56,
2007-09,5.58,
2007-10,5.63,
2007-11,5.64,
2007-12,5.64,
2008-01,5.64,
2008-02,5.69,
2008-03,5.69,
2008-04,5.68,
2008-05,5.70,
2008-06,5.70,
2008-07,5.73,
2008-08,5.74,
2008-09,5.79,
2008-10,5.84,
2008-11,5.83,
2008-12,5.77,
2009-01,5.66,
2009-02,5.63,
2009-03,5.56,
2009-04,5.58,
2009-05,5.54,
2009-06,5.49,
2009-07,5.44,
2009-08,5.41,
2009-09,5.36,
2009-10,5.33,
2009-11,5.29,
2009-12,5.30,
2010-01,5.28,
2010-02,5.26,
2010-03,5.22,
2010-04,5.21,
2010-05,5.18,
2010-06,6.00,
2010-07,5.97,
2010-08,5.95,
2010-09,5.93,
2010-10,5.89,
2010-11,5.78,
2010-12,5.73,
2011-01,5.72,
2011-02,5.70,
2011-03,5.66,
2011-04,5.64,
2011-05,5.60,
2011-06,5.56,
2011-07,5.55,
2011-08,5.67,
2011-09,5.66,
2011-10,5.59,
2011-11,5.56,
2011-12,5.53,
2012-01,5.52,
2012-02,5.49,
2012-03,5.45,
2012-04,5.41,
2012-05,5.36,
2012-06,5.30,
2012-07,5.28,
2012-08,5.24,
2012-09,5.22,
2012-10,5.19,
2012-11,5.16,
2012-12,5.13,
2013-01,5.22,
2013-02,5.22,
2013-03,5.19,
2013-04,5.17,
2013-05,5.15,
2013-06,5.13,
2013-07,5.12,
2013-08,5.10,
2013-09,5.08,
2013-10,5.07,
2013-11,5.03,
2013-12,5.01,
2014-01,4.99,
2014-02,4.97,
2014-03,4.97,
2014-04,4.91,
2014-05,4.94,
2014-06,4.92,
2014-07,4.89,
2014-08,4.86,
2014-09,4.83,
2014-10,4.79,
2014-11,4.77,
2014-12,4.78,Provisional value
"","General: Volume-weighted average interest rates on outstanding amounts as end-of-period. The effective interest rates are calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. Loans for consumption are definded as loans granted for the purpose of personal use in the consumption of goods and services. For the purpose of these statistics, other loans are loans granted for other purposes such as business, debt consolidation, education etc. p = Provisional",
