"",BBK01.TXI369,BBK01.TXI369_FLAGS
"",DEPOSITS OF ENTERPRISES AND HOUSEHOLDS / TOTAL / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:28,
1980-01,525919,
1980-02,524466,
1980-03,526426,
1980-04,524573,
1980-05,526457,
1980-06,531455,
1980-07,534080,
1980-08,535372,
1980-09,535187,
1980-10,536727,
1980-11,552018,
1980-12,564585,
1981-01,559066,
1981-02,560271,
1981-03,561427,
1981-04,560450,
1981-05,566221,
1981-06,567200,
1981-07,563618,
1981-08,569556,
1981-09,568525,
1981-10,567548,
1981-11,580099,
1981-12,594596,
1982-01,593567,
1982-02,595578,
1982-03,594691,
1982-04,593353,
1982-05,599770,
1982-06,600920,
1982-07,597816,
1982-08,603589,
1982-09,602330,
1982-10,604094,
1982-11,614732,
1982-12,631295,
1983-01,630190,
1983-02,633548,
1983-03,627750,
1983-04,631029,
1983-05,637564,
1983-06,638318,
1983-07,639898,
1983-08,641347,
1983-09,635539,
1983-10,642545,
1983-11,654711,
1983-12,667543,
1984-01,665295,
1984-02,666954,
1984-03,659746,
1984-04,665022,
1984-05,670489,
1984-06,666115,
1984-07,672599,
1984-08,669743,
1984-09,674879,
1984-10,679111,
1984-11,687481,
1984-12,707804,
1985-01,705549,
1985-02,708633,
1985-03,704552,
1985-04,703781,
1985-05,705403,
1985-06,711886,
1985-07,714393,
1985-08,711505,
1985-09,717229,
1985-10,721656,
1985-11,729566,
1985-12,767965,
1986-01,764168,
1986-02,766576,
1986-03,769662,
1986-04,769347,
1986-05,771546,
1986-06,780842,
1986-07,784063,
1986-08,788194,
1986-09,791321,
1986-10,794501,
1986-11,812712,
1986-12,825383,
1987-01,823499,
1987-02,827529,
1987-03,830637,
1987-04,830377,
1987-05,839629,
1987-06,843034,
1987-07,839103,
1987-08,848933,
1987-09,848606,
1987-10,850919,
1987-11,868617,
1987-12,879665,
1988-01,882687,
1988-02,886485,
1988-03,877120,
1988-04,883743,
1988-05,894038,
1988-06,895218,
1988-07,896211,
1988-08,900111,
1988-09,895483,
1988-10,904168,
1988-11,921494,
1988-12,928690,
1989-01,929647,
1989-02,931228,
1989-03,921536,
1989-04,925379,
1989-05,932491,
1989-06,928079,
1989-07,936927,
1989-08,939765,
1989-09,934440,
1989-10,944292,
1989-11,960796,
1989-12,981372,
1990-01,980564,
1990-02,984146,
1990-03,973362,
1990-04,980206,
1990-05,986959,
1990-06,1074402,
1990-07,1079841,
1990-08,1078441,
1990-09,1088991,
1990-10,1090684,
1990-11,1100671,
1990-12,1132363,
1991-01,1125830,
1991-02,1130609,
1991-03,1121754,
1991-04,1123507,
1991-05,1126604,
1991-06,1134809,
1991-07,1134669,
1991-08,1131999,
1991-09,1140255,
1991-10,1143284,
1991-11,1159676,
1991-12,1199187,
1992-01,1185197,
1992-02,1191530,
1992-03,1193773,
1992-04,1199519,
1992-05,1205359,
1992-06,1209575,
1992-07,1211368,
1992-08,1219932,
1992-09,1231023,
