"",BBK01.TXI369,BBK01.TXI369_FLAGS
1992-10,1232549,
1992-11,1250705,
1992-12,1266037,
1993-01,1255505,
1993-02,1261501,
1993-03,1265015,
1993-04,1269852,
1993-05,1276737,
1993-06,1283427,
1993-07,1288040,
1993-08,1295943,
1993-09,1299606,
1993-10,1310778,
1993-11,1337962,
1993-12,1382941,
1994-01,1379560,
1994-02,1384619,
1994-03,1384556,
1994-04,1391381,
1994-05,1396329,
1994-06,1397518,
1994-07,1397408,
1994-08,1399366,
1994-09,1397858,
1994-10,1404237,
1994-11,1417968,
1994-12,1429744,
1995-01,1416981,
1995-02,1420448,
1995-03,1418542,
1995-04,1423002,
1995-05,1432538,
1995-06,1436974,
1995-07,1443036,
1995-08,1449575,
1995-09,1453720,
1995-10,1464045,
1995-11,1487137,
1995-12,1523649,
1996-01,1523240,
1996-02,1536191,
1996-03,1538242,
1996-04,1544912,
1996-05,1548779,
1996-06,1554227,
1996-07,1557798,
1996-08,1563655,
1996-09,1572673,
1996-10,1580682,
1996-11,1600410,
1996-12,1653037,
1997-01,1637598,
1997-02,1641225,
1997-03,1641381,
1997-04,1645591,
1997-05,1650247,
1997-06,1653000,
1997-07,1656404,
1997-08,1658405,
1997-09,1657947,
1997-10,1666344,
1997-11,1687290,
1997-12,1720366,
1998-01,1710342,
1998-02,1718871,
1998-03,1718974,
1998-04,1727740,
1998-05,1729262,
1998-06,1730619,
1998-07,1729353,
1998-08,1740901,
1998-09,1740251,
1998-10,1750208,
1998-11,1772360,
1998-12,1820289,
1999-01,1820546,
1999-02,1831292,
1999-03,1831213,
1999-04,1833357,
1999-05,1837084,
1999-06,1840571,
1999-07,1837540,
1999-08,1838541,
1999-09,1843422,
1999-10,1849708,
1999-11,1875197,
1999-12,1887459,
2000-01,1886417,
2000-02,1891956,
2000-03,1884317,
2000-04,1884656,
2000-05,1877303,
2000-06,1866491,
2000-07,1863913,
2000-08,1860644,
2000-09,1858635,
2000-10,1862279,
2000-11,1882434,
2000-12,1900320,
2001-01,1890818,
2001-02,1899355,
2001-03,1906429,
2001-04,1909859,
2001-05,1915915,
2001-06,1921893,
2001-07,1917426,
2001-08,1922002,
2001-09,1939644,
2001-10,1945033,
2001-11,1973019,
2001-12,2009986,
2002-01,1989853,
2002-02,1986184,
2002-03,1989095,
2002-04,1984737,
2002-05,1987251,
2002-06,1997092,
2002-07,1993214,
2002-08,1979222,
2002-09,1987556,
2002-10,2003048,
2002-11,2035587,
2002-12,2054234,
2003-01,2048339,
2003-02,2058470,
2003-03,2063276,
2003-04,2068184,
2003-05,2073911,
2003-06,2076083,
2003-07,2071300,
2003-08,2082504,
2003-09,2079552,
2003-10,2083506,
2003-11,2105101,
2003-12,2105217,
2004-01,2102696,
2004-02,2103771,
2004-03,2106615,
2004-04,2112465,
2004-05,2118406,
2004-06,2114073,
2004-07,2113650,
2004-08,2119058,
2004-09,2126332,
2004-10,2132639,
2004-11,2153258,
2004-12,2158620,
2005-01,2167288,
2005-02,2170948,
2005-03,2169724,
2005-04,2177841,
2005-05,2182715,
2005-06,2182767,
2005-07,2185029,
2005-08,2185326,
2005-09,2191828,
2005-10,2195712,
2005-11,2211425,
2005-12,2222867,
2006-01,2225026,
2006-02,2225599,
2006-03,2232680,
2006-04,2255839,
2006-05,2252230,
2006-06,2255707,
2006-07,2251225,
2006-08,2254549,
2006-09,2261132,
2006-10,2263976,
2006-11,2286473,
2006-12,2311450,
2007-01,2313551,
2007-02,2314263,
2007-03,2323902,
2007-04,2336502,
2007-05,2339969,
2007-06,2359033,
2007-07,2365183,
2007-08,2377588,
2007-09,2400788,
2007-10,2400050,
2007-11,2430609,
2007-12,2473537,
2008-01,2476220,
2008-02,2487630,
2008-03,2491972,
2008-04,2498872,
2008-05,2508436,
2008-06,2502947,
2008-07,2512167,
2008-08,2522586,
2008-09,2532246,
2008-10,2580849,
2008-11,2592541,
2008-12,2632601,
2009-01,2656998,
2009-02,2660108,
2009-03,2650589,
2009-04,2667243,
2009-05,2661038,
2009-06,2666594,
2009-07,2663640,
2009-08,2666957,
2009-09,2671766,
2009-10,2676513,
2009-11,2687052,
2009-12,2688466,
2010-01,2696809,
2010-02,2695814,
2010-03,2687338,
2010-04,2710044,
2010-05,2706863,
2010-06,2701372,
2010-07,2705422,
2010-08,2709360,
2010-09,2708104,
2010-10,2717129,
2010-11,2764268,
2010-12,2772063,
2011-01,2782435,
2011-02,2769396,
2011-03,2771709,
2011-04,2786116,
2011-05,2787364,
2011-06,2787049,
2011-07,2798533,
2011-08,2816858,
2011-09,2832553,
2011-10,2844131,
2011-11,2858890,
2011-12,2867919,
2012-01,2864837,
2012-02,2864024,
2012-03,2857242,
2012-04,2867450,
2012-05,2874403,
2012-06,2862991,
2012-07,2878435,
2012-08,2888513,
2012-09,2891691,
2012-10,2926264,
2012-11,2929363,
2012-12,2930440,
2013-01,2928938,
2013-02,2921327,
2013-03,2905858,
2013-04,2928525,
2013-05,2925708,
2013-06,2911170,
2013-07,2916444,
2013-08,2924894,
2013-09,2926862,
2013-10,2955666,
2013-11,2956062,
2013-12,2955831,
2014-01,2960643,
2014-02,2965938,
2014-03,2954015,
2014-04,2984708,
2014-05,2992733,
2014-06,2972313,
2014-07,2976695,
2014-08,2992758,
2014-09,2997322,
2014-10,3020046,
2014-11,3038594,
2014-12,3019146,
2015-01,3045369,
