"",BBK01.WT3086,BBK01.WT3086_FLAGS
"","Yields, derived from the term structure of interest rates,on Pfandbriefe with annual coupon payments / residualmaturity of 9.0 years / daily data",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-03-02 08:59:02,
2004-01-01,.,No value available
2004-01-02,.,No value available
2004-01-03,.,No value available
2004-01-04,.,No value available
2004-01-05,.,No value available
2004-01-06,.,No value available
2004-01-07,4.44,
2004-01-08,4.43,
2004-01-09,4.40,
2004-01-10,.,No value available
2004-01-11,.,No value available
2004-01-12,4.31,
2004-01-13,4.32,
2004-01-14,4.32,
2004-01-15,4.32,
2004-01-16,4.32,
2004-01-17,.,No value available
2004-01-18,.,No value available
2004-01-19,4.35,
2004-01-20,4.35,
2004-01-21,4.33,
2004-01-22,4.32,
2004-01-23,4.31,
2004-01-24,.,No value available
2004-01-25,.,No value available
2004-01-26,4.32,
2004-01-27,4.36,
2004-01-28,4.35,
2004-01-29,4.38,
2004-01-30,4.43,
2004-01-31,.,No value available
2004-02-01,.,No value available
2004-02-02,4.42,
2004-02-03,4.40,
2004-02-04,4.39,
2004-02-05,4.39,
2004-02-06,4.39,
2004-02-07,.,No value available
2004-02-08,.,No value available
2004-02-09,4.35,
2004-02-10,4.33,
2004-02-11,4.35,
2004-02-12,4.32,
2004-02-13,4.32,
2004-02-14,.,No value available
2004-02-15,.,No value available
2004-02-16,4.32,
2004-02-17,4.31,
2004-02-18,4.27,
2004-02-19,4.31,
2004-02-20,4.32,
2004-02-21,.,No value available
2004-02-22,.,No value available
2004-02-23,4.34,
2004-02-24,4.33,
2004-02-25,4.31,
2004-02-26,4.28,
2004-02-27,4.27,
2004-02-28,.,No value available
2004-02-29,.,No value available
2004-03-01,4.25,
2004-03-02,4.26,
2004-03-03,4.30,
2004-03-04,4.31,
2004-03-05,4.29,
2004-03-06,.,No value available
2004-03-07,.,No value available
2004-03-08,4.19,
2004-03-09,4.16,
2004-03-10,4.15,
2004-03-11,4.15,
2004-03-12,4.12,
2004-03-13,.,No value available
2004-03-14,.,No value available
2004-03-15,4.13,
2004-03-16,4.12,
2004-03-17,4.12,
2004-03-18,4.11,
2004-03-19,4.12,
2004-03-20,.,No value available
2004-03-21,.,No value available
2004-03-22,4.12,
2004-03-23,4.09,
2004-03-24,4.09,
2004-03-25,4.08,
2004-03-26,4.08,
2004-03-27,.,No value available
2004-03-28,.,No value available
2004-03-29,4.11,
2004-03-30,4.15,
2004-03-31,4.16,
2004-04-01,4.14,
2004-04-02,4.16,
2004-04-03,.,No value available
2004-04-04,.,No value available
2004-04-05,4.27,
2004-04-06,4.29,
2004-04-07,4.26,
2004-04-08,4.26,
2004-04-09,.,No value available
2004-04-10,.,No value available
2004-04-11,.,No value available
2004-04-12,.,No value available
2004-04-13,4.29,
2004-04-14,4.32,
2004-04-15,4.33,
2004-04-16,4.32,
2004-04-17,.,No value available
2004-04-18,.,No value available
2004-04-19,4.31,
2004-04-20,4.32,
2004-04-21,4.36,
2004-04-22,4.35,
2004-04-23,4.34,
2004-04-24,.,No value available
2004-04-25,.,No value available
2004-04-26,4.37,
2004-04-27,4.36,
2004-04-28,4.35,
2004-04-29,4.40,
2004-04-30,4.39,
2004-05-01,.,No value available
2004-05-02,.,No value available
2004-05-03,4.36,
2004-05-04,4.34,
2004-05-05,4.34,
2004-05-06,4.36,
2004-05-07,4.40,
2004-05-08,.,No value available
2004-05-09,.,No value available
2004-05-10,4.45,
2004-05-11,4.46,
2004-05-12,4.46,
2004-05-13,4.50,
2004-05-14,4.51,
2004-05-15,.,No value available
2004-05-16,.,No value available
2004-05-17,4.45,
2004-05-18,4.45,
2004-05-19,4.46,
2004-05-20,4.47,
2004-05-21,4.46,
2004-05-22,.,No value available
2004-05-23,.,No value available
2004-05-24,4.49,
2004-05-25,4.47,
2004-05-26,4.48,
2004-05-27,4.44,
2004-05-28,4.42,
2004-05-29,.,No value available
2004-05-30,.,No value available
2004-05-31,4.43,
2004-06-01,4.48,
2004-06-02,4.48,
2004-06-03,4.51,
2004-06-04,4.50,
2004-06-05,.,No value available
2004-06-06,.,No value available
2004-06-07,4.52,
2004-06-08,4.50,
2004-06-09,4.49,
2004-06-10,4.50,
2004-06-11,4.54,
2004-06-12,.,No value available
2004-06-13,.,No value available
2004-06-14,4.56,
2004-06-15,4.56,
2004-06-16,4.48,
2004-06-17,4.51,
2004-06-18,4.50,
2004-06-19,.,No value available
2004-06-20,.,No value available
2004-06-21,4.50,
2004-06-22,4.49,
2004-06-23,4.50,
2004-06-24,4.49,
2004-06-25,4.46,
2004-06-26,.,No value available
2004-06-27,.,No value available
2004-06-28,4.46,
2004-06-29,4.50,
2004-06-30,4.44,
2004-07-01,4.40,
2004-07-02,4.39,
2004-07-03,.,No value available
2004-07-04,.,No value available
2004-07-05,4.42,
2004-07-06,4.42,
2004-07-07,4.42,
2004-07-08,4.40,
2004-07-09,4.39,
2004-07-10,.,No value available
2004-07-11,.,No value available
2004-07-12,4.38,
2004-07-13,4.38,
2004-07-14,4.40,
2004-07-15,4.41,
2004-07-16,4.41,
2004-07-17,.,No value available
2004-07-18,.,No value available
2004-07-19,4.37,
2004-07-20,4.36,
2004-07-21,4.41,
2004-07-22,4.42,
2004-07-23,4.41,
2004-07-24,.,No value available
2004-07-25,.,No value available
2004-07-26,4.40,
2004-07-27,4.40,
2004-07-28,4.45,
2004-07-29,4.45,
2004-07-30,4.42,
2004-07-31,.,No value available
2004-08-01,.,No value available
2004-08-02,4.37,
2004-08-03,4.37,
2004-08-04,4.35,
2004-08-05,4.35,
2004-08-06,4.31,
2004-08-07,.,No value available
2004-08-08,.,No value available
2004-08-09,4.26,
2004-08-10,4.25,
2004-08-11,4.26,
2004-08-12,4.26,
2004-08-13,4.24,
2004-08-14,.,No value available
2004-08-15,.,No value available
2004-08-16,4.23,
2004-08-17,4.26,
2004-08-18,4.24,
2004-08-19,4.26,
2004-08-20,4.25,
2004-08-21,.,No value available
2004-08-22,.,No value available
2004-08-23,4.25,
2004-08-24,4.28,
2004-08-25,4.28,
2004-08-26,4.27,
2004-08-27,4.24,
2004-08-28,.,No value available
2004-08-29,.,No value available
2004-08-30,4.25,
2004-08-31,4.24,
2004-09-01,4.21,
2004-09-02,4.21,
2004-09-03,4.25,
2004-09-04,.,No value available
2004-09-05,.,No value available
2004-09-06,4.32,
2004-09-07,4.32,
2004-09-08,4.31,
2004-09-09,4.26,
2004-09-10,4.25,
2004-09-11,.,No value available
2004-09-12,.,No value available
2004-09-13,4.25,
2004-09-14,4.24,
2004-09-15,4.23,
2004-09-16,4.24,
2004-09-17,4.21,
2004-09-18,.,No value available
2004-09-19,.,No value available
2004-09-20,4.21,
2004-09-21,4.20,
2004-09-22,4.19,
2004-09-23,4.15,
2004-09-24,4.15,
2004-09-25,.,No value available
2004-09-26,.,No value available
2004-09-27,4.16,
2004-09-28,4.13,
2004-09-29,4.14,
2004-09-30,4.17,
2004-10-01,4.17,
2004-10-02,.,No value available
2004-10-03,.,No value available
2004-10-04,4.22,
2004-10-05,4.21,
2004-10-06,4.19,
2004-10-07,4.19,
2004-10-08,4.18,
2004-10-09,.,No value available
2004-10-10,.,No value available
2004-10-11,4.14,
2004-10-12,4.13,
2004-10-13,4.12,
2004-10-14,4.10,
2004-10-15,4.08,
2004-10-16,.,No value available
2004-10-17,.,No value available
2004-10-18,4.09,
2004-10-19,4.09,
2004-10-20,4.08,
2004-10-21,4.07,
2004-10-22,4.08,
2004-10-23,.,No value available
2004-10-24,.,No value available
2004-10-25,4.03,
2004-10-26,4.04,
2004-10-27,4.04,
2004-10-28,4.08,
2004-10-29,4.07,
2004-10-30,.,No value available
2004-10-31,.,No value available
2004-11-01,4.07,
2004-11-02,4.07,
2004-11-03,4.10,
2004-11-04,4.07,
2004-11-05,4.04,
2004-11-06,.,No value available
2004-11-07,.,No value available
2004-11-08,4.08,
2004-11-09,4.08,
