"",BBK01.OEAH31G,BBK01.OEAH31G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:17,
2002-01,56.837,
2002-04,56.988,
2002-07,56.773,
2002-10,58.018,
2003-01,58.701,
2003-04,56.578,
2003-07,58.352,
2003-10,59.084,
2004-01,60.150,
2004-04,60.117,
2004-07,59.970,
2004-10,61.760,
2005-01,56.126,
2005-04,57.318,
2005-07,57.731,
2005-10,58.083,
2006-01,58.003,
2006-04,57.605,
2006-07,60.740,
2006-10,62.700,
2007-01,62.866,
2007-04,65.782,
2007-07,67.795,
2007-10,72.647,
2008-01,66.705,
2008-04,73.248,
2008-07,89.203,
2008-10,86.896,
2009-01,92.050,
2009-04,102.069,
2009-07,99.764,
2009-10,102.671,
2010-01,94.247,
2010-04,93.825,
2010-07,94.694,
2010-10,93.487,
2011-01,99.021,
2011-04,94.328,
2011-07,96.023,
2011-10,90.206,
2012-01,87.970,
2012-04,76.189,
2012-07,70.551,
2012-10,63.993,
2013-01,61.312,
2013-04,57.233,
2013-07,50.483,
2013-10,49.048,
2014-01,48.201,
2014-04,47.672,
2014-07,44.961,
