"",BBK01.OEAF31V,BBK01.OEAF31V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:10:39,
2002-01,14.807,
2002-04,14.958,
2002-07,15.007,
2002-10,15.080,
2003-01,15.045,
2003-04,14.982,
2003-07,15.060,
2003-10,15.085,
2004-01,14.894,
2004-04,14.960,
2004-07,15.069,
2004-10,15.104,
2005-01,15.822,
2005-04,15.845,
2005-07,16.147,
2005-10,16.136,
2006-01,16.099,
2006-04,16.227,
2006-07,16.255,
2006-10,16.240,
2007-01,15.940,
2007-04,15.730,
2007-07,15.641,
2007-10,15.595,
2008-01,15.232,
2008-04,14.743,
2008-07,14.687,
2008-10,14.690,
2009-01,14.571,
2009-04,15.610,
2009-07,15.510,
2009-10,15.756,
2010-01,15.593,
2010-04,15.406,
2010-07,15.034,
2010-10,14.838,
2011-01,14.890,
2011-04,14.938,
2011-07,15.046,
2011-10,15.048,
2012-01,15.053,
2012-04,15.381,
2012-07,15.407,
2012-10,15.440,
2013-01,15.509,
2013-04,15.614,
2013-07,15.761,
2013-10,15.951,
2014-01,15.977,
2014-04,16.402,
2014-07,16.540,
