"",BBK01.QX8457,BBK01.QX8457_FLAGS
"",Banks in Germany: Claims on non-residents / Euro-area member states / US dollar,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:08:53,
1995-12,18.436,
1996-01,.,No value available
1996-02,.,No value available
1996-03,.,No value available
1996-04,.,No value available
1996-05,.,No value available
1996-06,.,No value available
1996-07,.,No value available
1996-08,.,No value available
1996-09,.,No value available
1996-10,.,No value available
1996-11,.,No value available
1996-12,21.240,
1997-01,22.030,
1997-02,22.747,
1997-03,23.180,
1997-04,24.385,
1997-05,23.789,
1997-06,25.756,
1997-07,27.304,
1997-08,26.450,
1997-09,27.928,
1997-10,26.690,
1997-11,28.208,
1997-12,26.803,
1998-01,27.513,
1998-02,28.458,
1998-03,29.071,
1998-04,28.043,
1998-05,31.104,
1998-06,30.908,
1998-07,28.895,
1998-08,28.680,
1998-09,28.524,
1998-10,28.286,
1998-11,30.125,
1998-12,30.832,
1999-01,29.564,
1999-02,29.541,
1999-03,30.420,
1999-04,29.917,
1999-05,29.765,
1999-06,29.311,
1999-07,28.891,
1999-08,29.584,
1999-09,29.105,
1999-10,29.327,
1999-11,28.319,
1999-12,29.928,
2000-01,28.660,
2000-02,28.437,
2000-03,30.653,
2000-04,30.928,
2000-05,30.765,
2000-06,31.330,
2000-07,32.055,
2000-08,36.742,
2000-09,41.299,
2000-10,41.938,
2000-11,41.846,
2000-12,37.188,
2001-01,39.863,
2001-02,39.386,
2001-03,46.166,
2001-04,46.166,
2001-05,46.885,
2001-06,46.956,
2001-07,44.240,
2001-08,41.931,
2001-09,40.738,
2001-10,40.535,
2001-11,42.943,
2001-12,44.274,
2002-01,42.269,
2002-02,41.896,
2002-03,42.711,
2002-04,43.087,
2002-05,42.026,
2002-06,40.704,
2002-07,40.520,
2002-08,39.994,
2002-09,38.748,
2002-10,39.908,
2002-11,42.387,
2002-12,40.486,
2003-01,38.447,
2003-02,42.483,
2003-03,37.722,
2003-04,36.589,
2003-05,34.198,
2003-06,35.321,
2003-07,33.676,
2003-08,35.145,
2003-09,33.827,
2003-10,33.185,
2003-11,31.408,
2003-12,33.206,
2004-01,32.789,
2004-02,30.554,
2004-03,31.801,
2004-04,33.042,
2004-05,33.544,
2004-06,36.638,
2004-07,35.906,
2004-08,34.774,
2004-09,35.972,
2004-10,36.438,
2004-11,34.419,
2004-12,35.042,
2005-01,37.102,
2005-02,33.795,
2005-03,36.358,
2005-04,34.176,
2005-05,37.940,
2005-06,42.453,
2005-07,43.916,
2005-08,42.116,
2005-09,43.053,
2005-10,44.607,
2005-11,46.311,
2005-12,44.953,
2006-01,43.023,
2006-02,44.091,
2006-03,44.175,
2006-04,42.248,
2006-05,38.023,
2006-06,39.760,
2006-07,40.905,
2006-08,40.807,
2006-09,42.278,
2006-10,43.215,
2006-11,40.217,
2006-12,42.313,
2007-01,42.891,
2007-02,43.500,
2007-03,42.193,
2007-04,44.334,
2007-05,43.783,
2007-06,44.480,
2007-07,43.572,
2007-08,50.106,
2007-09,53.356,
2007-10,51.788,
2007-11,49.209,
2007-12,51.989,
2008-01,57.068,
2008-02,54.617,
2008-03,70.086,
2008-04,68.588,
2008-05,69.459,
2008-06,80.382,
2008-07,81.717,
2008-08,87.901,
2008-09,93.446,
2008-10,117.888,
2008-11,116.956,
2008-12,110.719,
2009-01,119.066,
2009-02,119.068,
2009-03,114.476,
2009-04,113.602,
2009-05,109.030,
2009-06,107.180,
2009-07,104.932,
2009-08,102.933,
2009-09,98.240,
2009-10,93.858,
2009-11,89.482,
2009-12,84.983,
2010-01,86.629,
2010-02,86.687,
2010-03,86.773,
2010-04,85.627,
2010-05,80.970,
2010-06,79.980,
2010-07,77.107,
2010-08,81.371,
2010-09,77.255,
2010-10,62.896,
2010-11,64.497,
2010-12,61.375,
2011-01,60.230,
2011-02,60.047,
2011-03,58.660,
2011-04,56.833,
2011-05,60.189,
2011-06,57.323,
2011-07,58.285,
2011-08,57.812,
2011-09,59.487,
2011-10,57.950,
2011-11,58.400,
2011-12,57.802,
2012-01,56.352,
2012-02,57.388,
2012-03,57.202,
2012-04,59.790,
2012-05,58.967,
2012-06,56.136,
2012-07,57.084,
2012-08,54.331,
2012-09,54.361,
2012-10,54.627,
2012-11,53.502,
2012-12,50.539,
2013-01,51.019,
2013-02,50.980,
2013-03,52.129,
2013-04,52.437,
2013-05,54.171,
2013-06,54.308,
2013-07,50.651,
2013-08,52.175,
2013-09,51.185,
2013-10,51.066,
2013-11,50.889,
2013-12,48.612,
2014-01,52.549,
2014-02,50.707,
2014-03,52.422,
2014-04,51.016,
2014-05,52.633,
2014-06,53.792,
2014-07,54.780,
2014-08,55.512,
2014-09,59.805,
2014-10,58.753,
2014-11,59.944,
2014-12,60.275,
