"",BBK01.TUE383,BBK01.TUE383_FLAGS
"",Deposits of general government / Other general government / At agreed notice of over 3 months / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:12,
1997-09,1221,
1997-10,1218,
1997-11,1222,
1997-12,1203,
1998-01,1232,
1998-02,1226,
1998-03,1210,
1998-04,1233,
1998-05,1247,
1998-06,1216,
1998-07,1216,
1998-08,1233,
1998-09,1230,
1998-10,1224,
1998-11,1223,
1998-12,1247,
1999-01,723,
1999-02,709,
1999-03,715,
1999-04,728,
1999-05,717,
1999-06,767,
1999-07,749,
1999-08,755,
1999-09,754,
1999-10,777,
1999-11,826,
1999-12,856,
2000-01,831,
2000-02,800,
2000-03,819,
2000-04,834,
2000-05,789,
2000-06,785,
2000-07,808,
2000-08,813,
2000-09,804,
2000-10,781,
2000-11,792,
2000-12,765,
2001-01,742,
2001-02,719,
2001-03,664,
2001-04,659,
2001-05,619,
2001-06,595,
2001-07,582,
2001-08,564,
2001-09,553,
2001-10,527,
2001-11,487,
2001-12,498,
2002-01,453,
2002-02,455,
2002-03,451,
2002-04,446,
2002-05,443,
2002-06,436,
2002-07,426,
2002-08,427,
2002-09,419,
2002-10,396,
2002-11,387,
2002-12,421,
2003-01,394,
2003-02,379,
2003-03,346,
2003-04,338,
2003-05,339,
2003-06,331,
2003-07,318,
2003-08,316,
2003-09,344,
2003-10,350,
2003-11,339,
2003-12,363,
2004-01,330,
2004-02,368,
2004-03,426,
2004-04,419,
2004-05,404,
2004-06,419,
2004-07,445,
2004-08,472,
2004-09,495,
2004-10,499,
2004-11,525,
2004-12,517,
2005-01,526,
2005-02,449,
2005-03,473,
2005-04,459,
2005-05,455,
2005-06,444,
2005-07,459,
2005-08,446,
2005-09,445,
2005-10,445,
2005-11,437,
2005-12,417,
2006-01,407,
2006-02,390,
2006-03,387,
2006-04,402,
2006-05,396,
2006-06,414,
2006-07,405,
2006-08,409,
2006-09,411,
2006-10,426,
2006-11,420,
2006-12,427,
2007-01,445,
2007-02,443,
2007-03,447,
2007-04,439,
2007-05,441,
2007-06,452,
2007-07,467,
2007-08,464,
2007-09,453,
2007-10,7144,
2007-11,6935,
2007-12,6678,
2008-01,8652,
2008-02,8331,
2008-03,8065,
2008-04,7859,
2008-05,7587,
2008-06,7371,
2008-07,7214,
2008-08,7072,
2008-09,6828,
2008-10,6584,
2008-11,6351,
2008-12,6140,
2009-01,8247,
2009-02,8044,
2009-03,7874,
2009-04,7653,
2009-05,7474,
2009-06,7261,
2009-07,7213,
2009-08,7091,
2009-09,6820,
2009-10,6608,
2009-11,6417,
2009-12,6188,
2010-01,8624,
2010-02,8377,
2010-03,8114,
2010-04,7941,
2010-05,7801,
2010-06,7602,
2010-07,7526,
2010-08,7387,
2010-09,7017,
2010-10,6766,
2010-11,6533,
2010-12,6348,
2011-01,8213,
2011-02,7960,
2011-03,7762,
2011-04,7539,
2011-05,7335,
2011-06,7095,
2011-07,7041,
2011-08,6797,
2011-09,6623,
2011-10,6433,
2011-11,6247,
2011-12,5945,
2012-01,7353,
2012-02,7140,
2012-03,6944,
2012-04,6775,
2012-05,6617,
2012-06,6456,
2012-07,6392,
2012-08,6277,
2012-09,6155,
2012-10,6020,
2012-11,5873,
2012-12,5560,
2013-01,6419,
2013-02,6317,
2013-03,6247,
2013-04,6149,
2013-05,6031,
2013-06,5889,
2013-07,5829,
2013-08,5822,
2013-09,5759,
2013-10,5649,
2013-11,5561,
2013-12,5233,
2014-01,5633,
2014-02,5585,
2014-03,5496,
2014-04,5386,
2014-05,5327,
2014-06,5211,
2014-07,5154,
2014-08,5207,
2014-09,5149,
2014-10,5121,
2014-11,5060,
2014-12,5056,
2015-01,5402,
